payment_id,payable_id,supplier_id,payment_date,amount_paid,payment_method
PM-0005381,AP-0005381,SUP-021,2025-06-02,5266.80,Boleto
PM-0005382,AP-0005382,SUP-026,2025-07-04,5351.42,TED
PM-0005383,AP-0005383,SUP-031,2025-08-06,5436.72,PIX
PM-0005384,AP-0005384,SUP-036,2025-09-07,2761.34,Boleto
PM-0005385,AP-0005385,SUP-036,2025-09-25,2761.34,Boleto
PM-0005386,AP-0005386,SUP-041,2025-10-10,5609.33,TED
PM-0005387,AP-0005387,SUP-046,2025-11-07,5696.64,PIX
PM-0005388,AP-0005388,SUP-051,2025-12-09,5784.62,Boleto
PM-0005389,AP-0005389,SUP-056,2025-12-14,2936.64,TED
PM-0005390,AP-0005390,SUP-056,2026-01-01,2936.64,TED
PM-0005391,AP-0005391,SUP-061,2026-01-15,5962.61,PIX
PM-0005392,AP-0005392,SUP-066,2026-02-17,6052.61,Boleto
PM-0005393,AP-0005393,SUP-071,2026-03-17,6143.28,TED
PM-0005394,AP-0005394,SUP-076,2026-04-16,3117.31,PIX
PM-0005395,AP-0005395,SUP-076,2026-05-04,3117.31,PIX
PM-0005396,AP-0005396,SUP-081,2026-05-19,6326.64,Boleto
PM-0005397,AP-0005397,SUP-001,2026-06-20,6419.33,TED
PM-0005398,AP-0005398,SUP-006,2026-07-23,6512.69,PIX
PM-0005399,AP-0005399,SUP-011,2026-08-19,1065.60,Boleto
PM-0005400,AP-0005400,SUP-011,2026-09-06,1065.60,Boleto
PM-0005401,AP-0005401,SUP-016,2024-09-21,1842.00,TED
PM-0005402,AP-0005402,SUP-021,2024-10-24,1899.07,PIX
PM-0005403,AP-0005403,SUP-026,2024-11-25,1956.82,Boleto
PM-0005404,AP-0005404,SUP-031,2024-12-28,1007.62,TED
PM-0005405,AP-0005405,SUP-031,2025-01-15,1007.62,TED
PM-0005406,AP-0005406,SUP-036,2025-01-24,2074.32,PIX
PM-0005407,AP-0005407,SUP-041,2025-02-26,2134.08,Boleto
PM-0005408,AP-0005408,SUP-046,2025-03-31,2194.51,TED
PM-0005409,AP-0005409,SUP-051,2025-04-30,1127.81,PIX
PM-0005410,AP-0005410,SUP-051,2025-05-18,1127.81,PIX
PM-0005411,AP-0005411,SUP-056,2025-06-02,2317.39,Boleto
PM-0005412,AP-0005412,SUP-061,2025-06-29,2379.84,TED
PM-0005413,AP-0005413,SUP-066,2025-08-01,2442.96,PIX
PM-0005414,AP-0005414,SUP-071,2025-09-02,1253.38,Boleto
PM-0005415,AP-0005415,SUP-071,2025-09-20,1253.38,Boleto
PM-0005416,AP-0005416,SUP-076,2025-10-05,2571.22,TED
PM-0005417,AP-0005417,SUP-081,2025-11-07,2636.35,PIX
PM-0005418,AP-0005418,SUP-001,2025-12-04,2702.16,Boleto
PM-0005419,AP-0005419,SUP-006,2026-01-06,1384.32,TED
PM-0005420,AP-0005420,SUP-006,2026-01-24,1384.32,TED
PM-0005421,AP-0005421,SUP-011,2026-02-07,2835.79,PIX
PM-0005422,AP-0005422,SUP-016,2026-03-12,2903.62,Boleto
PM-0005423,AP-0005423,SUP-021,2026-04-14,2972.11,TED
PM-0005424,AP-0005424,SUP-026,2026-04-11,1520.64,PIX
PM-0005425,AP-0005425,SUP-026,2026-04-29,1520.64,PIX
PM-0005426,AP-0005426,SUP-031,2026-05-14,3111.12,Boleto
PM-0005427,AP-0005427,SUP-036,2026-06-15,3181.63,TED
PM-0005428,AP-0005428,SUP-041,2026-07-18,3252.82,PIX
PM-0005429,AP-0005429,SUP-046,2026-08-19,1662.34,Boleto
PM-0005430,AP-0005430,SUP-046,2026-09-06,1662.34,Boleto
PM-0005431,AP-0005431,SUP-051,2024-09-16,2850.00,TED
PM-0005432,AP-0005432,SUP-056,2024-10-19,2915.14,PIX
PM-0005433,AP-0005433,SUP-061,2024-11-20,2980.94,Boleto
PM-0005434,AP-0005434,SUP-066,2024-12-23,1523.71,TED
PM-0005435,AP-0005435,SUP-066,2025-01-10,1523.71,TED
PM-0005436,AP-0005436,SUP-071,2025-01-24,3114.58,PIX
PM-0005437,AP-0005437,SUP-076,2025-02-21,3182.40,Boleto
PM-0005438,AP-0005438,SUP-081,2025-03-26,3250.90,TED
PM-0005439,AP-0005439,SUP-001,2025-04-25,1660.03,PIX
PM-0005440,AP-0005440,SUP-001,2025-05-13,1660.03,PIX
PM-0005441,AP-0005441,SUP-006,2025-05-28,3389.90,Boleto
PM-0005442,AP-0005442,SUP-011,2025-06-29,3460.42,TED
PM-0005443,AP-0005443,SUP-016,2025-07-27,3531.60,PIX
PM-0005444,AP-0005444,SUP-021,2025-08-28,1801.73,Boleto
PM-0005445,AP-0005445,SUP-021,2025-09-15,1801.73,Boleto
PM-0005446,AP-0005446,SUP-026,2025-09-30,3675.98,TED
PM-0005447,AP-0005447,SUP-031,2025-11-02,3749.18,PIX
PM-0005448,AP-0005448,SUP-036,2025-12-04,3823.06,Boleto
PM-0005449,AP-0005449,SUP-041,2026-01-01,1948.80,TED
PM-0005450,AP-0005450,SUP-041,2026-01-19,1948.80,TED
PM-0005451,AP-0005451,SUP-046,2026-02-02,3972.82,PIX
PM-0005452,AP-0005452,SUP-051,2026-03-07,4048.70,Boleto
PM-0005453,AP-0005453,SUP-056,2026-04-09,4125.26,TED
PM-0005454,AP-0005454,SUP-061,2026-05-09,2101.25,PIX
PM-0005455,AP-0005455,SUP-061,2026-05-27,2101.25,PIX
PM-0005456,AP-0005456,SUP-066,2026-06-06,4280.40,Boleto
PM-0005457,AP-0005457,SUP-071,2026-07-08,4358.98,TED
PM-0005458,AP-0005458,SUP-076,2026-08-10,4438.22,PIX
PM-0005459,AP-0005459,SUP-081,2026-08-14,2259.07,Boleto
PM-0005460,AP-0005460,SUP-081,2026-09-01,2259.07,Boleto
PM-0005461,AP-0005461,SUP-001,2024-09-16,3858.00,TED
PM-0005462,AP-0005462,SUP-006,2024-10-14,3931.20,PIX
PM-0005463,AP-0005463,SUP-011,2024-11-15,4005.07,Boleto
PM-0005464,AP-0005464,SUP-016,2024-12-18,2039.81,TED
PM-0005465,AP-0005465,SUP-016,2025-01-05,2039.81,TED
PM-0005466,AP-0005466,SUP-021,2025-01-19,4154.83,PIX
PM-0005467,AP-0005467,SUP-026,2025-02-21,4230.72,Boleto
PM-0005468,AP-0005468,SUP-031,2025-03-21,4307.28,TED
PM-0005469,AP-0005469,SUP-036,2025-04-20,2192.26,PIX
PM-0005470,AP-0005470,SUP-036,2025-05-08,2192.26,PIX
PM-0005471,AP-0005471,SUP-041,2025-05-23,4462.42,Boleto
PM-0005472,AP-0005472,SUP-046,2025-06-24,4540.99,TED
PM-0005473,AP-0005473,SUP-051,2025-07-27,4620.24,PIX
PM-0005474,AP-0005474,SUP-056,2025-08-23,2350.08,Boleto
PM-0005475,AP-0005475,SUP-056,2025-09-10,2350.08,Boleto
PM-0005476,AP-0005476,SUP-061,2025-09-25,4780.75,TED
PM-0005477,AP-0005477,SUP-066,2025-10-28,4862.02,PIX
PM-0005478,AP-0005478,SUP-071,2025-11-29,4943.95,Boleto
PM-0005479,AP-0005479,SUP-076,2026-01-01,2513.28,TED
PM-0005480,AP-0005480,SUP-076,2026-01-19,2513.28,TED
PM-0005481,AP-0005481,SUP-081,2026-01-28,5109.84,PIX
PM-0005482,AP-0005482,SUP-001,2026-03-02,5193.79,Boleto
PM-0005483,AP-0005483,SUP-006,2026-04-04,5278.42,TED
PM-0005484,AP-0005484,SUP-011,2026-05-04,2681.86,PIX
PM-0005485,AP-0005485,SUP-011,2026-05-22,2681.86,PIX
PM-0005486,AP-0005486,SUP-016,2026-06-06,5449.68,Boleto
PM-0005487,AP-0005487,SUP-021,2026-07-03,5536.32,TED
PM-0005488,AP-0005488,SUP-026,2026-08-05,5623.63,PIX
PM-0005489,AP-0005489,SUP-031,2026-09-06,2855.81,Boleto
PM-0005490,AP-0005490,SUP-031,2026-09-24,2855.81,Boleto
PM-0005491,AP-0005491,SUP-036,2024-10-09,4866.00,TED
PM-0005492,AP-0005492,SUP-041,2024-11-11,4947.26,PIX
PM-0005493,AP-0005493,SUP-046,2024-12-08,5029.20,Boleto
PM-0005494,AP-0005494,SUP-051,2024-12-13,2555.90,TED
PM-0005495,AP-0005495,SUP-051,2024-12-31,2555.90,TED
PM-0005496,AP-0005496,SUP-056,2025-01-14,5195.09,PIX
PM-0005497,AP-0005497,SUP-061,2025-02-16,5279.04,Boleto
PM-0005498,AP-0005498,SUP-066,2025-03-21,5363.66,TED
PM-0005499,AP-0005499,SUP-071,2025-04-15,2724.48,PIX
PM-0005500,AP-0005500,SUP-071,2025-05-03,2724.48,PIX
PM-0005501,AP-0005501,SUP-076,2025-05-18,5534.93,Boleto
PM-0005502,AP-0005502,SUP-081,2025-06-19,5621.57,TED
PM-0005503,AP-0005503,SUP-001,2025-07-22,5708.88,PIX
PM-0005504,AP-0005504,SUP-006,2025-08-23,2898.43,Boleto
PM-0005505,AP-0005505,SUP-006,2025-09-10,2898.43,Boleto
PM-0005506,AP-0005506,SUP-011,2025-09-20,5885.52,TED
PM-0005507,AP-0005507,SUP-016,2025-10-23,5974.85,PIX
PM-0005508,AP-0005508,SUP-021,2025-11-24,6064.85,Boleto
PM-0005509,AP-0005509,SUP-026,2025-12-27,3077.76,TED
PM-0005510,AP-0005510,SUP-026,2026-01-14,3077.76,TED
PM-0005511,AP-0005511,SUP-031,2026-01-28,6246.86,PIX
PM-0005512,AP-0005512,SUP-036,2026-02-25,2044.80,Boleto
PM-0005513,AP-0005513,SUP-041,2026-03-30,2107.25,TED
PM-0005514,AP-0005514,SUP-046,2026-04-29,1085.18,PIX
PM-0005515,AP-0005515,SUP-046,2026-05-17,1085.18,PIX
PM-0005516,AP-0005516,SUP-051,2026-06-01,2234.16,Boleto
PM-0005517,AP-0005517,SUP-056,2026-07-03,2298.62,TED
PM-0005518,AP-0005518,SUP-061,2026-07-31,2363.76,PIX
PM-0005519,AP-0005519,SUP-066,2026-09-01,1214.78,Boleto
PM-0005520,AP-0005520,SUP-066,2026-09-19,1214.78,Boleto
PM-0005521,AP-0005521,SUP-071,2024-10-04,2094.00,TED
PM-0005522,AP-0005522,SUP-076,2024-11-06,2153.09,PIX
PM-0005523,AP-0005523,SUP-081,2024-12-08,2212.85,Boleto
PM-0005524,AP-0005524,SUP-001,2025-01-05,1136.64,TED
PM-0005525,AP-0005525,SUP-001,2025-01-23,1136.64,TED
PM-0005526,AP-0005526,SUP-006,2025-02-06,2334.38,PIX
PM-0005527,AP-0005527,SUP-011,2025-03-11,2396.16,Boleto
PM-0005528,AP-0005528,SUP-016,2025-04-13,2458.61,TED
PM-0005529,AP-0005529,SUP-021,2025-04-15,1260.86,PIX
PM-0005530,AP-0005530,SUP-021,2025-05-03,1260.86,PIX
PM-0005531,AP-0005531,SUP-026,2025-05-13,2585.52,Boleto
PM-0005532,AP-0005532,SUP-031,2025-06-14,2649.98,TED
PM-0005533,AP-0005533,SUP-036,2025-07-17,2715.12,PIX
PM-0005534,AP-0005534,SUP-041,2025-08-18,1390.46,Boleto
PM-0005535,AP-0005535,SUP-041,2025-09-05,1390.46,Boleto
PM-0005536,AP-0005536,SUP-046,2025-09-20,2847.41,TED
PM-0005537,AP-0005537,SUP-051,2025-10-18,2914.56,PIX
PM-0005538,AP-0005538,SUP-056,2025-11-19,2982.38,Boleto
PM-0005539,AP-0005539,SUP-061,2025-12-22,1525.44,TED
PM-0005540,AP-0005540,SUP-061,2026-01-09,1525.44,TED
PM-0005541,AP-0005541,SUP-066,2026-01-23,3120.05,PIX
PM-0005542,AP-0005542,SUP-071,2026-02-25,3189.89,Boleto
PM-0005543,AP-0005543,SUP-076,2026-03-25,3260.40,TED
PM-0005544,AP-0005544,SUP-081,2026-04-24,1665.79,PIX
PM-0005545,AP-0005545,SUP-081,2026-05-12,1665.79,PIX
PM-0005546,AP-0005546,SUP-001,2026-05-27,3403.44,Boleto
PM-0005547,AP-0005547,SUP-006,2026-06-28,3475.97,TED
PM-0005548,AP-0005548,SUP-011,2026-07-31,3549.17,PIX
PM-0005549,AP-0005549,SUP-016,2026-08-27,1811.52,Boleto
PM-0005550,AP-0005550,SUP-016,2026-09-14,1811.52,Boleto
PM-0005551,AP-0005551,SUP-021,2024-09-29,3102.00,TED
PM-0005552,AP-0005552,SUP-026,2024-11-01,3169.15,PIX
PM-0005553,AP-0005553,SUP-031,2024-12-03,3236.98,Boleto
PM-0005554,AP-0005554,SUP-036,2025-01-05,1652.74,TED
PM-0005555,AP-0005555,SUP-036,2025-01-23,1652.74,TED
PM-0005556,AP-0005556,SUP-041,2025-02-01,3374.64,PIX
PM-0005557,AP-0005557,SUP-046,2025-03-06,3444.48,Boleto
PM-0005558,AP-0005558,SUP-051,2025-04-08,3514.99,TED
PM-0005559,AP-0005559,SUP-056,2025-05-08,1793.09,PIX
PM-0005560,AP-0005560,SUP-056,2025-05-26,1793.09,PIX
PM-0005561,AP-0005561,SUP-061,2025-06-10,3658.03,Boleto
PM-0005562,AP-0005562,SUP-066,2025-07-07,3730.56,TED
PM-0005563,AP-0005563,SUP-071,2025-08-09,3803.76,PIX
PM-0005564,AP-0005564,SUP-076,2025-08-13,1938.82,Boleto
PM-0005565,AP-0005565,SUP-076,2025-08-31,1938.82,Boleto
PM-0005566,AP-0005566,SUP-081,2025-09-15,3952.18,TED
PM-0005567,AP-0005567,SUP-001,2025-10-18,4027.39,PIX
PM-0005568,AP-0005568,SUP-006,2025-11-14,4103.28,Boleto
PM-0005569,AP-0005569,SUP-011,2025-12-17,2089.92,TED
PM-0005570,AP-0005570,SUP-011,2026-01-04,2089.92,TED
PM-0005571,AP-0005571,SUP-016,2026-01-18,4257.07,PIX
PM-0005572,AP-0005572,SUP-021,2026-02-20,4334.98,Boleto
PM-0005573,AP-0005573,SUP-026,2026-03-25,4413.55,TED
PM-0005574,AP-0005574,SUP-031,2026-04-19,2246.40,PIX
PM-0005575,AP-0005575,SUP-031,2026-05-07,2246.40,PIX
PM-0005576,AP-0005576,SUP-036,2026-05-22,4572.72,Boleto
PM-0005577,AP-0005577,SUP-041,2026-06-23,4653.31,TED
PM-0005578,AP-0005578,SUP-046,2026-07-26,4734.58,PIX
PM-0005579,AP-0005579,SUP-051,2026-08-27,2408.26,Boleto
PM-0005580,AP-0005580,SUP-051,2026-09-14,2408.26,Boleto
PM-0005581,AP-0005581,SUP-056,2024-09-24,4110.00,TED
PM-0005582,AP-0005582,SUP-061,2024-10-27,4185.22,PIX
PM-0005583,AP-0005583,SUP-066,2024-11-28,4261.10,Boleto
PM-0005584,AP-0005584,SUP-071,2024-12-31,2168.83,TED
PM-0005585,AP-0005585,SUP-071,2025-01-18,2168.83,TED
PM-0005586,AP-0005586,SUP-076,2025-02-01,4414.90,PIX
PM-0005587,AP-0005587,SUP-081,2025-03-01,4492.80,Boleto
PM-0005588,AP-0005588,SUP-001,2025-04-03,4571.38,TED
PM-0005589,AP-0005589,SUP-006,2025-05-03,2325.31,PIX
PM-0005590,AP-0005590,SUP-006,2025-05-21,2325.31,PIX
PM-0005591,AP-0005591,SUP-011,2025-06-05,4730.54,Boleto
PM-0005592,AP-0005592,SUP-016,2025-07-07,4811.14,TED
PM-0005593,AP-0005593,SUP-021,2025-08-04,4892.40,PIX
PM-0005594,AP-0005594,SUP-026,2025-09-05,2487.17,Boleto
PM-0005595,AP-0005595,SUP-026,2025-09-23,2487.17,Boleto
PM-0005596,AP-0005596,SUP-031,2025-10-08,5056.94,TED
PM-0005597,AP-0005597,SUP-036,2025-11-10,5140.22,PIX
PM-0005598,AP-0005598,SUP-041,2025-12-12,5224.18,Boleto
PM-0005599,AP-0005599,SUP-046,2025-12-12,2654.40,TED
PM-0005600,AP-0005600,SUP-046,2025-12-30,2654.40,TED
PM-0005601,AP-0005601,SUP-051,2026-01-13,5394.10,PIX
PM-0005602,AP-0005602,SUP-056,2026-02-15,5480.06,Boleto
PM-0005603,AP-0005603,SUP-061,2026-03-20,5566.70,TED
PM-0005604,AP-0005604,SUP-066,2026-04-19,2827.01,PIX
PM-0005605,AP-0005605,SUP-066,2026-05-07,2827.01,PIX
PM-0005606,AP-0005606,SUP-071,2026-05-17,5742.00,Boleto
PM-0005607,AP-0005607,SUP-076,2026-06-18,5830.66,TED
PM-0005608,AP-0005608,SUP-081,2026-07-21,5919.98,PIX
PM-0005609,AP-0005609,SUP-001,2026-08-22,3004.99,Boleto
PM-0005610,AP-0005610,SUP-001,2026-09-09,3004.99,Boleto
PM-0005611,AP-0005611,SUP-006,2024-09-24,5118.00,TED
PM-0005612,AP-0005612,SUP-011,2024-10-22,5201.28,PIX
PM-0005613,AP-0005613,SUP-016,2024-11-23,5285.23,Boleto
PM-0005614,AP-0005614,SUP-021,2024-12-26,2684.93,TED
PM-0005615,AP-0005615,SUP-021,2025-01-13,2684.93,TED
PM-0005616,AP-0005616,SUP-026,2025-01-27,5455.15,PIX
PM-0005617,AP-0005617,SUP-031,2025-03-01,5541.12,Boleto
PM-0005618,AP-0005618,SUP-036,2025-03-29,5627.76,TED
PM-0005619,AP-0005619,SUP-041,2025-04-28,2857.54,PIX
PM-0005620,AP-0005620,SUP-041,2025-05-16,2857.54,PIX
PM-0005621,AP-0005621,SUP-046,2025-05-31,5803.06,Boleto
PM-0005622,AP-0005622,SUP-051,2025-07-02,5891.71,TED
PM-0005623,AP-0005623,SUP-056,2025-08-04,5981.04,PIX
PM-0005624,AP-0005624,SUP-061,2025-08-31,979.20,Boleto
PM-0005625,AP-0005625,SUP-061,2025-09-18,979.20,Boleto
PM-0005626,AP-0005626,SUP-066,2025-10-03,2018.83,TED
PM-0005627,AP-0005627,SUP-071,2025-11-05,2079.94,PIX
PM-0005628,AP-0005628,SUP-076,2025-12-07,2141.71,Boleto
PM-0005629,AP-0005629,SUP-081,2026-01-09,1102.08,TED
PM-0005630,AP-0005630,SUP-081,2026-01-27,1102.08,TED
PM-0005631,AP-0005631,SUP-001,2026-02-05,2267.28,PIX
PM-0005632,AP-0005632,SUP-006,2026-03-10,2331.07,Boleto
PM-0005633,AP-0005633,SUP-011,2026-04-12,2395.54,TED
PM-0005634,AP-0005634,SUP-016,2026-04-14,1230.34,PIX
PM-0005635,AP-0005635,SUP-016,2026-05-02,1230.34,PIX
PM-0005636,AP-0005636,SUP-021,2026-05-17,2526.48,Boleto
PM-0005637,AP-0005637,SUP-026,2026-06-13,2592.96,TED
PM-0005638,AP-0005638,SUP-031,2026-07-16,2660.11,PIX
PM-0005639,AP-0005639,SUP-036,2026-08-17,1363.97,Boleto
PM-0005640,AP-0005640,SUP-036,2026-09-04,1363.97,Boleto
PM-0005641,AP-0005641,SUP-041,2024-09-19,2346.00,TED
PM-0005642,AP-0005642,SUP-046,2024-10-22,2407.10,PIX
PM-0005643,AP-0005643,SUP-051,2024-11-18,2468.88,Boleto
PM-0005644,AP-0005644,SUP-056,2024-12-21,1265.66,TED
PM-0005645,AP-0005645,SUP-056,2025-01-08,1265.66,TED
PM-0005646,AP-0005646,SUP-061,2025-01-22,2594.45,PIX
PM-0005647,AP-0005647,SUP-066,2025-02-24,2658.24,Boleto
PM-0005648,AP-0005648,SUP-071,2025-03-29,2722.70,TED
PM-0005649,AP-0005649,SUP-076,2025-04-23,1393.92,PIX
PM-0005650,AP-0005650,SUP-076,2025-05-11,1393.92,PIX
PM-0005651,AP-0005651,SUP-081,2025-05-26,2853.65,Boleto
PM-0005652,AP-0005652,SUP-001,2025-06-27,2920.13,TED
PM-0005653,AP-0005653,SUP-006,2025-07-30,2987.28,PIX
PM-0005654,AP-0005654,SUP-011,2025-08-31,1527.55,Boleto
PM-0005655,AP-0005655,SUP-011,2025-09-18,1527.55,Boleto
PM-0005656,AP-0005656,SUP-016,2025-09-28,3123.60,TED
PM-0005657,AP-0005657,SUP-021,2025-10-31,3192.77,PIX
PM-0005658,AP-0005658,SUP-026,2025-12-02,3262.61,Boleto
PM-0005659,AP-0005659,SUP-031,2026-01-04,1666.56,TED
PM-0005660,AP-0005660,SUP-031,2026-01-22,1666.56,TED
PM-0005661,AP-0005661,SUP-036,2026-02-05,3404.30,PIX
PM-0005662,AP-0005662,SUP-041,2026-03-05,3476.16,Boleto
PM-0005663,AP-0005663,SUP-046,2026-04-07,3548.69,TED
PM-0005664,AP-0005664,SUP-051,2026-05-07,1810.94,PIX
PM-0005665,AP-0005665,SUP-051,2026-05-25,1810.94,PIX
PM-0005666,AP-0005666,SUP-056,2026-06-09,3695.76,Boleto
PM-0005667,AP-0005667,SUP-061,2026-07-11,3770.30,TED
PM-0005668,AP-0005668,SUP-066,2026-08-08,3845.52,PIX
PM-0005669,AP-0005669,SUP-071,2026-08-12,1960.70,Boleto
PM-0005670,AP-0005670,SUP-071,2026-08-30,1960.70,Boleto
PM-0005671,AP-0005671,SUP-076,2024-09-14,3354.00,TED
PM-0005672,AP-0005672,SUP-081,2024-10-17,3423.17,PIX
PM-0005673,AP-0005673,SUP-001,2024-11-18,3493.01,Boleto
PM-0005674,AP-0005674,SUP-006,2024-12-16,1781.76,TED
PM-0005675,AP-0005675,SUP-006,2025-01-03,1781.76,TED
PM-0005676,AP-0005676,SUP-011,2025-01-17,3634.70,PIX
PM-0005677,AP-0005677,SUP-016,2025-02-19,3706.56,Boleto
PM-0005678,AP-0005678,SUP-021,2025-03-24,3779.09,TED
PM-0005679,AP-0005679,SUP-026,2025-04-23,1926.14,PIX
PM-0005680,AP-0005680,SUP-026,2025-05-11,1926.14,PIX
PM-0005681,AP-0005681,SUP-031,2025-05-21,3926.16,Boleto
PM-0005682,AP-0005682,SUP-036,2025-06-22,4000.70,TED
PM-0005683,AP-0005683,SUP-041,2025-07-25,4075.92,PIX
PM-0005684,AP-0005684,SUP-046,2025-08-26,2075.90,Boleto
PM-0005685,AP-0005685,SUP-046,2025-09-13,2075.90,Boleto
PM-0005686,AP-0005686,SUP-051,2025-09-28,4228.37,TED
PM-0005687,AP-0005687,SUP-056,2025-10-26,4305.60,PIX
PM-0005688,AP-0005688,SUP-061,2025-11-27,4383.50,Boleto
PM-0005689,AP-0005689,SUP-066,2025-12-30,2231.04,TED
PM-0005690,AP-0005690,SUP-066,2026-01-17,2231.04,TED
PM-0005691,AP-0005691,SUP-071,2026-01-31,4541.33,PIX
PM-0005692,AP-0005692,SUP-076,2026-03-05,4621.25,Boleto
PM-0005693,AP-0005693,SUP-081,2026-04-02,4701.84,TED
PM-0005694,AP-0005694,SUP-001,2026-05-02,2391.55,PIX
PM-0005695,AP-0005695,SUP-001,2026-05-20,2391.55,PIX
PM-0005696,AP-0005696,SUP-006,2026-06-04,4865.04,Boleto
PM-0005697,AP-0005697,SUP-011,2026-07-06,4947.65,TED
PM-0005698,AP-0005698,SUP-016,2026-08-08,5030.93,PIX
PM-0005699,AP-0005699,SUP-021,2026-09-04,2557.44,Boleto
PM-0005700,AP-0005700,SUP-021,2026-09-22,2557.44,Boleto
PM-0005701,AP-0005701,SUP-026,2024-10-07,4362.00,TED
PM-0005702,AP-0005702,SUP-031,2024-11-09,4439.23,PIX
PM-0005703,AP-0005703,SUP-036,2024-12-11,4517.14,Boleto
PM-0005704,AP-0005704,SUP-041,2024-12-16,2297.86,TED
PM-0005705,AP-0005705,SUP-041,2025-01-03,2297.86,TED
PM-0005706,AP-0005706,SUP-046,2025-01-12,4674.96,PIX
PM-0005707,AP-0005707,SUP-051,2025-02-14,4754.88,Boleto
PM-0005708,AP-0005708,SUP-056,2025-03-19,4835.47,TED
PM-0005709,AP-0005709,SUP-061,2025-04-18,2458.37,PIX
PM-0005710,AP-0005710,SUP-061,2025-05-06,2458.37,PIX
PM-0005711,AP-0005711,SUP-066,2025-05-21,4998.67,Boleto
PM-0005712,AP-0005712,SUP-071,2025-06-17,5081.28,TED
PM-0005713,AP-0005713,SUP-076,2025-07-20,5164.56,PIX
PM-0005714,AP-0005714,SUP-081,2025-08-21,2624.26,Boleto
PM-0005715,AP-0005715,SUP-081,2025-09-08,2624.26,Boleto
PM-0005716,AP-0005716,SUP-001,2025-09-23,5333.14,TED
PM-0005717,AP-0005717,SUP-006,2025-10-26,5418.43,PIX
PM-0005718,AP-0005718,SUP-011,2025-11-22,5504.40,Boleto
PM-0005719,AP-0005719,SUP-016,2025-12-25,2795.52,TED
PM-0005720,AP-0005720,SUP-016,2026-01-12,2795.52,TED
PM-0005721,AP-0005721,SUP-021,2026-01-26,5678.35,PIX
PM-0005722,AP-0005722,SUP-026,2026-02-28,5766.34,Boleto
PM-0005723,AP-0005723,SUP-031,2026-04-02,5854.99,TED
PM-0005724,AP-0005724,SUP-036,2026-04-27,2972.16,PIX
PM-0005725,AP-0005725,SUP-036,2026-05-15,2972.16,PIX
PM-0005726,AP-0005726,SUP-041,2026-05-30,6034.32,Boleto
PM-0005727,AP-0005727,SUP-046,2026-07-01,6124.99,TED
PM-0005728,AP-0005728,SUP-051,2026-08-03,6216.34,PIX
PM-0005729,AP-0005729,SUP-056,2026-09-04,3154.18,Boleto
PM-0005730,AP-0005730,SUP-056,2026-09-22,3154.18,Boleto
PM-0005731,AP-0005731,SUP-061,2024-10-02,5370.00,TED
PM-0005732,AP-0005732,SUP-066,2024-11-04,5455.30,PIX
PM-0005733,AP-0005733,SUP-071,2024-12-06,5541.26,Boleto
PM-0005734,AP-0005734,SUP-076,2025-01-08,2813.95,TED
PM-0005735,AP-0005735,SUP-076,2025-01-26,2813.95,TED
PM-0005736,AP-0005736,SUP-081,2025-02-09,5715.22,PIX
PM-0005737,AP-0005737,SUP-001,2025-03-09,1872.00,Boleto
PM-0005738,AP-0005738,SUP-006,2025-04-11,1930.42,TED
PM-0005739,AP-0005739,SUP-011,2025-04-13,994.75,PIX
PM-0005740,AP-0005740,SUP-011,2025-05-01,994.75,PIX
PM-0005741,AP-0005741,SUP-016,2025-05-16,2049.26,Boleto
PM-0005742,AP-0005742,SUP-021,2025-06-17,2109.70,TED
PM-0005743,AP-0005743,SUP-026,2025-07-15,2170.80,PIX
PM-0005744,AP-0005744,SUP-031,2025-08-16,1116.29,Boleto
PM-0005745,AP-0005745,SUP-031,2025-09-03,1116.29,Boleto
PM-0005746,AP-0005746,SUP-036,2025-09-18,2295.02,TED
PM-0005747,AP-0005747,SUP-041,2025-10-21,2358.14,PIX
PM-0005748,AP-0005748,SUP-046,2025-11-22,2421.94,Boleto
PM-0005749,AP-0005749,SUP-051,2025-12-20,1243.20,TED
PM-0005750,AP-0005750,SUP-051,2026-01-07,1243.20,TED
PM-0005751,AP-0005751,SUP-056,2026-01-21,2551.54,PIX
PM-0005752,AP-0005752,SUP-061,2026-02-23,2617.34,Boleto
PM-0005753,AP-0005753,SUP-066,2026-03-28,2683.82,TED
PM-0005754,AP-0005754,SUP-071,2026-04-27,1375.49,PIX
PM-0005755,AP-0005755,SUP-071,2026-05-15,1375.49,PIX
PM-0005756,AP-0005756,SUP-076,2026-05-25,2818.80,Boleto
PM-0005757,AP-0005757,SUP-081,2026-06-26,2887.30,TED
PM-0005758,AP-0005758,SUP-001,2026-07-29,2956.46,PIX
PM-0005759,AP-0005759,SUP-006,2026-08-30,1513.15,Boleto
PM-0005760,AP-0005760,SUP-006,2026-09-17,1513.15,Boleto
PM-0005761,AP-0005761,SUP-011,2024-10-02,2598.00,TED
PM-0005762,AP-0005762,SUP-016,2024-10-30,2661.12,PIX
PM-0005763,AP-0005763,SUP-021,2024-12-01,2724.91,Boleto
PM-0005764,AP-0005764,SUP-026,2025-01-03,1394.69,TED
PM-0005765,AP-0005765,SUP-026,2025-01-21,1394.69,TED
PM-0005766,AP-0005766,SUP-031,2025-02-04,2854.51,PIX
PM-0005767,AP-0005767,SUP-036,2025-03-09,2920.32,Boleto
PM-0005768,AP-0005768,SUP-041,2025-04-06,2986.80,TED
