entry_id,transaction_date,origin,cash_in,cash_out,balance_after,description
CF-0011902,2025-09-01,accounts_payable,0.00,1801.73,-2780718.74,Pagamento titulo AP-0008144
CF-0011903,2025-09-01,accounts_payable,0.00,1390.46,-2782109.20,Pagamento titulo AP-0009135
CF-0011904,2025-09-01,accounts_payable,0.00,2487.17,-2784596.37,Pagamento titulo AP-0009194
CF-0011905,2025-09-01,accounts_payable,0.00,2075.90,-2786672.27,Pagamento titulo AP-0010185
CF-0011906,2025-09-01,accounts_payable,0.00,1116.29,-2787788.56,Pagamento titulo AP-0010244
CF-0011907,2025-09-02,accounts_receivable,509.32,0.00,-2787279.24,Recebimento titulo AR-0000512
CF-0011908,2025-09-02,accounts_receivable,905.56,0.00,-2786373.68,Recebimento titulo AR-0000745
CF-0011909,2025-09-02,accounts_receivable,787.66,0.00,-2785586.02,Recebimento titulo AR-0001210
CF-0011910,2025-09-02,accounts_receivable,1024.07,0.00,-2784561.95,Recebimento titulo AR-0001442
CF-0011911,2025-09-02,accounts_receivable,509.32,0.00,-2784052.63,Recebimento titulo AR-0001674
CF-0011912,2025-09-02,accounts_receivable,905.56,0.00,-2783147.07,Recebimento titulo AR-0001907
CF-0011913,2025-09-02,accounts_receivable,560.89,0.00,-2782586.18,Recebimento titulo AR-0002139
CF-0011914,2025-09-02,accounts_receivable,787.66,0.00,-2781798.52,Recebimento titulo AR-0002372
CF-0011915,2025-09-02,accounts_receivable,509.32,0.00,-2781289.20,Recebimento titulo AR-0002836
CF-0011916,2025-09-02,accounts_receivable,905.56,0.00,-2780383.64,Recebimento titulo AR-0003069
CF-0011917,2025-09-02,accounts_receivable,560.89,0.00,-2779822.75,Recebimento titulo AR-0003301
CF-0011918,2025-09-02,accounts_receivable,787.66,0.00,-2779035.09,Recebimento titulo AR-0003534
CF-0011919,2025-09-02,accounts_receivable,1024.07,0.00,-2778011.02,Recebimento titulo AR-0003766
CF-0011920,2025-09-02,accounts_receivable,509.32,0.00,-2777501.70,Recebimento titulo AR-0003998
CF-0011921,2025-09-02,accounts_receivable,905.56,0.00,-2776596.14,Recebimento titulo AR-0004231
CF-0011922,2025-09-02,accounts_receivable,560.89,0.00,-2776035.25,Recebimento titulo AR-0004463
CF-0011923,2025-09-02,accounts_receivable,787.66,0.00,-2775247.59,Recebimento titulo AR-0004696
CF-0011924,2025-09-02,accounts_receivable,1024.07,0.00,-2774223.52,Recebimento titulo AR-0004928
CF-0011925,2025-09-02,accounts_receivable,905.56,0.00,-2773317.96,Recebimento titulo AR-0005393
CF-0011926,2025-09-02,accounts_receivable,560.89,0.00,-2772757.07,Recebimento titulo AR-0005625
CF-0011927,2025-09-02,accounts_receivable,787.66,0.00,-2771969.41,Recebimento titulo AR-0005858
CF-0011928,2025-09-02,accounts_receivable,509.32,0.00,-2771460.09,Recebimento titulo AR-0006322
CF-0011929,2025-09-02,accounts_receivable,905.56,0.00,-2770554.53,Recebimento titulo AR-0006555
CF-0011930,2025-09-02,accounts_receivable,560.89,0.00,-2769993.64,Recebimento titulo AR-0006787
CF-0011931,2025-09-02,accounts_receivable,787.66,0.00,-2769205.98,Recebimento titulo AR-0007020
CF-0011932,2025-09-02,accounts_receivable,1024.07,0.00,-2768181.91,Recebimento titulo AR-0007252
CF-0011933,2025-09-02,accounts_receivable,509.32,0.00,-2767672.59,Recebimento titulo AR-0007484
CF-0011934,2025-09-02,accounts_receivable,905.56,0.00,-2766767.03,Recebimento titulo AR-0007717
CF-0011935,2025-09-02,accounts_receivable,560.89,0.00,-2766206.14,Recebimento titulo AR-0007949
CF-0011936,2025-09-02,accounts_receivable,787.66,0.00,-2765418.48,Recebimento titulo AR-0008182
CF-0011937,2025-09-02,accounts_receivable,509.32,0.00,-2764909.16,Recebimento titulo AR-0008646
CF-0011938,2025-09-02,accounts_receivable,905.56,0.00,-2764003.60,Recebimento titulo AR-0008879
CF-0011939,2025-09-02,accounts_receivable,560.89,0.00,-2763442.71,Recebimento titulo AR-0009111
CF-0011940,2025-09-02,accounts_receivable,1024.07,0.00,-2762418.64,Recebimento titulo AR-0009576
CF-0011941,2025-09-02,accounts_receivable,509.32,0.00,-2761909.32,Recebimento titulo AR-0009808
CF-0011942,2025-09-02,accounts_receivable,905.56,0.00,-2761003.76,Recebimento titulo AR-0010041
CF-0011943,2025-09-02,accounts_receivable,560.89,0.00,-2760442.87,Recebimento titulo AR-0010273
CF-0011944,2025-09-02,accounts_receivable,787.66,0.00,-2759655.21,Recebimento titulo AR-0010506
CF-0011945,2025-09-02,accounts_receivable,1024.07,0.00,-2758631.14,Recebimento titulo AR-0010738
CF-0011946,2025-09-02,accounts_receivable,509.32,0.00,-2758121.82,Recebimento titulo AR-0010970
CF-0011947,2025-09-02,accounts_receivable,905.56,0.00,-2757216.26,Recebimento titulo AR-0011203
CF-0011948,2025-09-02,accounts_receivable,560.89,0.00,-2756655.37,Recebimento titulo AR-0011435
CF-0011949,2025-09-02,accounts_receivable,787.66,0.00,-2755867.71,Recebimento titulo AR-0011668
CF-0011950,2025-09-02,accounts_receivable,509.32,0.00,-2755358.39,Recebimento titulo AR-0012132
CF-0011951,2025-09-02,accounts_receivable,905.56,0.00,-2754452.83,Recebimento titulo AR-0012365
CF-0011952,2025-09-02,accounts_receivable,560.89,0.00,-2753891.94,Recebimento titulo AR-0012597
CF-0011953,2025-09-02,accounts_receivable,787.66,0.00,-2753104.28,Recebimento titulo AR-0012830
CF-0011954,2025-09-02,accounts_receivable,1024.07,0.00,-2752080.21,Recebimento titulo AR-0013062
CF-0011955,2025-09-02,accounts_receivable,509.32,0.00,-2751570.89,Recebimento titulo AR-0013294
CF-0011956,2025-09-02,accounts_receivable,692.20,0.00,-2750878.69,Recebimento titulo AR-0013394
CF-0011957,2025-09-02,accounts_receivable,905.56,0.00,-2749973.13,Recebimento titulo AR-0013527
CF-0011958,2025-09-02,accounts_receivable,560.89,0.00,-2749412.24,Recebimento titulo AR-0013759
CF-0011959,2025-09-02,accounts_receivable,787.66,0.00,-2748624.58,Recebimento titulo AR-0013992
CF-0011960,2025-09-02,accounts_receivable,509.32,0.00,-2748115.26,Recebimento titulo AR-0014456
CF-0011961,2025-09-02,accounts_payable,0.00,2350.08,-2750465.34,Pagamento titulo AP-0000075
CF-0011962,2025-09-02,accounts_payable,0.00,2898.43,-2753363.77,Pagamento titulo AP-0000105
CF-0011963,2025-09-02,accounts_payable,0.00,1938.82,-2755302.59,Pagamento titulo AP-0000164
CF-0011964,2025-09-02,accounts_payable,0.00,979.20,-2756281.79,Pagamento titulo AP-0001125
CF-0011965,2025-09-02,accounts_payable,0.00,1527.55,-2757809.34,Pagamento titulo AP-0001155
CF-0011966,2025-09-02,accounts_payable,0.00,2624.26,-2760433.60,Pagamento titulo AP-0001214
CF-0011967,2025-09-02,accounts_payable,0.00,1664.64,-2762098.24,Pagamento titulo AP-0002175
CF-0011968,2025-09-02,accounts_payable,0.00,2212.99,-2764311.23,Pagamento titulo AP-0002205
CF-0011969,2025-09-02,accounts_payable,0.00,1253.38,-2765564.61,Pagamento titulo AP-0002264
CF-0011970,2025-09-02,accounts_payable,0.00,2350.08,-2767914.69,Pagamento titulo AP-0003225
CF-0011971,2025-09-02,accounts_payable,0.00,2898.43,-2770813.12,Pagamento titulo AP-0003255
CF-0011972,2025-09-02,accounts_payable,0.00,1938.82,-2772751.94,Pagamento titulo AP-0003314
CF-0011973,2025-09-02,accounts_payable,0.00,979.20,-2773731.14,Pagamento titulo AP-0004275
CF-0011974,2025-09-02,accounts_payable,0.00,1527.55,-2775258.69,Pagamento titulo AP-0004305
CF-0011975,2025-09-02,accounts_payable,0.00,2624.26,-2777882.95,Pagamento titulo AP-0004364
CF-0011976,2025-09-02,accounts_payable,0.00,1664.64,-2779547.59,Pagamento titulo AP-0005325
CF-0011977,2025-09-02,accounts_payable,0.00,2212.99,-2781760.58,Pagamento titulo AP-0005355
CF-0011978,2025-09-02,accounts_payable,0.00,1253.38,-2783013.96,Pagamento titulo AP-0005414
CF-0011979,2025-09-02,accounts_payable,0.00,2350.08,-2785364.04,Pagamento titulo AP-0006375
CF-0011980,2025-09-02,accounts_payable,0.00,2898.43,-2788262.47,Pagamento titulo AP-0006405
CF-0011981,2025-09-02,accounts_payable,0.00,1938.82,-2790201.29,Pagamento titulo AP-0006464
CF-0011982,2025-09-02,accounts_payable,0.00,979.20,-2791180.49,Pagamento titulo AP-0007425
CF-0011983,2025-09-02,accounts_payable,0.00,1527.55,-2792708.04,Pagamento titulo AP-0007455
CF-0011984,2025-09-02,accounts_payable,0.00,2624.26,-2795332.30,Pagamento titulo AP-0007514
CF-0011985,2025-09-02,accounts_payable,0.00,1664.64,-2796996.94,Pagamento titulo AP-0008475
CF-0011986,2025-09-02,accounts_payable,0.00,2212.99,-2799209.93,Pagamento titulo AP-0008505
CF-0011987,2025-09-02,accounts_payable,0.00,1253.38,-2800463.31,Pagamento titulo AP-0008564
CF-0011988,2025-09-02,accounts_payable,0.00,2350.08,-2802813.39,Pagamento titulo AP-0009525
CF-0011989,2025-09-02,accounts_payable,0.00,2898.43,-2805711.82,Pagamento titulo AP-0009555
CF-0011990,2025-09-02,accounts_payable,0.00,1938.82,-2807650.64,Pagamento titulo AP-0009614
CF-0011991,2025-09-02,accounts_payable,0.00,979.20,-2808629.84,Pagamento titulo AP-0010575
CF-0011992,2025-09-02,accounts_payable,0.00,1527.55,-2810157.39,Pagamento titulo AP-0010605
CF-0011993,2025-09-02,accounts_payable,0.00,2624.26,-2812781.65,Pagamento titulo AP-0010664
CF-0011994,2025-09-03,accounts_payable,0.00,1801.73,-2814583.38,Pagamento titulo AP-0000495
CF-0011995,2025-09-03,accounts_payable,0.00,1390.46,-2815973.84,Pagamento titulo AP-0000584
CF-0011996,2025-09-03,accounts_payable,0.00,2487.17,-2818461.01,Pagamento titulo AP-0001545
CF-0011997,2025-09-03,accounts_payable,0.00,2075.90,-2820536.91,Pagamento titulo AP-0001634
CF-0011998,2025-09-03,accounts_payable,0.00,1116.29,-2821653.20,Pagamento titulo AP-0002595
CF-0011999,2025-09-03,accounts_payable,0.00,2761.34,-2824414.54,Pagamento titulo AP-0002684
CF-0012000,2025-09-03,accounts_payable,0.00,1801.73,-2826216.27,Pagamento titulo AP-0003645
CF-0012001,2025-09-03,accounts_payable,0.00,1390.46,-2827606.73,Pagamento titulo AP-0003734
CF-0012002,2025-09-03,accounts_payable,0.00,2487.17,-2830093.90,Pagamento titulo AP-0004695
CF-0012003,2025-09-03,accounts_payable,0.00,2075.90,-2832169.80,Pagamento titulo AP-0004784
CF-0012004,2025-09-03,accounts_payable,0.00,1116.29,-2833286.09,Pagamento titulo AP-0005745
CF-0012005,2025-09-03,accounts_payable,0.00,2761.34,-2836047.43,Pagamento titulo AP-0005834
CF-0012006,2025-09-03,accounts_payable,0.00,1801.73,-2837849.16,Pagamento titulo AP-0006795
CF-0012007,2025-09-03,accounts_payable,0.00,1390.46,-2839239.62,Pagamento titulo AP-0006884
CF-0012008,2025-09-03,accounts_payable,0.00,2487.17,-2841726.79,Pagamento titulo AP-0007845
CF-0012009,2025-09-03,accounts_payable,0.00,2075.90,-2843802.69,Pagamento titulo AP-0007934
CF-0012010,2025-09-03,accounts_payable,0.00,1116.29,-2844918.98,Pagamento titulo AP-0008895
CF-0012011,2025-09-03,accounts_payable,0.00,2761.34,-2847680.32,Pagamento titulo AP-0008984
CF-0012012,2025-09-03,accounts_payable,0.00,1801.73,-2849482.05,Pagamento titulo AP-0009945
CF-0012013,2025-09-03,accounts_payable,0.00,1390.46,-2850872.51,Pagamento titulo AP-0010034
CF-0012014,2025-09-03,accounts_payable,0.00,2487.17,-2853359.68,Pagamento titulo AP-0010995
CF-0012015,2025-09-03,administrative_expense,0.00,768.00,-2854127.68,Despesa administrativa recorrente
CF-0012016,2025-09-03,administrative_expense,0.00,516.00,-2854643.68,Despesa administrativa recorrente
CF-0012017,2025-09-03,administrative_expense,0.00,679.00,-2855322.68,Despesa administrativa recorrente
CF-0012018,2025-09-03,administrative_expense,0.00,842.00,-2856164.68,Despesa administrativa recorrente
CF-0012019,2025-09-03,administrative_expense,0.00,1030.00,-2857194.68,Despesa administrativa recorrente
CF-0012020,2025-09-03,administrative_expense,0.00,1193.00,-2858387.68,Despesa administrativa recorrente
CF-0012021,2025-09-03,administrative_expense,0.00,916.00,-2859303.68,Despesa administrativa recorrente
CF-0012022,2025-09-04,accounts_payable,0.00,1253.38,-2860557.06,Pagamento titulo AP-0000915
CF-0012023,2025-09-04,accounts_payable,0.00,2350.08,-2862907.14,Pagamento titulo AP-0000974
CF-0012024,2025-09-04,accounts_payable,0.00,2898.43,-2865805.57,Pagamento titulo AP-0001004
CF-0012025,2025-09-04,accounts_payable,0.00,1938.82,-2867744.39,Pagamento titulo AP-0001965
CF-0012026,2025-09-04,accounts_payable,0.00,979.20,-2868723.59,Pagamento titulo AP-0002024
CF-0012027,2025-09-04,accounts_payable,0.00,1527.55,-2870251.14,Pagamento titulo AP-0002054
CF-0012028,2025-09-04,accounts_payable,0.00,2624.26,-2872875.40,Pagamento titulo AP-0003015
CF-0012029,2025-09-04,accounts_payable,0.00,1664.64,-2874540.04,Pagamento titulo AP-0003074
CF-0012030,2025-09-04,accounts_payable,0.00,2212.99,-2876753.03,Pagamento titulo AP-0003104
CF-0012031,2025-09-04,accounts_payable,0.00,1253.38,-2878006.41,Pagamento titulo AP-0004065
CF-0012032,2025-09-04,accounts_payable,0.00,2350.08,-2880356.49,Pagamento titulo AP-0004124
CF-0012033,2025-09-04,accounts_payable,0.00,2898.43,-2883254.92,Pagamento titulo AP-0004154
CF-0012034,2025-09-04,accounts_payable,0.00,1938.82,-2885193.74,Pagamento titulo AP-0005115
CF-0012035,2025-09-04,accounts_payable,0.00,979.20,-2886172.94,Pagamento titulo AP-0005174
CF-0012036,2025-09-04,accounts_payable,0.00,1527.55,-2887700.49,Pagamento titulo AP-0005204
CF-0012037,2025-09-04,accounts_payable,0.00,2624.26,-2890324.75,Pagamento titulo AP-0006165
CF-0012038,2025-09-04,accounts_payable,0.00,1664.64,-2891989.39,Pagamento titulo AP-0006224
CF-0012039,2025-09-04,accounts_payable,0.00,2212.99,-2894202.38,Pagamento titulo AP-0006254
CF-0012040,2025-09-04,accounts_payable,0.00,1253.38,-2895455.76,Pagamento titulo AP-0007215
CF-0012041,2025-09-04,accounts_payable,0.00,2350.08,-2897805.84,Pagamento titulo AP-0007274
CF-0012042,2025-09-04,accounts_payable,0.00,2898.43,-2900704.27,Pagamento titulo AP-0007304
CF-0012043,2025-09-04,accounts_payable,0.00,1938.82,-2902643.09,Pagamento titulo AP-0008265
CF-0012044,2025-09-04,accounts_payable,0.00,979.20,-2903622.29,Pagamento titulo AP-0008324
CF-0012045,2025-09-04,accounts_payable,0.00,1527.55,-2905149.84,Pagamento titulo AP-0008354
CF-0012046,2025-09-04,accounts_payable,0.00,2624.26,-2907774.10,Pagamento titulo AP-0009315
CF-0012047,2025-09-04,accounts_payable,0.00,1664.64,-2909438.74,Pagamento titulo AP-0009374
CF-0012048,2025-09-04,accounts_payable,0.00,2212.99,-2911651.73,Pagamento titulo AP-0009404
CF-0012049,2025-09-04,accounts_payable,0.00,1253.38,-2912905.11,Pagamento titulo AP-0010365
CF-0012050,2025-09-04,accounts_payable,0.00,2350.08,-2915255.19,Pagamento titulo AP-0010424
CF-0012051,2025-09-04,accounts_payable,0.00,2898.43,-2918153.62,Pagamento titulo AP-0010454
CF-0012052,2025-09-05,accounts_receivable,607.83,0.00,-2917545.79,Recebimento titulo AR-0000083
CF-0012053,2025-09-05,accounts_receivable,1035.28,0.00,-2916510.51,Recebimento titulo AR-0000381
CF-0012054,2025-09-05,accounts_receivable,692.20,0.00,-2915818.31,Recebimento titulo AR-0000613
CF-0012055,2025-09-05,accounts_receivable,696.97,0.00,-2915121.34,Recebimento titulo AR-0000845
CF-0012056,2025-09-05,accounts_receivable,574.55,0.00,-2914546.79,Recebimento titulo AR-0001078
CF-0012057,2025-09-05,accounts_receivable,810.44,0.00,-2913736.35,Recebimento titulo AR-0001309
CF-0012058,2025-09-05,accounts_receivable,1035.28,0.00,-2912701.07,Recebimento titulo AR-0001543
CF-0012059,2025-09-05,accounts_receivable,696.97,0.00,-2912004.10,Recebimento titulo AR-0002007
CF-0012060,2025-09-05,accounts_receivable,574.55,0.00,-2911429.55,Recebimento titulo AR-0002240
CF-0012061,2025-09-05,accounts_receivable,810.44,0.00,-2910619.11,Recebimento titulo AR-0002472
CF-0012062,2025-09-05,accounts_receivable,1035.28,0.00,-2909583.83,Recebimento titulo AR-0002705
CF-0012063,2025-09-05,accounts_receivable,692.20,0.00,-2908891.63,Recebimento titulo AR-0002937
CF-0012064,2025-09-05,accounts_receivable,696.97,0.00,-2908194.66,Recebimento titulo AR-0003169
CF-0012065,2025-09-05,accounts_receivable,574.55,0.00,-2907620.11,Recebimento titulo AR-0003402
CF-0012066,2025-09-05,accounts_receivable,810.44,0.00,-2906809.67,Recebimento titulo AR-0003634
CF-0012067,2025-09-05,accounts_receivable,1035.28,0.00,-2905774.39,Recebimento titulo AR-0003867
CF-0012068,2025-09-05,accounts_receivable,692.20,0.00,-2905082.19,Recebimento titulo AR-0004099
CF-0012069,2025-09-05,accounts_receivable,696.97,0.00,-2904385.22,Recebimento titulo AR-0004331
CF-0012070,2025-09-05,accounts_receivable,574.55,0.00,-2903810.67,Recebimento titulo AR-0004564
CF-0012071,2025-09-05,accounts_receivable,810.44,0.00,-2903000.23,Recebimento titulo AR-0004796
CF-0012072,2025-09-05,accounts_receivable,1035.28,0.00,-2901964.95,Recebimento titulo AR-0005029
CF-0012073,2025-09-05,accounts_receivable,696.97,0.00,-2901267.98,Recebimento titulo AR-0005493
CF-0012074,2025-09-05,accounts_receivable,574.55,0.00,-2900693.43,Recebimento titulo AR-0005726
CF-0012075,2025-09-05,accounts_receivable,810.44,0.00,-2899882.99,Recebimento titulo AR-0005958
CF-0012076,2025-09-05,accounts_receivable,1035.28,0.00,-2898847.71,Recebimento titulo AR-0006191
CF-0012077,2025-09-05,accounts_receivable,692.20,0.00,-2898155.51,Recebimento titulo AR-0006423
CF-0012078,2025-09-05,accounts_receivable,696.97,0.00,-2897458.54,Recebimento titulo AR-0006655
CF-0012079,2025-09-05,accounts_receivable,574.55,0.00,-2896883.99,Recebimento titulo AR-0006888
CF-0012080,2025-09-05,accounts_receivable,810.44,0.00,-2896073.55,Recebimento titulo AR-0007120
CF-0012081,2025-09-05,accounts_receivable,1035.28,0.00,-2895038.27,Recebimento titulo AR-0007353
CF-0012082,2025-09-05,accounts_receivable,692.20,0.00,-2894346.07,Recebimento titulo AR-0007584
CF-0012083,2025-09-05,accounts_receivable,696.97,0.00,-2893649.10,Recebimento titulo AR-0007817
CF-0012084,2025-09-05,accounts_receivable,810.44,0.00,-2892838.66,Recebimento titulo AR-0008282
CF-0012085,2025-09-05,accounts_receivable,1035.28,0.00,-2891803.38,Recebimento titulo AR-0008515
CF-0012086,2025-09-05,accounts_receivable,692.20,0.00,-2891111.18,Recebimento titulo AR-0008747
CF-0012087,2025-09-05,accounts_receivable,696.97,0.00,-2890414.21,Recebimento titulo AR-0008979
CF-0012088,2025-09-05,accounts_receivable,574.55,0.00,-2889839.66,Recebimento titulo AR-0009212
CF-0012089,2025-09-05,accounts_receivable,810.44,0.00,-2889029.22,Recebimento titulo AR-0009444
CF-0012090,2025-09-05,accounts_receivable,1035.28,0.00,-2887993.94,Recebimento titulo AR-0009677
CF-0012091,2025-09-05,accounts_receivable,692.20,0.00,-2887301.74,Recebimento titulo AR-0009909
CF-0012092,2025-09-05,accounts_receivable,696.97,0.00,-2886604.77,Recebimento titulo AR-0010141
CF-0012093,2025-09-05,accounts_receivable,574.55,0.00,-2886030.22,Recebimento titulo AR-0010374
CF-0012094,2025-09-05,accounts_receivable,810.44,0.00,-2885219.78,Recebimento titulo AR-0010606
CF-0012095,2025-09-05,accounts_receivable,1035.28,0.00,-2884184.50,Recebimento titulo AR-0010839
CF-0012096,2025-09-05,accounts_receivable,692.20,0.00,-2883492.30,Recebimento titulo AR-0011070
CF-0012097,2025-09-05,accounts_receivable,696.97,0.00,-2882795.33,Recebimento titulo AR-0011303
CF-0012098,2025-09-05,accounts_receivable,574.55,0.00,-2882220.78,Recebimento titulo AR-0011536
CF-0012099,2025-09-05,accounts_receivable,810.44,0.00,-2881410.34,Recebimento titulo AR-0011768
CF-0012100,2025-09-05,accounts_receivable,1035.28,0.00,-2880375.06,Recebimento titulo AR-0012001
CF-0012101,2025-09-05,accounts_receivable,696.97,0.00,-2879678.09,Recebimento titulo AR-0012465
CF-0012102,2025-09-05,accounts_receivable,574.55,0.00,-2879103.54,Recebimento titulo AR-0012698
CF-0012103,2025-09-05,accounts_receivable,810.44,0.00,-2878293.10,Recebimento titulo AR-0012930
CF-0012104,2025-09-05,accounts_receivable,1035.28,0.00,-2877257.82,Recebimento titulo AR-0013163
CF-0012105,2025-09-05,accounts_receivable,696.97,0.00,-2876560.85,Recebimento titulo AR-0013627
CF-0012106,2025-09-05,accounts_receivable,574.55,0.00,-2875986.30,Recebimento titulo AR-0013860
CF-0012107,2025-09-05,accounts_receivable,810.44,0.00,-2875175.86,Recebimento titulo AR-0014092
CF-0012108,2025-09-05,accounts_receivable,1035.28,0.00,-2874140.58,Recebimento titulo AR-0014325
CF-0012109,2025-09-05,accounts_receivable,692.20,0.00,-2873448.38,Recebimento titulo AR-0014557
CF-0012110,2025-09-05,accounts_payable,0.00,2075.90,-2875524.28,Pagamento titulo AP-0000285
CF-0012111,2025-09-05,accounts_payable,0.00,1116.29,-2876640.57,Pagamento titulo AP-0000344
CF-0012112,2025-09-05,accounts_payable,0.00,2761.34,-2879401.91,Pagamento titulo AP-0001335
CF-0012113,2025-09-05,accounts_payable,0.00,1801.73,-2881203.64,Pagamento titulo AP-0001394
CF-0012114,2025-09-05,accounts_payable,0.00,1390.46,-2882594.10,Pagamento titulo AP-0002385
CF-0012115,2025-09-05,accounts_payable,0.00,2487.17,-2885081.27,Pagamento titulo AP-0002444
CF-0012116,2025-09-05,accounts_payable,0.00,2075.90,-2887157.17,Pagamento titulo AP-0003435
CF-0012117,2025-09-05,accounts_payable,0.00,1116.29,-2888273.46,Pagamento titulo AP-0003494
CF-0012118,2025-09-05,accounts_payable,0.00,2761.34,-2891034.80,Pagamento titulo AP-0004485
CF-0012119,2025-09-05,accounts_payable,0.00,1801.73,-2892836.53,Pagamento titulo AP-0004544
CF-0012120,2025-09-05,accounts_payable,0.00,1390.46,-2894226.99,Pagamento titulo AP-0005535
CF-0012121,2025-09-05,accounts_payable,0.00,2487.17,-2896714.16,Pagamento titulo AP-0005594
CF-0012122,2025-09-05,accounts_payable,0.00,2075.90,-2898790.06,Pagamento titulo AP-0006585
CF-0012123,2025-09-05,accounts_payable,0.00,1116.29,-2899906.35,Pagamento titulo AP-0006644
CF-0012124,2025-09-05,accounts_payable,0.00,2761.34,-2902667.69,Pagamento titulo AP-0007635
CF-0012125,2025-09-05,accounts_payable,0.00,1801.73,-2904469.42,Pagamento titulo AP-0007694
CF-0012126,2025-09-05,accounts_payable,0.00,1390.46,-2905859.88,Pagamento titulo AP-0008685
CF-0012127,2025-09-05,accounts_payable,0.00,2487.17,-2908347.05,Pagamento titulo AP-0008744
CF-0012128,2025-09-05,accounts_payable,0.00,2075.90,-2910422.95,Pagamento titulo AP-0009735
CF-0012129,2025-09-05,accounts_payable,0.00,1116.29,-2911539.24,Pagamento titulo AP-0009794
CF-0012130,2025-09-05,accounts_payable,0.00,2761.34,-2914300.58,Pagamento titulo AP-0010785
CF-0012131,2025-09-05,accounts_payable,0.00,1801.73,-2916102.31,Pagamento titulo AP-0010844
CF-0012132,2025-09-06,accounts_receivable,822.81,0.00,-2915279.50,Recebimento titulo AR-0000247
CF-0012133,2025-09-06,accounts_receivable,1059.99,0.00,-2914219.51,Recebimento titulo AR-0000479
CF-0012134,2025-09-06,accounts_receivable,705.12,0.00,-2913514.39,Recebimento titulo AR-0000712
CF-0012135,2025-09-06,accounts_receivable,446.78,0.00,-2913067.61,Recebimento titulo AR-0001176
CF-0012136,2025-09-06,accounts_receivable,822.81,0.00,-2912244.80,Recebimento titulo AR-0001409
CF-0012137,2025-09-06,accounts_receivable,1059.99,0.00,-2911184.81,Recebimento titulo AR-0001641
CF-0012138,2025-09-06,accounts_receivable,705.12,0.00,-2910479.69,Recebimento titulo AR-0001874
CF-0012139,2025-09-06,accounts_receivable,941.10,0.00,-2909538.59,Recebimento titulo AR-0002106
CF-0012140,2025-09-06,accounts_receivable,446.78,0.00,-2909091.81,Recebimento titulo AR-0002338
CF-0012141,2025-09-06,accounts_receivable,822.81,0.00,-2908269.00,Recebimento titulo AR-0002571
CF-0012142,2025-09-06,accounts_receivable,1059.99,0.00,-2907209.01,Recebimento titulo AR-0002803
CF-0012143,2025-09-06,accounts_receivable,705.12,0.00,-2906503.89,Recebimento titulo AR-0003036
CF-0012144,2025-09-06,accounts_receivable,941.10,0.00,-2905562.79,Recebimento titulo AR-0003268
CF-0012145,2025-09-06,accounts_receivable,446.78,0.00,-2905116.01,Recebimento titulo AR-0003500
CF-0012146,2025-09-06,accounts_receivable,822.81,0.00,-2904293.20,Recebimento titulo AR-0003733
CF-0012147,2025-09-06,accounts_receivable,1059.99,0.00,-2903233.21,Recebimento titulo AR-0003965
CF-0012148,2025-09-06,accounts_receivable,446.78,0.00,-2902786.43,Recebimento titulo AR-0004662
CF-0012149,2025-09-06,accounts_receivable,822.81,0.00,-2901963.62,Recebimento titulo AR-0004895
CF-0012150,2025-09-06,accounts_receivable,1059.99,0.00,-2900903.63,Recebimento titulo AR-0005127
CF-0012151,2025-09-06,accounts_receivable,705.12,0.00,-2900198.51,Recebimento titulo AR-0005360
CF-0012152,2025-09-06,accounts_receivable,941.10,0.00,-2899257.41,Recebimento titulo AR-0005592
CF-0012153,2025-09-06,accounts_receivable,446.78,0.00,-2898810.63,Recebimento titulo AR-0005824
CF-0012154,2025-09-06,accounts_receivable,609.23,0.00,-2898201.40,Recebimento titulo AR-0005924
CF-0012155,2025-09-06,accounts_receivable,822.81,0.00,-2897378.59,Recebimento titulo AR-0006057
CF-0012156,2025-09-06,accounts_receivable,1059.99,0.00,-2896318.60,Recebimento titulo AR-0006289
CF-0012157,2025-09-06,accounts_receivable,705.12,0.00,-2895613.48,Recebimento titulo AR-0006522
CF-0012158,2025-09-06,accounts_receivable,446.78,0.00,-2895166.70,Recebimento titulo AR-0006986
CF-0012159,2025-09-06,accounts_receivable,822.81,0.00,-2894343.89,Recebimento titulo AR-0007219
CF-0012160,2025-09-06,accounts_receivable,1059.99,0.00,-2893283.90,Recebimento titulo AR-0007451
CF-0012161,2025-09-06,accounts_receivable,705.12,0.00,-2892578.78,Recebimento titulo AR-0007684
CF-0012162,2025-09-06,accounts_receivable,941.10,0.00,-2891637.68,Recebimento titulo AR-0007916
CF-0012163,2025-09-06,accounts_receivable,446.78,0.00,-2891190.90,Recebimento titulo AR-0008148
CF-0012164,2025-09-06,accounts_receivable,1059.99,0.00,-2890130.91,Recebimento titulo AR-0008613
CF-0012165,2025-09-06,accounts_receivable,705.12,0.00,-2889425.79,Recebimento titulo AR-0008846
CF-0012166,2025-09-06,accounts_receivable,941.10,0.00,-2888484.69,Recebimento titulo AR-0009078
CF-0012167,2025-09-06,accounts_receivable,446.78,0.00,-2888037.91,Recebimento titulo AR-0009310
CF-0012168,2025-09-06,accounts_receivable,609.23,0.00,-2887428.68,Recebimento titulo AR-0009410
CF-0012169,2025-09-06,accounts_receivable,822.81,0.00,-2886605.87,Recebimento titulo AR-0009543
