receivable_id,sale_id,customer_external_id,issue_date,due_date,amount,status,days_overdue
AR-0011161,S-007997,CLI-0170,2024-12-18,2025-01-30,2503.83,recebido,0
AR-0011162,S-007998,CLI-0187,2025-01-19,2025-03-03,1971.91,recebido,0
AR-0011163,S-007999,CLI-0204,2025-02-20,2025-04-04,1991.56,recebido,0
AR-0011164,S-008000,CLI-0006,2025-03-21,2025-05-03,797.20,recebido,0
AR-0011165,S-008000,CLI-0006,2025-03-21,2025-05-18,797.20,recebido,0
AR-0011166,S-008000,CLI-0006,2025-03-21,2025-06-02,797.20,recebido,0
AR-0011167,S-008001,CLI-0007,2025-04-22,2025-06-04,2414.75,recebido,0
AR-0011168,S-008002,CLI-0008,2025-05-23,2025-07-05,2257.16,recebido,0
AR-0011169,S-008003,CLI-0009,2025-06-24,2025-08-06,2278.30,recebido,0
AR-0011170,S-008004,CLI-0010,2025-07-25,2025-09-06,705.12,recebido,0
AR-0011171,S-008004,CLI-0010,2025-07-25,2025-09-21,705.12,recebido,0
AR-0011172,S-008004,CLI-0010,2025-07-25,2025-10-06,705.12,recebido,0
AR-0011173,S-008005,CLI-0011,2025-08-26,2025-10-08,2350.42,recebido,0
AR-0011174,S-008006,CLI-0012,2025-09-27,2025-11-09,2353.92,recebido,0
AR-0011175,S-008007,CLI-0013,2025-10-28,2025-12-10,2357.00,vencido,24
AR-0011176,S-008008,CLI-0014,2025-11-01,2025-12-14,1392.20,recebido,0
AR-0011177,S-008008,CLI-0014,2025-11-01,2025-12-29,1392.20,recebido,0
AR-0011178,S-008009,CLI-0015,2025-12-02,2026-01-14,2787.02,recebido,0
AR-0011179,S-008010,CLI-0001,2026-01-03,2026-02-15,2203.16,recebido,0
AR-0011180,S-008011,CLI-0002,2026-02-04,2026-03-19,2204.58,recebido,0
AR-0011181,S-008012,CLI-0003,2026-03-05,2026-04-17,1294.60,recebido,0
AR-0011182,S-008012,CLI-0003,2026-03-05,2026-05-02,1294.60,recebido,0
AR-0011183,S-008013,CLI-0004,2026-04-06,2026-05-19,2590.01,recebido,0
AR-0011184,S-008014,CLI-0005,2026-05-07,2026-06-19,2398.48,recebido,0
AR-0011185,S-008015,CLI-0006,2026-06-08,2026-07-21,2430.13,recebido,0
AR-0011186,S-008016,CLI-0007,2026-07-09,2026-08-21,745.13,recebido,0
AR-0011187,S-008016,CLI-0007,2026-07-09,2026-09-05,745.13,recebido,0
AR-0011188,S-008016,CLI-0007,2026-07-09,2026-09-20,745.13,recebido,0
AR-0011189,S-008017,CLI-0008,2024-08-10,2024-09-22,2662.98,recebido,0
AR-0011190,S-008018,CLI-0009,2024-09-11,2024-10-24,2683.08,recebido,0
AR-0011191,S-008019,CLI-0010,2024-10-12,2024-11-24,2703.03,recebido,0
AR-0011192,S-008020,CLI-0011,2024-11-13,2024-12-26,1084.95,recebido,0
AR-0011193,S-008020,CLI-0011,2024-11-13,2025-01-10,1084.95,recebido,0
AR-0011194,S-008020,CLI-0011,2024-11-13,2025-01-25,1084.95,recebido,0
AR-0011195,S-008021,CLI-0012,2024-12-14,2025-01-26,3278.49,recebido,0
AR-0011196,S-008022,CLI-0013,2025-01-15,2025-02-27,2574.40,recebido,0
AR-0011197,S-008023,CLI-0014,2025-02-16,2025-03-31,2592.56,recebido,0
AR-0011198,S-008024,CLI-0015,2025-03-17,2025-04-29,1532.31,recebido,0
AR-0011199,S-008024,CLI-0015,2025-03-17,2025-05-14,1532.31,recebido,0
AR-0011200,S-008025,CLI-0001,2025-04-18,2025-05-31,3125.87,recebido,0
AR-0011201,S-008026,CLI-0002,2025-05-19,2025-07-01,2914.00,recebido,0
AR-0011202,S-008027,CLI-0003,2025-06-20,2025-08-02,2933.53,recebido,0
AR-0011203,S-008028,CLI-0004,2025-07-21,2025-09-02,905.56,recebido,0
AR-0011204,S-008028,CLI-0004,2025-07-21,2025-09-17,905.56,recebido,0
AR-0011205,S-008028,CLI-0004,2025-07-21,2025-10-02,905.56,recebido,0
AR-0011206,S-008029,CLI-0005,2025-08-22,2025-10-04,2972.18,recebido,0
AR-0011207,S-008030,CLI-0006,2025-09-23,2025-11-05,3007.85,recebido,0
AR-0011208,S-008031,CLI-0007,2025-10-24,2025-12-06,3004.47,recebido,0
AR-0011209,S-008032,CLI-0008,2025-11-25,2026-01-07,1770.42,recebido,0
AR-0011210,S-008032,CLI-0008,2025-11-25,2026-01-22,1770.42,recebido,0
AR-0011211,S-008033,CLI-0009,2025-12-26,2026-02-07,3535.93,recebido,0
AR-0011212,S-008034,CLI-0010,2026-01-27,2026-03-11,2752.65,recebido,0
AR-0011213,S-008035,CLI-0196,2026-02-28,2026-04-12,2784.26,recebido,0
AR-0011214,S-008036,CLI-0213,2026-03-01,2026-04-13,1631.42,recebido,0
AR-0011215,S-008036,CLI-0213,2026-03-01,2026-04-28,1631.42,recebido,0
AR-0011216,S-008037,CLI-0230,2026-04-02,2026-05-15,3256.80,recebido,0
AR-0011217,S-008038,CLI-0247,2026-05-03,2026-06-15,3009.60,vencido,31
AR-0011218,S-008039,CLI-0264,2026-06-04,2026-07-17,3003.27,recebido,0
AR-0011219,S-008040,CLI-0281,2026-07-05,2026-08-17,698.34,recebido,0
AR-0011220,S-008040,CLI-0281,2026-07-05,2026-09-01,698.34,recebido,0
AR-0011221,S-008040,CLI-0281,2026-07-05,2026-09-16,698.34,recebido,0
AR-0011222,S-008040,CLI-0281,2026-07-05,2026-10-01,698.34,recebido,0
AR-0011223,S-008041,CLI-0298,2024-08-06,2024-09-18,3320.87,recebido,0
AR-0011224,S-008042,CLI-0315,2024-09-07,2024-10-20,3339.36,recebido,0
AR-0011225,S-008043,CLI-0332,2024-10-08,2024-11-20,3357.70,recebido,0
AR-0011226,S-008044,CLI-0349,2024-11-09,2024-12-22,1991.78,recebido,0
AR-0011227,S-008044,CLI-0349,2024-11-09,2025-01-06,1991.78,recebido,0
AR-0011228,S-008045,CLI-0366,2024-12-10,2025-01-22,4057.11,recebido,0
AR-0011229,S-008046,CLI-0383,2025-01-11,2025-02-23,3179.97,recebido,0
AR-0011230,S-008047,CLI-0400,2025-02-12,2025-03-27,3196.67,recebido,0
AR-0011231,S-008048,CLI-0417,2025-03-13,2025-04-25,1886.02,recebido,0
AR-0011232,S-008048,CLI-0417,2025-03-13,2025-05-10,1886.02,recebido,0
AR-0011233,S-008049,CLI-0434,2025-04-14,2025-05-27,3791.32,recebido,0
AR-0011234,S-008050,CLI-0451,2025-05-15,2025-06-27,1670.55,recebido,0
AR-0011235,S-008051,CLI-0468,2025-06-16,2025-07-29,1693.37,vencido,23
AR-0011236,S-008052,CLI-0485,2025-07-17,2025-08-29,526.26,recebido,0
AR-0011237,S-008052,CLI-0485,2025-07-17,2025-09-13,526.26,recebido,0
AR-0011238,S-008052,CLI-0485,2025-07-17,2025-09-28,526.26,recebido,0
AR-0011239,S-008053,CLI-0502,2025-08-18,2025-09-30,1738.60,recebido,0
AR-0011240,S-008054,CLI-0519,2025-09-19,2025-11-01,1747.94,recebido,0
AR-0011241,S-008055,CLI-0536,2025-10-20,2025-12-02,1779.79,recebido,0
AR-0011242,S-008056,CLI-0553,2025-11-21,2026-01-03,1055.18,recebido,0
AR-0011243,S-008056,CLI-0553,2025-11-21,2026-01-18,1055.18,recebido,0
AR-0011244,S-008057,CLI-0570,2025-12-22,2026-02-03,2120.01,recebido,0
AR-0011245,S-008058,CLI-0587,2026-01-23,2026-03-07,1660.00,recebido,0
AR-0011246,S-008059,CLI-0604,2026-02-24,2026-04-08,1666.73,recebido,0
AR-0011247,S-008060,CLI-0001,2026-03-25,2026-05-07,663.29,recebido,0
AR-0011248,S-008060,CLI-0001,2026-03-25,2026-05-22,663.29,recebido,0
AR-0011249,S-008060,CLI-0001,2026-03-25,2026-06-06,663.29,recebido,0
AR-0011250,S-008061,CLI-0018,2026-04-26,2026-06-08,1997.01,recebido,0
AR-0011251,S-008062,CLI-0035,2026-05-27,2026-07-09,1855.26,recebido,0
AR-0011252,S-008063,CLI-0052,2026-06-28,2026-08-10,1861.00,vencido,38
AR-0011253,S-008064,CLI-0069,2026-07-01,2026-08-13,572.34,recebido,0
AR-0011254,S-008064,CLI-0069,2026-07-01,2026-08-28,572.34,recebido,0
AR-0011255,S-008064,CLI-0069,2026-07-01,2026-09-12,572.34,recebido,0
AR-0011256,S-008065,CLI-0086,2024-08-02,2024-09-14,2078.47,recebido,0
AR-0011257,S-008066,CLI-0103,2024-09-03,2024-10-16,2100.25,recebido,0
AR-0011258,S-008067,CLI-0120,2024-10-04,2024-11-16,2121.88,recebido,0
AR-0011259,S-008068,CLI-0137,2024-11-05,2024-12-18,1264.60,recebido,0
AR-0011260,S-008068,CLI-0137,2024-11-05,2025-01-02,1264.60,recebido,0
AR-0011261,S-008069,CLI-0154,2024-12-06,2025-01-18,2554.39,recebido,0
AR-0011262,S-008070,CLI-0171,2025-01-07,2025-02-19,2037.29,recebido,0
AR-0011263,S-008071,CLI-0188,2025-02-08,2025-03-23,2057.00,recebido,0
AR-0011264,S-008072,CLI-0205,2025-03-09,2025-04-21,1218.86,recebido,0
AR-0011265,S-008072,CLI-0205,2025-03-09,2025-05-06,1218.86,recebido,0
AR-0011266,S-008073,CLI-0222,2025-04-10,2025-05-23,2460.57,recebido,0
AR-0011267,S-008074,CLI-0239,2025-05-11,2025-06-23,2299.31,recebido,0
AR-0011268,S-008075,CLI-0256,2025-06-12,2025-07-25,2350.42,recebido,0
AR-0011269,S-008076,CLI-0273,2025-07-13,2025-08-25,727.26,recebido,0
AR-0011270,S-008076,CLI-0273,2025-07-13,2025-09-09,727.26,recebido,0
AR-0011271,S-008076,CLI-0273,2025-07-13,2025-09-24,727.26,recebido,0
AR-0011272,S-008077,CLI-0290,2025-08-14,2025-09-26,2392.43,recebido,0
AR-0011273,S-008078,CLI-0307,2025-09-15,2025-10-28,2395.33,recebido,0
AR-0011274,S-008079,CLI-0324,2025-10-16,2025-11-28,2397.80,recebido,0
AR-0011275,S-008080,CLI-0341,2025-11-17,2025-12-30,956.30,recebido,0
AR-0011276,S-008080,CLI-0341,2025-11-17,2026-01-14,956.30,recebido,0
AR-0011277,S-008080,CLI-0341,2025-11-17,2026-01-29,956.30,recebido,0
AR-0011278,S-008081,CLI-0358,2025-12-18,2026-01-30,2871.01,recebido,0
AR-0011279,S-008082,CLI-0375,2026-01-19,2026-03-03,2239.67,recebido,0
AR-0011280,S-008083,CLI-0392,2026-02-20,2026-04-04,2240.56,recebido,0
AR-0011281,S-008084,CLI-0409,2026-03-21,2026-05-03,1315.41,recebido,0
AR-0011282,S-008084,CLI-0409,2026-03-21,2026-05-18,1315.41,recebido,0
AR-0011283,S-008085,CLI-0426,2026-04-22,2026-06-04,2665.68,recebido,0
AR-0011284,S-008086,CLI-0443,2026-05-23,2026-07-05,2468.11,recebido,0
AR-0011285,S-008087,CLI-0460,2026-06-24,2026-08-06,2467.59,recebido,0
AR-0011286,S-008088,CLI-0477,2026-07-25,2026-09-06,756.45,recebido,0
AR-0011287,S-008088,CLI-0477,2026-07-25,2026-09-21,756.45,recebido,0
AR-0011288,S-008088,CLI-0477,2026-07-25,2026-10-06,756.45,recebido,0
AR-0011289,S-008089,CLI-0494,2024-08-26,2024-10-08,2703.03,vencido,25
AR-0011290,S-008090,CLI-0511,2024-09-27,2024-11-09,2758.35,recebido,0
AR-0011291,S-008091,CLI-0528,2024-10-28,2024-12-10,2778.37,recebido,0
AR-0011292,S-008092,CLI-0545,2024-11-01,2024-12-14,1650.98,recebido,0
AR-0011293,S-008092,CLI-0545,2024-11-01,2024-12-29,1650.98,recebido,0
AR-0011294,S-008093,CLI-0562,2024-12-02,2025-01-14,3325.25,recebido,0
AR-0011295,S-008094,CLI-0579,2025-01-03,2025-02-15,2610.60,recebido,0
AR-0011296,S-008095,CLI-0596,2025-02-04,2025-03-19,2662.77,recebido,0
AR-0011297,S-008096,CLI-0613,2025-03-05,2025-04-17,1573.56,recebido,0
AR-0011298,S-008096,CLI-0613,2025-03-05,2025-05-02,1573.56,recebido,0
AR-0011299,S-008097,CLI-0010,2025-04-06,2025-05-19,3168.21,recebido,0
AR-0011300,S-008098,CLI-0027,2025-05-07,2025-06-19,2952.93,recebido,0
AR-0011301,S-008099,CLI-0044,2025-06-08,2025-07-21,2972.18,recebido,0
AR-0011302,S-008100,CLI-0001,2025-07-09,2025-08-21,696.97,recebido,0
AR-0011303,S-008100,CLI-0001,2025-07-09,2025-09-05,696.97,recebido,0
AR-0011304,S-008100,CLI-0001,2025-07-09,2025-09-20,696.97,recebido,0
AR-0011305,S-008100,CLI-0001,2025-07-09,2025-10-05,696.97,recebido,0
AR-0011306,S-008101,CLI-0002,2025-08-10,2025-09-22,3049.62,recebido,0
AR-0011307,S-008102,CLI-0003,2025-09-11,2025-10-24,3046.06,recebido,0
AR-0011308,S-008103,CLI-0004,2025-10-12,2025-11-24,3042.10,recebido,0
AR-0011309,S-008104,CLI-0005,2025-11-13,2025-12-26,1792.27,recebido,0
AR-0011310,S-008104,CLI-0005,2025-11-13,2026-01-10,1792.27,recebido,0
AR-0011311,S-008105,CLI-0006,2025-12-14,2026-01-26,3625.89,recebido,0
AR-0011312,S-008106,CLI-0007,2026-01-15,2026-02-27,2822.34,recebido,0
AR-0011313,S-008107,CLI-0008,2026-02-16,2026-03-31,2817.38,recebido,0
AR-0011314,S-008108,CLI-0009,2026-03-17,2026-04-29,1650.56,recebido,0
AR-0011315,S-008108,CLI-0009,2026-03-17,2026-05-14,1650.56,recebido,0
AR-0011316,S-008109,CLI-0010,2026-04-18,2026-05-31,3294.47,recebido,0
AR-0011317,S-008110,CLI-0011,2026-05-19,2026-07-01,3084.12,recebido,0
AR-0011318,S-008111,CLI-0012,2026-06-20,2026-08-02,3077.32,recebido,0
AR-0011319,S-008112,CLI-0013,2026-07-21,2026-09-02,941.51,vencido,33
AR-0011320,S-008112,CLI-0013,2026-07-21,2026-09-17,941.51,vencido,33
AR-0011321,S-008112,CLI-0013,2026-07-21,2026-10-02,941.51,vencido,33
AR-0011322,S-008113,CLI-0014,2024-08-22,2024-10-04,3357.70,recebido,0
AR-0011323,S-008114,CLI-0015,2024-09-23,2024-11-05,3375.91,recebido,0
AR-0011324,S-008115,CLI-0001,2024-10-24,2024-12-06,3438.22,recebido,0
AR-0011325,S-008116,CLI-0002,2024-11-25,2025-01-07,2039.34,recebido,0
AR-0011326,S-008116,CLI-0002,2024-11-25,2025-01-22,2039.34,recebido,0
AR-0011327,S-008117,CLI-0003,2024-12-26,2025-02-07,4100.07,recebido,0
AR-0011328,S-008118,CLI-0004,2025-01-27,2025-03-11,3213.22,recebido,0
AR-0011329,S-008119,CLI-0005,2025-02-28,2025-04-12,3229.65,recebido,0
AR-0011330,S-008120,CLI-0006,2025-03-01,2025-04-13,601.40,recebido,0
AR-0011331,S-008120,CLI-0006,2025-03-01,2025-04-28,601.40,recebido,0
AR-0011332,S-008120,CLI-0006,2025-03-01,2025-05-13,601.40,recebido,0
AR-0011333,S-008121,CLI-0007,2025-04-02,2025-05-15,1828.85,recebido,0
AR-0011334,S-008122,CLI-0008,2025-05-03,2025-06-15,1716.06,recebido,0
AR-0011335,S-008123,CLI-0009,2025-06-04,2025-07-17,1738.60,recebido,0
AR-0011336,S-008124,CLI-0010,2025-07-05,2025-08-17,540.05,recebido,0
AR-0011337,S-008124,CLI-0010,2025-07-05,2025-09-01,540.05,recebido,0
AR-0011338,S-008124,CLI-0010,2025-07-05,2025-09-16,540.05,recebido,0
AR-0011339,S-008125,CLI-0011,2025-08-06,2025-09-18,1806.52,recebido,0
AR-0011340,S-008126,CLI-0012,2025-09-07,2025-10-20,1815.44,recebido,0
AR-0011341,S-008127,CLI-0013,2025-10-08,2025-11-20,1823.91,recebido,0
AR-0011342,S-008128,CLI-0014,2025-11-09,2025-12-22,1080.84,recebido,0
AR-0011343,S-008128,CLI-0014,2025-11-09,2026-01-06,1080.84,recebido,0
AR-0011344,S-008129,CLI-0015,2025-12-10,2026-01-22,2170.62,recebido,0
AR-0011345,S-008130,CLI-0001,2026-01-11,2026-02-23,1721.21,recebido,0
AR-0011346,S-008131,CLI-0002,2026-02-12,2026-03-27,1727.56,recebido,0
AR-0011347,S-008132,CLI-0003,2026-03-13,2026-04-25,1017.48,recebido,0
AR-0011348,S-008132,CLI-0003,2026-03-13,2026-05-10,1017.48,recebido,0
AR-0011349,S-008133,CLI-0004,2026-04-14,2026-05-27,2041.45,recebido,0
AR-0011350,S-008134,CLI-0005,2026-05-15,2026-06-27,1895.81,recebido,0
AR-0011351,S-008135,CLI-0036,2026-06-16,2026-07-29,1926.10,recebido,0
AR-0011352,S-008136,CLI-0053,2026-07-17,2026-08-29,592.17,recebido,0
AR-0011353,S-008136,CLI-0053,2026-07-17,2026-09-13,592.17,recebido,0
AR-0011354,S-008136,CLI-0053,2026-07-17,2026-09-28,592.17,recebido,0
AR-0011355,S-008137,CLI-0070,2024-08-18,2024-09-30,2121.88,recebido,0
AR-0011356,S-008138,CLI-0087,2024-09-19,2024-11-01,2143.38,recebido,0
AR-0011357,S-008139,CLI-0104,2024-10-20,2024-12-02,2164.73,recebido,0
AR-0011358,S-008140,CLI-0121,2024-11-21,2025-01-03,871.02,recebido,0
AR-0011359,S-008140,CLI-0121,2024-11-21,2025-01-18,871.02,recebido,0
AR-0011360,S-008140,CLI-0121,2024-11-21,2025-02-02,871.02,recebido,0
AR-0011361,S-008141,CLI-0138,2024-12-22,2025-02-03,2638.34,recebido,0
AR-0011362,S-008142,CLI-0155,2025-01-23,2025-03-07,2076.59,recebido,0
AR-0011363,S-008143,CLI-0172,2025-02-24,2025-04-08,2096.04,recebido,0
AR-0011364,S-008144,CLI-0189,2025-03-25,2025-05-07,1241.62,recebido,0
AR-0011365,S-008144,CLI-0189,2025-03-25,2025-05-22,1241.62,recebido,0
AR-0011366,S-008145,CLI-0206,2025-04-26,2025-06-08,2538.45,recebido,0
AR-0011367,S-008146,CLI-0223,2025-05-27,2025-07-09,2371.50,recebido,0
AR-0011368,S-008147,CLI-0240,2025-06-28,2025-08-10,2392.43,recebido,0
AR-0011369,S-008148,CLI-0257,2025-07-01,2025-08-13,740.06,recebido,0
AR-0011370,S-008148,CLI-0257,2025-07-01,2025-08-28,740.06,recebido,0
AR-0011371,S-008148,CLI-0257,2025-07-01,2025-09-12,740.06,recebido,0
AR-0011372,S-008149,CLI-0274,2025-08-02,2025-09-14,2433.88,recebido,0
AR-0011373,S-008150,CLI-0291,2025-09-03,2025-10-16,2467.98,recebido,0
AR-0011374,S-008151,CLI-0308,2025-10-04,2025-11-16,2470.01,recebido,0
AR-0011375,S-008152,CLI-0325,2025-11-05,2025-12-18,1458.25,vencido,25
AR-0011376,S-008152,CLI-0325,2025-11-05,2026-01-02,1458.25,vencido,25
AR-0011377,S-008153,CLI-0342,2025-12-06,2026-01-18,2917.91,recebido,0
AR-0011378,S-008154,CLI-0359,2026-01-07,2026-02-19,2275.70,recebido,0
AR-0011379,S-008155,CLI-0376,2026-02-08,2026-03-23,2305.98,recebido,0
AR-0011380,S-008156,CLI-0393,2026-03-09,2026-04-21,1353.56,recebido,0
AR-0011381,S-008156,CLI-0393,2026-03-09,2026-05-06,1353.56,recebido,0
AR-0011382,S-008157,CLI-0410,2026-04-10,2026-05-23,2706.80,recebido,0
AR-0011383,S-008158,CLI-0427,2026-05-11,2026-06-23,2505.60,recebido,0
AR-0011384,S-008159,CLI-0444,2026-06-12,2026-07-25,2504.50,recebido,0
AR-0011385,S-008160,CLI-0461,2026-07-13,2026-08-25,583.32,recebido,0
AR-0011386,S-008160,CLI-0461,2026-07-13,2026-09-09,583.32,recebido,0
AR-0011387,S-008160,CLI-0461,2026-07-13,2026-09-24,583.32,recebido,0
AR-0011388,S-008160,CLI-0461,2026-07-13,2026-10-09,583.32,recebido,0
AR-0011389,S-008161,CLI-0478,2024-08-14,2024-09-26,2778.37,recebido,0
AR-0011390,S-008162,CLI-0495,2024-09-15,2024-10-28,2798.26,recebido,0
AR-0011391,S-008163,CLI-0512,2024-10-16,2024-11-28,2818.00,recebido,0
AR-0011392,S-008164,CLI-0529,2024-11-17,2024-12-30,1674.19,recebido,0
AR-0011393,S-008164,CLI-0529,2024-11-17,2025-01-14,1674.19,recebido,0
AR-0011394,S-008165,CLI-0546,2024-12-18,2025-01-30,3415.31,recebido,0
AR-0011395,S-008166,CLI-0563,2025-01-19,2025-03-03,2680.88,recebido,0
AR-0011396,S-008167,CLI-0580,2025-02-20,2025-04-04,2698.86,recebido,0
AR-0011397,S-008168,CLI-0597,2025-03-21,2025-05-03,1594.58,recebido,0
AR-0011398,S-008168,CLI-0597,2025-03-21,2025-05-18,1594.58,recebido,0
AR-0011399,S-008169,CLI-0614,2025-04-22,2025-06-04,3209.96,recebido,0
AR-0011400,S-008170,CLI-0011,2025-05-23,2025-07-05,3030.30,recebido,0
AR-0011401,S-008171,CLI-0028,2025-06-24,2025-08-06,3049.62,recebido,0
AR-0011402,S-008172,CLI-0045,2025-07-25,2025-09-06,941.10,recebido,0
AR-0011403,S-008172,CLI-0045,2025-07-25,2025-09-21,941.10,recebido,0
AR-0011404,S-008172,CLI-0045,2025-07-25,2025-10-06,941.10,recebido,0
AR-0011405,S-008173,CLI-0062,2025-08-26,2025-10-08,3087.85,recebido,0
AR-0011406,S-008174,CLI-0079,2025-09-27,2025-11-09,3083.70,recebido,0
AR-0011407,S-008175,CLI-0096,2025-10-28,2025-12-10,3119.42,recebido,0
AR-0011408,S-008176,CLI-0113,2025-11-01,2025-12-14,1837.61,recebido,0
AR-0011409,S-008176,CLI-0113,2025-11-01,2025-12-29,1837.61,recebido,0
AR-0011410,S-008177,CLI-0130,2025-12-02,2026-01-14,3669.08,vencido,35
AR-0011411,S-008178,CLI-0147,2026-01-03,2026-02-15,2855.49,recebido,0
AR-0011412,S-008179,CLI-0164,2026-02-04,2026-03-19,2850.00,recebido,0
AR-0011413,S-008180,CLI-0181,2026-03-05,2026-04-17,1127.59,recebido,0
AR-0011414,S-008180,CLI-0181,2026-03-05,2026-05-02,1127.59,recebido,0
AR-0011415,S-008180,CLI-0181,2026-03-05,2026-05-17,1127.59,recebido,0
AR-0011416,S-008181,CLI-0198,2026-04-06,2026-05-19,3375.62,recebido,0
AR-0011417,S-008182,CLI-0215,2026-05-07,2026-06-19,3118.58,recebido,0
AR-0011418,S-008183,CLI-0232,2026-06-08,2026-07-21,3111.21,recebido,0
AR-0011419,S-008184,CLI-0249,2026-07-09,2026-08-21,951.74,recebido,0
AR-0011420,S-008184,CLI-0249,2026-07-09,2026-09-05,951.74,recebido,0
AR-0011421,S-008184,CLI-0249,2026-07-09,2026-09-20,951.74,recebido,0
AR-0011422,S-008185,CLI-0266,2024-08-10,2024-09-22,3438.22,recebido,0
AR-0011423,S-008186,CLI-0283,2024-09-11,2024-10-24,3456.50,recebido,0
AR-0011424,S-008187,CLI-0300,2024-10-12,2024-11-24,3474.63,recebido,0
AR-0011425,S-008188,CLI-0317,2024-11-13,2024-12-26,2060.66,recebido,0
AR-0011426,S-008188,CLI-0317,2024-11-13,2025-01-10,2060.66,recebido,0
AR-0011427,S-008189,CLI-0334,2024-12-14,2025-01-26,4142.37,recebido,0
AR-0011428,S-008190,CLI-0351,2025-01-15,2025-02-27,1536.91,recebido,0
AR-0011429,S-008191,CLI-0368,2025-02-16,2025-03-31,1557.90,recebido,0
AR-0011430,S-008192,CLI-0385,2025-03-17,2025-04-29,926.67,recebido,0
AR-0011431,S-008192,CLI-0385,2025-03-17,2025-05-14,926.67,recebido,0
AR-0011432,S-008193,CLI-0402,2025-04-18,2025-05-31,1877.70,recebido,0
AR-0011433,S-008194,CLI-0419,2025-05-19,2025-07-01,1761.01,recebido,0
AR-0011434,S-008195,CLI-0436,2025-06-20,2025-08-02,1806.52,recebido,0
AR-0011435,S-008196,CLI-0453,2025-07-21,2025-09-02,560.89,recebido,0
AR-0011436,S-008196,CLI-0453,2025-07-21,2025-09-17,560.89,recebido,0
AR-0011437,S-008196,CLI-0453,2025-07-21,2025-10-02,560.89,recebido,0
AR-0011438,S-008197,CLI-0470,2025-08-22,2025-10-04,1851.33,recebido,0
AR-0011439,S-008198,CLI-0487,2025-09-23,2025-11-05,1859.63,recebido,0
AR-0011440,S-008199,CLI-0504,2025-10-24,2025-12-06,1867.48,recebido,0
AR-0011441,S-008200,CLI-0011,2025-11-25,2026-01-07,747.11,recebido,0
AR-0011442,S-008200,CLI-0011,2025-11-25,2026-01-22,747.11,recebido,0
AR-0011443,S-008200,CLI-0011,2025-11-25,2026-02-06,747.11,recebido,0
AR-0011444,S-008201,CLI-0012,2025-12-26,2026-02-07,2249.78,recebido,0
AR-0011445,S-008202,CLI-0013,2026-01-27,2026-03-11,1760.24,vencido,33
AR-0011446,S-008203,CLI-0014,2026-02-28,2026-04-12,1766.01,recebido,0
AR-0011447,S-008204,CLI-0015,2026-03-01,2026-04-13,1039.73,recebido,0
AR-0011448,S-008204,CLI-0015,2026-03-01,2026-04-28,1039.73,recebido,0
AR-0011449,S-008205,CLI-0001,2026-04-02,2026-05-15,2112.80,recebido,0
AR-0011450,S-008206,CLI-0002,2026-05-03,2026-06-15,1961.45,recebido,0
AR-0011451,S-008207,CLI-0003,2026-06-04,2026-07-17,1966.19,recebido,0
AR-0011452,S-008208,CLI-0004,2026-07-05,2026-08-17,604.29,recebido,0
AR-0011453,S-008208,CLI-0004,2026-07-05,2026-09-01,604.29,recebido,0
AR-0011454,S-008208,CLI-0004,2026-07-05,2026-09-16,604.29,recebido,0
AR-0011455,S-008209,CLI-0005,2024-08-06,2024-09-18,2164.73,recebido,0
AR-0011456,S-008210,CLI-0006,2024-09-07,2024-10-20,2214.45,recebido,0
AR-0011457,S-008211,CLI-0007,2024-10-08,2024-11-20,2235.87,recebido,0
AR-0011458,S-008212,CLI-0008,2024-11-09,2024-12-22,1331.72,recebido,0
AR-0011459,S-008212,CLI-0008,2024-11-09,2025-01-06,1331.72,recebido,0
AR-0011460,S-008213,CLI-0009,2024-12-10,2025-01-22,2688.40,recebido,0
AR-0011461,S-008214,CLI-0010,2025-01-11,2025-02-23,2115.37,recebido,0
AR-0011462,S-008215,CLI-0011,2025-02-12,2025-03-27,2162.39,recebido,0
AR-0011463,S-008216,CLI-0012,2025-03-13,2025-04-25,1280.61,recebido,0
AR-0011464,S-008216,CLI-0012,2025-03-13,2025-05-10,1280.61,recebido,0
AR-0011465,S-008217,CLI-0013,2025-04-14,2025-05-27,2583.83,recebido,0
AR-0011466,S-008218,CLI-0014,2025-05-15,2025-06-27,2413.23,recebido,0
AR-0011467,S-008219,CLI-0015,2025-06-16,2025-07-29,2433.88,recebido,0
AR-0011468,S-008220,CLI-0001,2025-07-17,2025-08-29,571.87,recebido,0
AR-0011469,S-008220,CLI-0001,2025-07-17,2025-09-13,571.87,recebido,0
AR-0011470,S-008220,CLI-0001,2025-07-17,2025-09-28,571.87,recebido,0
AR-0011471,S-008220,CLI-0001,2025-07-17,2025-10-13,571.87,recebido,0
AR-0011472,S-008221,CLI-0002,2025-08-18,2025-09-30,2507.12,recebido,0
AR-0011473,S-008222,CLI-0003,2025-09-19,2025-11-01,2508.97,recebido,0
AR-0011474,S-008223,CLI-0004,2025-10-20,2025-12-02,2510.39,recebido,0
AR-0011475,S-008224,CLI-0005,2025-11-21,2026-01-03,1481.73,recebido,0
AR-0011476,S-008224,CLI-0005,2025-11-21,2026-01-18,1481.73,recebido,0
AR-0011477,S-008225,CLI-0006,2025-12-22,2026-02-03,3003.03,recebido,0
AR-0011478,S-008226,CLI-0007,2026-01-23,2026-03-07,2341.66,recebido,0
AR-0011479,S-008227,CLI-0008,2026-02-24,2026-04-08,2341.58,recebido,0
