source_record_id,transaction_date,cash_flow_type,account_type,cash_in_amount,cash_out_amount,operating_cash_flow_amount,description
SRC-FIN-IN-0011269,2025-09-18,operating,accounts_receivable,3320.87,0.00,3320.87,Recebimento titulo AR-0011804
SRC-FIN-IN-0011270,2025-10-20,operating,accounts_receivable,3314.60,0.00,3314.60,Recebimento titulo AR-0011805
SRC-FIN-IN-0011271,2025-11-20,operating,accounts_receivable,3307.95,0.00,3307.95,Recebimento titulo AR-0011806
SRC-FIN-IN-0011272,2025-12-22,operating,accounts_receivable,1947.54,0.00,1947.54,Recebimento titulo AR-0011807
SRC-FIN-IN-0011273,2026-01-06,operating,accounts_receivable,1947.54,0.00,1947.54,Recebimento titulo AR-0011808
SRC-FIN-IN-0011274,2026-02-02,operating,accounts_receivable,3937.31,0.00,3937.31,Recebimento titulo AR-0011809
SRC-FIN-IN-0011275,2026-03-07,operating,accounts_receivable,3062.69,0.00,3062.69,Recebimento titulo AR-0011810
SRC-FIN-IN-0011276,2026-04-09,operating,accounts_receivable,3055.28,0.00,3055.28,Recebimento titulo AR-0011811
SRC-FIN-IN-0011277,2026-06-02,operating,accounts_receivable,3568.04,0.00,3568.04,Recebimento titulo AR-0011814
SRC-FIN-IN-0011278,2026-07-04,operating,accounts_receivable,1560.20,0.00,1560.20,Recebimento titulo AR-0011815
SRC-FIN-IN-0011279,2026-08-06,operating,accounts_receivable,1569.19,0.00,1569.19,Recebimento titulo AR-0011816
SRC-FIN-IN-0011280,2026-09-07,operating,accounts_receivable,483.83,0.00,483.83,Recebimento titulo AR-0011817
SRC-FIN-IN-0011281,2026-09-22,operating,accounts_receivable,483.83,0.00,483.83,Recebimento titulo AR-0011818
SRC-FIN-IN-0011282,2026-10-07,operating,accounts_receivable,483.83,0.00,483.83,Recebimento titulo AR-0011819
SRC-FIN-IN-0011283,2024-09-30,operating,accounts_receivable,1738.60,0.00,1738.60,Recebimento titulo AR-0011820
SRC-FIN-IN-0011284,2024-11-01,operating,accounts_receivable,1761.01,0.00,1761.01,Recebimento titulo AR-0011821
SRC-FIN-IN-0011285,2024-12-02,operating,accounts_receivable,1806.52,0.00,1806.52,Recebimento titulo AR-0011822
SRC-FIN-IN-0011286,2025-01-04,operating,accounts_receivable,1079.11,0.00,1079.11,Recebimento titulo AR-0011823
SRC-FIN-IN-0011287,2025-01-19,operating,accounts_receivable,1079.11,0.00,1079.11,Recebimento titulo AR-0011824
SRC-FIN-IN-0011288,2025-02-05,operating,accounts_receivable,2184.57,0.00,2184.57,Recebimento titulo AR-0011825
SRC-FIN-IN-0011289,2025-03-07,operating,accounts_receivable,1723.65,0.00,1723.65,Recebimento titulo AR-0011826
SRC-FIN-IN-0011290,2025-04-08,operating,accounts_receivable,1743.94,0.00,1743.94,Recebimento titulo AR-0011827
SRC-FIN-IN-0011291,2025-05-07,operating,accounts_receivable,699.30,0.00,699.30,Recebimento titulo AR-0011828
SRC-FIN-IN-0011292,2025-05-22,operating,accounts_receivable,699.30,0.00,699.30,Recebimento titulo AR-0011829
SRC-FIN-IN-0011293,2025-06-06,operating,accounts_receivable,699.30,0.00,699.30,Recebimento titulo AR-0011830
SRC-FIN-IN-0011294,2025-06-23,operating,accounts_receivable,2121.80,0.00,2121.80,Recebimento titulo AR-0011831
SRC-FIN-IN-0011295,2025-07-09,operating,accounts_receivable,1986.61,0.00,1986.61,Recebimento titulo AR-0011832
SRC-FIN-IN-0011296,2025-08-10,operating,accounts_receivable,2008.45,0.00,2008.45,Recebimento titulo AR-0011833
SRC-FIN-IN-0011297,2025-08-13,operating,accounts_receivable,622.58,0.00,622.58,Recebimento titulo AR-0011834
SRC-FIN-IN-0011298,2025-08-28,operating,accounts_receivable,622.58,0.00,622.58,Recebimento titulo AR-0011835
SRC-FIN-IN-0011299,2025-09-12,operating,accounts_receivable,622.58,0.00,622.58,Recebimento titulo AR-0011836
SRC-FIN-IN-0011300,2025-09-15,operating,accounts_receivable,2078.47,0.00,2078.47,Recebimento titulo AR-0011837
SRC-FIN-IN-0011301,2025-10-18,operating,accounts_receivable,2084.69,0.00,2084.69,Recebimento titulo AR-0011838
SRC-FIN-IN-0011302,2025-11-16,operating,accounts_receivable,2090.46,0.00,2090.46,Recebimento titulo AR-0011839
SRC-FIN-IN-0011303,2025-12-18,operating,accounts_receivable,1236.52,0.00,1236.52,Recebimento titulo AR-0011840
SRC-FIN-IN-0011304,2026-01-02,operating,accounts_receivable,1236.52,0.00,1236.52,Recebimento titulo AR-0011841
SRC-FIN-IN-0011305,2026-01-26,operating,accounts_receivable,2478.81,0.00,2478.81,Recebimento titulo AR-0011842
SRC-FIN-IN-0011306,2026-02-28,operating,accounts_receivable,1962.18,0.00,1962.18,Recebimento titulo AR-0011843
SRC-FIN-IN-0011307,2026-04-02,operating,accounts_receivable,1966.06,0.00,1966.06,Recebimento titulo AR-0011844
SRC-FIN-IN-0011308,2026-05-02,operating,accounts_receivable,1156.04,0.00,1156.04,Recebimento titulo AR-0011845
SRC-FIN-IN-0011309,2026-05-17,operating,accounts_receivable,1156.04,0.00,1156.04,Recebimento titulo AR-0011846
SRC-FIN-IN-0011310,2026-06-04,operating,accounts_receivable,2315.72,0.00,2315.72,Recebimento titulo AR-0011847
SRC-FIN-IN-0011311,2026-08-08,operating,accounts_receivable,2178.12,0.00,2178.12,Recebimento titulo AR-0011849
SRC-FIN-IN-0011312,2026-08-31,operating,accounts_receivable,668.66,0.00,668.66,Recebimento titulo AR-0011850
SRC-FIN-IN-0011313,2026-09-15,operating,accounts_receivable,668.66,0.00,668.66,Recebimento titulo AR-0011851
SRC-FIN-IN-0011314,2026-09-30,operating,accounts_receivable,668.66,0.00,668.66,Recebimento titulo AR-0011852
SRC-FIN-IN-0011315,2024-09-26,operating,accounts_receivable,2392.43,0.00,2392.43,Recebimento titulo AR-0011853
SRC-FIN-IN-0011316,2024-10-28,operating,accounts_receivable,2413.23,0.00,2413.23,Recebimento titulo AR-0011854
SRC-FIN-IN-0011317,2024-11-28,operating,accounts_receivable,2433.88,0.00,2433.88,Recebimento titulo AR-0011855
SRC-FIN-IN-0011318,2024-12-30,operating,accounts_receivable,977.98,0.00,977.98,Recebimento titulo AR-0011856
SRC-FIN-IN-0011319,2025-01-14,operating,accounts_receivable,977.98,0.00,977.98,Recebimento titulo AR-0011857
SRC-FIN-IN-0011320,2025-01-29,operating,accounts_receivable,977.98,0.00,977.98,Recebimento titulo AR-0011858
SRC-FIN-IN-0011321,2025-01-30,operating,accounts_receivable,2958.41,0.00,2958.41,Recebimento titulo AR-0011859
SRC-FIN-IN-0011322,2025-04-05,operating,accounts_receivable,2344.31,0.00,2344.31,Recebimento titulo AR-0011861
SRC-FIN-IN-0011323,2025-05-05,operating,accounts_receivable,1386.96,0.00,1386.96,Recebimento titulo AR-0011862
SRC-FIN-IN-0011324,2025-05-20,operating,accounts_receivable,1386.96,0.00,1386.96,Recebimento titulo AR-0011863
SRC-FIN-IN-0011325,2025-06-04,operating,accounts_receivable,2832.16,0.00,2832.16,Recebimento titulo AR-0011864
SRC-FIN-IN-0011326,2025-07-05,operating,accounts_receivable,2642.75,0.00,2642.75,Recebimento titulo AR-0011865
SRC-FIN-IN-0011327,2025-08-06,operating,accounts_receivable,2662.98,0.00,2662.98,Recebimento titulo AR-0011866
SRC-FIN-IN-0011328,2025-09-06,operating,accounts_receivable,822.81,0.00,822.81,Recebimento titulo AR-0011867
SRC-FIN-IN-0011329,2025-09-21,operating,accounts_receivable,822.81,0.00,822.81,Recebimento titulo AR-0011868
SRC-FIN-IN-0011330,2025-10-06,operating,accounts_receivable,822.81,0.00,822.81,Recebimento titulo AR-0011869
SRC-FIN-IN-0011331,2025-10-08,operating,accounts_receivable,2703.03,0.00,2703.03,Recebimento titulo AR-0011870
SRC-FIN-IN-0011332,2025-11-09,operating,accounts_receivable,2737.92,0.00,2737.92,Recebimento titulo AR-0011871
SRC-FIN-IN-0011333,2025-12-10,operating,accounts_receivable,2737.24,0.00,2737.24,Recebimento titulo AR-0011872
SRC-FIN-IN-0011334,2025-12-15,operating,accounts_receivable,1614.34,0.00,1614.34,Recebimento titulo AR-0011873
SRC-FIN-IN-0011335,2025-12-30,operating,accounts_receivable,1614.34,0.00,1614.34,Recebimento titulo AR-0011874
SRC-FIN-IN-0011336,2026-01-28,operating,accounts_receivable,3226.92,0.00,3226.92,Recebimento titulo AR-0011875
SRC-FIN-IN-0011337,2026-02-21,operating,accounts_receivable,2514.18,0.00,2514.18,Recebimento titulo AR-0011876
SRC-FIN-IN-0011338,2026-03-26,operating,accounts_receivable,2545.12,0.00,2545.12,Recebimento titulo AR-0011877
SRC-FIN-IN-0011339,2026-04-25,operating,accounts_receivable,1492.49,0.00,1492.49,Recebimento titulo AR-0011878
SRC-FIN-IN-0011340,2026-05-10,operating,accounts_receivable,1492.49,0.00,1492.49,Recebimento titulo AR-0011879
SRC-FIN-IN-0011341,2026-06-29,operating,accounts_receivable,2757.61,0.00,2757.61,Recebimento titulo AR-0011881
SRC-FIN-IN-0011342,2026-08-01,operating,accounts_receivable,2753.89,0.00,2753.89,Recebimento titulo AR-0011882
SRC-FIN-IN-0011343,2026-09-02,operating,accounts_receivable,640.83,0.00,640.83,Recebimento titulo AR-0011883
SRC-FIN-IN-0011344,2026-09-17,operating,accounts_receivable,640.83,0.00,640.83,Recebimento titulo AR-0011884
SRC-FIN-IN-0011345,2026-10-02,operating,accounts_receivable,640.83,0.00,640.83,Recebimento titulo AR-0011885
SRC-FIN-IN-0011346,2026-10-17,operating,accounts_receivable,640.83,0.00,640.83,Recebimento titulo AR-0011886
SRC-FIN-IN-0011347,2024-09-23,operating,accounts_receivable,3049.62,0.00,3049.62,Recebimento titulo AR-0011887
SRC-FIN-IN-0011348,2024-10-26,operating,accounts_receivable,3068.81,0.00,3068.81,Recebimento titulo AR-0011888
SRC-FIN-IN-0011349,2024-11-24,operating,accounts_receivable,3087.85,0.00,3087.85,Recebimento titulo AR-0011889
SRC-FIN-IN-0011350,2024-12-26,operating,accounts_receivable,1832.98,0.00,1832.98,Recebimento titulo AR-0011890
SRC-FIN-IN-0011351,2025-01-10,operating,accounts_receivable,1832.98,0.00,1832.98,Recebimento titulo AR-0011891
SRC-FIN-IN-0011352,2025-01-26,operating,accounts_receivable,3736.20,0.00,3736.20,Recebimento titulo AR-0011892
SRC-FIN-IN-0011353,2025-02-27,operating,accounts_receivable,2930.43,0.00,2930.43,Recebimento titulo AR-0011893
SRC-FIN-IN-0011354,2025-03-31,operating,accounts_receivable,2947.76,0.00,2947.76,Recebimento titulo AR-0011894
SRC-FIN-IN-0011355,2025-04-29,operating,accounts_receivable,1740.30,0.00,1740.30,Recebimento titulo AR-0011895
SRC-FIN-IN-0011356,2025-05-14,operating,accounts_receivable,1740.30,0.00,1740.30,Recebimento titulo AR-0011896
SRC-FIN-IN-0011357,2025-05-31,operating,accounts_receivable,3500.64,0.00,3500.64,Recebimento titulo AR-0011897
SRC-FIN-IN-0011358,2025-07-02,operating,accounts_receivable,3302.25,0.00,3302.25,Recebimento titulo AR-0011898
SRC-FIN-IN-0011359,2025-08-04,operating,accounts_receivable,3320.87,0.00,3320.87,Recebimento titulo AR-0011899
SRC-FIN-IN-0011360,2025-09-14,operating,accounts_receivable,1024.07,0.00,1024.07,Recebimento titulo AR-0011900
SRC-FIN-IN-0011361,2025-09-29,operating,accounts_receivable,1024.07,0.00,1024.07,Recebimento titulo AR-0011901
SRC-FIN-IN-0011362,2025-10-14,operating,accounts_receivable,1024.07,0.00,1024.07,Recebimento titulo AR-0011902
SRC-FIN-IN-0011363,2025-10-04,operating,accounts_receivable,3357.70,0.00,3357.70,Recebimento titulo AR-0011903
SRC-FIN-IN-0011364,2025-11-05,operating,accounts_receivable,3350.85,0.00,3350.85,Recebimento titulo AR-0011904
SRC-FIN-IN-0011365,2025-12-06,operating,accounts_receivable,3387.35,0.00,3387.35,Recebimento titulo AR-0011905
SRC-FIN-IN-0011366,2026-01-07,operating,accounts_receivable,1994.10,0.00,1994.10,Recebimento titulo AR-0011906
SRC-FIN-IN-0011367,2026-01-22,operating,accounts_receivable,1994.10,0.00,1994.10,Recebimento titulo AR-0011907
SRC-FIN-IN-0011368,2026-02-18,operating,accounts_receivable,3978.89,0.00,3978.89,Recebimento titulo AR-0011908
SRC-FIN-IN-0011369,2026-03-23,operating,accounts_receivable,3094.59,0.00,3094.59,Recebimento titulo AR-0011909
SRC-FIN-IN-0011370,2026-04-25,operating,accounts_receivable,3086.66,0.00,3086.66,Recebimento titulo AR-0011910
SRC-FIN-IN-0011371,2026-04-27,operating,accounts_receivable,570.43,0.00,570.43,Recebimento titulo AR-0011911
SRC-FIN-IN-0011372,2026-05-12,operating,accounts_receivable,570.43,0.00,570.43,Recebimento titulo AR-0011912
SRC-FIN-IN-0011373,2026-05-27,operating,accounts_receivable,570.43,0.00,570.43,Recebimento titulo AR-0011913
SRC-FIN-IN-0011374,2026-05-21,operating,accounts_receivable,1721.29,0.00,1721.29,Recebimento titulo AR-0011914
SRC-FIN-IN-0011375,2026-06-22,operating,accounts_receivable,1602.61,0.00,1602.61,Recebimento titulo AR-0011915
SRC-FIN-IN-0011376,2026-07-25,operating,accounts_receivable,1610.97,0.00,1610.97,Recebimento titulo AR-0011916
SRC-FIN-IN-0011377,2024-09-18,operating,accounts_receivable,1806.52,0.00,1806.52,Recebimento titulo AR-0011920
SRC-FIN-IN-0011378,2024-10-20,operating,accounts_receivable,1829.00,0.00,1829.00,Recebimento titulo AR-0011921
SRC-FIN-IN-0011379,2024-11-20,operating,accounts_receivable,1851.33,0.00,1851.33,Recebimento titulo AR-0011922
SRC-FIN-IN-0011380,2024-12-23,operating,accounts_receivable,1105.38,0.00,1105.38,Recebimento titulo AR-0011923
SRC-FIN-IN-0011381,2025-01-07,operating,accounts_receivable,1105.38,0.00,1105.38,Recebimento titulo AR-0011924
SRC-FIN-IN-0011382,2025-01-24,operating,accounts_receivable,2236.79,0.00,2236.79,Recebimento titulo AR-0011925
SRC-FIN-IN-0011383,2025-02-23,operating,accounts_receivable,1787.10,0.00,1787.10,Recebimento titulo AR-0011926
SRC-FIN-IN-0011384,2025-03-27,operating,accounts_receivable,1807.45,0.00,1807.45,Recebimento titulo AR-0011927
SRC-FIN-IN-0011385,2025-04-25,operating,accounts_receivable,1072.77,0.00,1072.77,Recebimento titulo AR-0011928
SRC-FIN-IN-0011386,2025-05-10,operating,accounts_receivable,1072.77,0.00,1072.77,Recebimento titulo AR-0011929
SRC-FIN-IN-0011387,2025-05-27,operating,accounts_receivable,2169.13,0.00,2169.13,Recebimento titulo AR-0011930
SRC-FIN-IN-0011388,2025-06-27,operating,accounts_receivable,2030.16,0.00,2030.16,Recebimento titulo AR-0011931
SRC-FIN-IN-0011389,2025-07-29,operating,accounts_receivable,2078.47,0.00,2078.47,Recebimento titulo AR-0011932
SRC-FIN-IN-0011390,2025-08-29,operating,accounts_receivable,644.07,0.00,644.07,Recebimento titulo AR-0011933
SRC-FIN-IN-0011391,2025-09-13,operating,accounts_receivable,644.07,0.00,644.07,Recebimento titulo AR-0011934
SRC-FIN-IN-0011392,2025-09-28,operating,accounts_receivable,644.07,0.00,644.07,Recebimento titulo AR-0011935
SRC-FIN-IN-0011393,2025-11-03,operating,accounts_receivable,2127.47,0.00,2127.47,Recebimento titulo AR-0011937
SRC-FIN-IN-0011394,2025-12-02,operating,accounts_receivable,2132.64,0.00,2132.64,Recebimento titulo AR-0011938
SRC-FIN-IN-0011395,2026-01-03,operating,accounts_receivable,851.71,0.00,851.71,Recebimento titulo AR-0011939
SRC-FIN-IN-0011396,2026-01-18,operating,accounts_receivable,851.71,0.00,851.71,Recebimento titulo AR-0011940
SRC-FIN-IN-0011397,2026-02-02,operating,accounts_receivable,851.71,0.00,851.71,Recebimento titulo AR-0011941
SRC-FIN-IN-0011398,2026-02-11,operating,accounts_receivable,2560.39,0.00,2560.39,Recebimento titulo AR-0011942
SRC-FIN-IN-0011399,2026-03-16,operating,accounts_receivable,1999.95,0.00,1999.95,Recebimento titulo AR-0011943
SRC-FIN-IN-0011400,2026-04-18,operating,accounts_receivable,2003.29,0.00,2003.29,Recebimento titulo AR-0011944
SRC-FIN-IN-0011401,2026-05-18,operating,accounts_receivable,1177.57,0.00,1177.57,Recebimento titulo AR-0011945
SRC-FIN-IN-0011402,2026-06-02,operating,accounts_receivable,1177.57,0.00,1177.57,Recebimento titulo AR-0011946
SRC-FIN-IN-0011403,2026-06-20,operating,accounts_receivable,2389.24,0.00,2389.24,Recebimento titulo AR-0011947
SRC-FIN-IN-0011404,2026-07-22,operating,accounts_receivable,2214.77,0.00,2214.77,Recebimento titulo AR-0011948
SRC-FIN-IN-0011405,2026-08-24,operating,accounts_receivable,2216.89,0.00,2216.89,Recebimento titulo AR-0011949
SRC-FIN-IN-0011406,2026-08-19,operating,accounts_receivable,680.37,0.00,680.37,Recebimento titulo AR-0011950
SRC-FIN-IN-0011407,2026-09-03,operating,accounts_receivable,680.37,0.00,680.37,Recebimento titulo AR-0011951
SRC-FIN-IN-0011408,2026-09-18,operating,accounts_receivable,680.37,0.00,680.37,Recebimento titulo AR-0011952
SRC-FIN-IN-0011409,2024-09-14,operating,accounts_receivable,2433.88,0.00,2433.88,Recebimento titulo AR-0011953
SRC-FIN-IN-0011410,2024-10-30,operating,accounts_receivable,2486.40,0.00,2486.40,Recebimento titulo AR-0011954
SRC-FIN-IN-0011411,2024-11-16,operating,accounts_receivable,2507.12,0.00,2507.12,Recebimento titulo AR-0011955
SRC-FIN-IN-0011412,2024-12-18,operating,accounts_receivable,1491.34,0.00,1491.34,Recebimento titulo AR-0011956
SRC-FIN-IN-0011413,2025-01-02,operating,accounts_receivable,1491.34,0.00,1491.34,Recebimento titulo AR-0011957
SRC-FIN-IN-0011414,2025-01-18,operating,accounts_receivable,3006.82,0.00,3006.82,Recebimento titulo AR-0011958
SRC-FIN-IN-0011415,2025-02-19,operating,accounts_receivable,2362.99,0.00,2362.99,Recebimento titulo AR-0011959
SRC-FIN-IN-0011416,2025-03-24,operating,accounts_receivable,2412.58,0.00,2412.58,Recebimento titulo AR-0011960
SRC-FIN-IN-0011417,2025-04-23,operating,accounts_receivable,1427.09,0.00,1427.09,Recebimento titulo AR-0011961
SRC-FIN-IN-0011418,2025-05-08,operating,accounts_receivable,1427.09,0.00,1427.09,Recebimento titulo AR-0011962
SRC-FIN-IN-0011419,2025-05-23,operating,accounts_receivable,2876.03,0.00,2876.03,Recebimento titulo AR-0011963
SRC-FIN-IN-0011420,2025-06-23,operating,accounts_receivable,2683.08,0.00,2683.08,Recebimento titulo AR-0011964
SRC-FIN-IN-0011421,2025-07-25,operating,accounts_receivable,2703.03,0.00,2703.03,Recebimento titulo AR-0011965
SRC-FIN-IN-0011422,2025-08-25,operating,accounts_receivable,634.42,0.00,634.42,Recebimento titulo AR-0011966
SRC-FIN-IN-0011423,2025-09-09,operating,accounts_receivable,634.42,0.00,634.42,Recebimento titulo AR-0011967
SRC-FIN-IN-0011424,2025-09-24,operating,accounts_receivable,634.42,0.00,634.42,Recebimento titulo AR-0011968
SRC-FIN-IN-0011425,2025-10-09,operating,accounts_receivable,634.42,0.00,634.42,Recebimento titulo AR-0011969
SRC-FIN-IN-0011426,2025-09-26,operating,accounts_receivable,2778.37,0.00,2778.37,Recebimento titulo AR-0011970
SRC-FIN-IN-0011427,2025-11-28,operating,accounts_receivable,2776.24,0.00,2776.24,Recebimento titulo AR-0011972
SRC-FIN-IN-0011428,2025-12-31,operating,accounts_receivable,1637.00,0.00,1637.00,Recebimento titulo AR-0011973
SRC-FIN-IN-0011429,2026-01-15,operating,accounts_receivable,1637.00,0.00,1637.00,Recebimento titulo AR-0011974
SRC-FIN-IN-0011430,2026-02-13,operating,accounts_receivable,3314.46,0.00,3314.46,Recebimento titulo AR-0011975
SRC-FIN-IN-0011431,2026-03-09,operating,accounts_receivable,2581.99,0.00,2581.99,Recebimento titulo AR-0011976
SRC-FIN-IN-0011432,2026-04-11,operating,accounts_receivable,2579.48,0.00,2579.48,Recebimento titulo AR-0011977
SRC-FIN-IN-0011433,2026-05-11,operating,accounts_receivable,1512.36,0.00,1512.36,Recebimento titulo AR-0011978
SRC-FIN-IN-0011434,2026-05-26,operating,accounts_receivable,1512.36,0.00,1512.36,Recebimento titulo AR-0011979
SRC-FIN-IN-0011435,2026-06-13,operating,accounts_receivable,3020.91,0.00,3020.91,Recebimento titulo AR-0011980
SRC-FIN-IN-0011436,2026-07-15,operating,accounts_receivable,2830.14,0.00,2830.14,Recebimento titulo AR-0011981
SRC-FIN-IN-0011437,2026-08-17,operating,accounts_receivable,2825.96,0.00,2825.96,Recebimento titulo AR-0011982
SRC-FIN-IN-0011438,2026-09-18,operating,accounts_receivable,865.23,0.00,865.23,Recebimento titulo AR-0011983
SRC-FIN-IN-0011439,2026-10-03,operating,accounts_receivable,865.23,0.00,865.23,Recebimento titulo AR-0011984
SRC-FIN-IN-0011440,2026-10-18,operating,accounts_receivable,865.23,0.00,865.23,Recebimento titulo AR-0011985
SRC-FIN-IN-0011441,2024-10-09,operating,accounts_receivable,3087.85,0.00,3087.85,Recebimento titulo AR-0011986
SRC-FIN-IN-0011442,2024-11-11,operating,accounts_receivable,3106.76,0.00,3106.76,Recebimento titulo AR-0011987
SRC-FIN-IN-0011443,2024-12-22,operating,accounts_receivable,3166.27,0.00,3166.27,Recebimento titulo AR-0011988
SRC-FIN-IN-0011444,2024-12-14,operating,accounts_receivable,1879.30,0.00,1879.30,Recebimento titulo AR-0011989
SRC-FIN-IN-0011445,2024-12-29,operating,accounts_receivable,1879.30,0.00,1879.30,Recebimento titulo AR-0011990
SRC-FIN-IN-0011446,2025-01-14,operating,accounts_receivable,3780.82,0.00,3780.82,Recebimento titulo AR-0011991
SRC-FIN-IN-0011447,2025-02-15,operating,accounts_receivable,2964.96,0.00,2964.96,Recebimento titulo AR-0011992
SRC-FIN-IN-0011448,2025-03-19,operating,accounts_receivable,2982.03,0.00,2982.03,Recebimento titulo AR-0011993
SRC-FIN-IN-0011449,2025-04-17,operating,accounts_receivable,1188.81,0.00,1188.81,Recebimento titulo AR-0011994
SRC-FIN-IN-0011450,2025-05-02,operating,accounts_receivable,1188.81,0.00,1188.81,Recebimento titulo AR-0011995
SRC-FIN-IN-0011451,2025-05-17,operating,accounts_receivable,1188.81,0.00,1188.81,Recebimento titulo AR-0011996
SRC-FIN-IN-0011452,2025-05-19,operating,accounts_receivable,3586.55,0.00,3586.55,Recebimento titulo AR-0011997
SRC-FIN-IN-0011453,2025-06-20,operating,accounts_receivable,3339.36,0.00,3339.36,Recebimento titulo AR-0011998
SRC-FIN-IN-0011454,2025-07-23,operating,accounts_receivable,3357.70,0.00,3357.70,Recebimento titulo AR-0011999
SRC-FIN-IN-0011455,2025-08-21,operating,accounts_receivable,1035.28,0.00,1035.28,Recebimento titulo AR-0012000
SRC-FIN-IN-0011456,2025-09-05,operating,accounts_receivable,1035.28,0.00,1035.28,Recebimento titulo AR-0012001
SRC-FIN-IN-0011457,2025-09-20,operating,accounts_receivable,1035.28,0.00,1035.28,Recebimento titulo AR-0012002
SRC-FIN-IN-0011458,2025-09-22,operating,accounts_receivable,3438.22,0.00,3438.22,Recebimento titulo AR-0012003
SRC-FIN-IN-0011459,2025-10-24,operating,accounts_receivable,3430.89,0.00,3430.89,Recebimento titulo AR-0012004
SRC-FIN-IN-0011460,2025-12-09,operating,accounts_receivable,3423.17,0.00,3423.17,Recebimento titulo AR-0012005
SRC-FIN-IN-0011461,2025-12-26,operating,accounts_receivable,2014.90,0.00,2014.90,Recebimento titulo AR-0012006
SRC-FIN-IN-0011462,2026-01-10,operating,accounts_receivable,2014.90,0.00,2014.90,Recebimento titulo AR-0012007
SRC-FIN-IN-0011463,2026-02-06,operating,accounts_receivable,4019.82,0.00,4019.82,Recebimento titulo AR-0012008
SRC-FIN-IN-0011464,2026-03-11,operating,accounts_receivable,1480.25,0.00,1480.25,Recebimento titulo AR-0012009
SRC-FIN-IN-0011465,2026-04-13,operating,accounts_receivable,1489.03,0.00,1489.03,Recebimento titulo AR-0012010
SRC-FIN-IN-0011466,2026-05-13,operating,accounts_receivable,878.91,0.00,878.91,Recebimento titulo AR-0012011
SRC-FIN-IN-0011467,2026-05-28,operating,accounts_receivable,878.91,0.00,878.91,Recebimento titulo AR-0012012
SRC-FIN-IN-0011468,2026-06-06,operating,accounts_receivable,1767.16,0.00,1767.16,Recebimento titulo AR-0012013
SRC-FIN-IN-0011469,2026-07-08,operating,accounts_receivable,1644.47,0.00,1644.47,Recebimento titulo AR-0012014
SRC-FIN-IN-0011470,2026-08-10,operating,accounts_receivable,1674.10,0.00,1674.10,Recebimento titulo AR-0012015
SRC-FIN-IN-0011471,2026-09-11,operating,accounts_receivable,515.70,0.00,515.70,Recebimento titulo AR-0012016
SRC-FIN-IN-0011472,2026-09-26,operating,accounts_receivable,515.70,0.00,515.70,Recebimento titulo AR-0012017
SRC-FIN-IN-0011473,2026-10-11,operating,accounts_receivable,515.70,0.00,515.70,Recebimento titulo AR-0012018
SRC-FIN-IN-0011474,2024-10-04,operating,accounts_receivable,1851.33,0.00,1851.33,Recebimento titulo AR-0012019
SRC-FIN-IN-0011475,2024-11-05,operating,accounts_receivable,1873.53,0.00,1873.53,Recebimento titulo AR-0012020
SRC-FIN-IN-0011476,2024-12-06,operating,accounts_receivable,1895.58,0.00,1895.58,Recebimento titulo AR-0012021
SRC-FIN-IN-0011477,2025-01-08,operating,accounts_receivable,764.05,0.00,764.05,Recebimento titulo AR-0012022
SRC-FIN-IN-0011478,2025-01-23,operating,accounts_receivable,764.05,0.00,764.05,Recebimento titulo AR-0012023
SRC-FIN-IN-0011479,2025-02-07,operating,accounts_receivable,764.05,0.00,764.05,Recebimento titulo AR-0012024
SRC-FIN-IN-0011480,2025-02-09,operating,accounts_receivable,2318.26,0.00,2318.26,Recebimento titulo AR-0012025
SRC-FIN-IN-0011481,2025-03-23,operating,accounts_receivable,1827.68,0.00,1827.68,Recebimento titulo AR-0012026
SRC-FIN-IN-0011482,2025-04-12,operating,accounts_receivable,1847.78,0.00,1847.78,Recebimento titulo AR-0012027
SRC-FIN-IN-0011483,2025-04-13,operating,accounts_receivable,1096.28,0.00,1096.28,Recebimento titulo AR-0012028
SRC-FIN-IN-0011484,2025-04-28,operating,accounts_receivable,1096.28,0.00,1096.28,Recebimento titulo AR-0012029
SRC-FIN-IN-0011485,2025-05-15,operating,accounts_receivable,2244.75,0.00,2244.75,Recebimento titulo AR-0012030
SRC-FIN-IN-0011486,2025-06-15,operating,accounts_receivable,2100.25,0.00,2100.25,Recebimento titulo AR-0012031
SRC-FIN-IN-0011487,2025-07-17,operating,accounts_receivable,2121.88,0.00,2121.88,Recebimento titulo AR-0012032
SRC-FIN-IN-0011488,2025-08-17,operating,accounts_receivable,657.30,0.00,657.30,Recebimento titulo AR-0012033
SRC-FIN-IN-0011489,2025-09-01,operating,accounts_receivable,657.30,0.00,657.30,Recebimento titulo AR-0012034
SRC-FIN-IN-0011490,2025-09-16,operating,accounts_receivable,657.30,0.00,657.30,Recebimento titulo AR-0012035
SRC-FIN-IN-0011491,2025-09-19,operating,accounts_receivable,2164.73,0.00,2164.73,Recebimento titulo AR-0012036
SRC-FIN-IN-0011492,2025-10-22,operating,accounts_receivable,2198.05,0.00,2198.05,Recebimento titulo AR-0012037
SRC-FIN-IN-0011493,2025-11-20,operating,accounts_receivable,2202.78,0.00,2202.78,Recebimento titulo AR-0012038
SRC-FIN-IN-0011494,2025-12-22,operating,accounts_receivable,1302.18,0.00,1302.18,Recebimento titulo AR-0012039
