source_record_id,transaction_date,invoice_id,invoice_line_id,product_external_id,customer_external_id,gross_revenue,tax_amount,discount_amount,return_amount,net_revenue,quantity_sold,cogs_amount
SRC-SALE-006507,2024-10-12,NF-006507,1,PRD-00892,CLI-0013,4495.00,809.10,175.31,35.96,3474.63,1,2734.76
SRC-SALE-006508,2024-11-13,NF-006508,1,PRD-00905,CLI-0014,5345.40,962.17,219.16,42.76,4121.31,2,3274.59
SRC-SALE-006509,2024-12-14,NF-006509,1,PRD-00918,CLI-0015,5386.70,969.61,231.63,43.09,4142.37,3,3322.52
SRC-SALE-006510,2025-01-15,NF-006510,1,PRD-00931,CLI-0001,1978.00,356.04,69.23,15.82,1536.91,4,1228.34
SRC-SALE-006511,2025-02-16,NF-006511,1,PRD-00944,CLI-0002,2010.20,361.84,74.38,16.08,1557.90,5,1256.78
SRC-SALE-006512,2025-03-17,NF-006512,1,PRD-00957,CLI-0003,2397.60,431.57,93.51,19.18,1853.34,6,1509.05
SRC-SALE-006513,2025-04-18,NF-006513,1,PRD-00970,CLI-0004,2435.40,438.37,99.85,19.48,1877.70,7,1543.07
SRC-SALE-006514,2025-05-19,NF-006514,1,PRD-00983,CLI-0005,2290.00,412.20,98.47,18.32,1761.01,8,1460.56
SRC-SALE-006515,2025-06-20,NF-006515,1,PRD-00996,CLI-0006,2325.00,418.50,81.38,18.60,1806.52,9,1492.65
SRC-SALE-006516,2025-07-21,NF-006516,1,PRD-01009,CLI-0007,2171.20,390.82,80.33,17.37,1682.68,1,1403.03
SRC-SALE-006517,2025-08-22,NF-006517,1,PRD-01022,CLI-0008,2395.00,431.10,93.41,19.16,1851.33,2,1557.71
SRC-SALE-006518,2025-09-23,NF-006518,1,PRD-01035,CLI-0009,2415.42,434.78,99.03,21.98,1859.63,3,1581.13
SRC-SALE-006519,2025-10-24,NF-006519,1,PRD-01048,CLI-0010,2435.42,438.38,104.72,24.84,1867.48,4,1604.45
SRC-SALE-006520,2025-11-25,NF-006520,1,PRD-01061,CLI-0011,2896.90,521.44,101.39,32.73,2241.34,5,1920.64
SRC-SALE-006521,2025-12-26,NF-006521,1,PRD-01074,CLI-0012,2919.51,525.51,108.02,36.20,2249.78,6,1947.90
SRC-SALE-006522,2026-01-27,NF-006522,1,PRD-01087,CLI-0013,2293.47,412.82,89.45,30.96,1760.24,7,1539.84
SRC-SALE-006523,2026-02-28,NF-006523,1,PRD-01100,CLI-0014,2310.32,415.86,94.72,33.73,1766.01,8,1560.85
SRC-SALE-006524,2026-03-01,NF-006524,1,PRD-01113,CLI-0015,2731.45,491.66,117.45,42.88,2079.46,9,1856.84
SRC-SALE-006525,2026-04-02,NF-006525,1,PRD-01126,CLI-0001,2750.33,495.06,96.26,46.21,2112.80,1,1881.23
SRC-SALE-006526,2026-05-03,NF-006526,1,PRD-01139,CLI-0002,2563.66,461.46,94.86,45.89,1961.45,2,1764.31
SRC-SALE-006527,2026-06-04,NF-006527,1,PRD-01152,CLI-0003,2580.30,464.45,100.63,49.03,1966.19,3,1786.60
SRC-SALE-006528,2026-07-05,NF-006528,1,PRD-01165,CLI-0004,2388.80,429.98,97.94,48.01,1812.87,4,1664.04
SRC-SALE-006529,2024-08-06,NF-006529,1,PRD-01178,CLI-0005,2815.00,506.70,121.05,22.52,2164.73,5,1689.00
SRC-SALE-006530,2024-09-07,NF-006530,1,PRD-01191,CLI-0006,2850.00,513.00,99.75,22.80,2214.45,6,1721.97
SRC-SALE-006531,2024-10-08,NF-006531,1,PRD-01204,CLI-0007,2885.00,519.30,106.75,23.08,2235.87,7,1755.23
SRC-SALE-006532,2024-11-09,NF-006532,1,PRD-01217,CLI-0008,3445.60,620.21,134.38,27.56,2663.45,8,2110.77
SRC-SALE-006533,2024-12-10,NF-006533,1,PRD-01230,CLI-0009,3486.90,627.64,142.96,27.90,2688.40,9,2150.72
SRC-SALE-006534,2025-01-11,NF-006534,1,PRD-01243,CLI-0010,2750.80,495.14,118.28,22.01,2115.37,1,1708.25
SRC-SALE-006535,2025-02-12,NF-006535,1,PRD-01256,CLI-0116,2783.00,500.94,97.41,22.26,2162.39,2,1739.93
SRC-SALE-006536,2025-03-13,NF-006536,1,PRD-01269,CLI-0133,3304.80,594.86,122.28,26.44,2561.22,3,2080.04
SRC-SALE-006537,2025-04-14,NF-006537,1,PRD-01282,CLI-0150,3342.60,601.67,130.36,26.74,2583.83,4,2117.87
SRC-SALE-006538,2025-05-15,NF-006538,1,PRD-01295,CLI-0167,3130.00,563.40,128.33,25.04,2413.23,5,1996.31
SRC-SALE-006539,2025-06-16,NF-006539,1,PRD-01308,CLI-0184,3165.00,569.70,136.10,25.32,2433.88,6,2031.93
SRC-SALE-006540,2025-07-17,NF-006540,1,PRD-01321,CLI-0201,2944.00,529.92,103.04,23.55,2287.49,7,1902.41
SRC-SALE-006541,2025-08-18,NF-006541,1,PRD-01334,CLI-0218,3235.00,582.30,119.70,25.88,2507.12,8,2104.04
SRC-SALE-006542,2025-09-19,NF-006542,1,PRD-01347,CLI-0235,3250.38,585.07,126.76,29.58,2508.97,9,2127.70
SRC-SALE-006543,2025-10-20,NF-006543,1,PRD-00010,CLI-0252,3265.34,587.76,133.88,33.31,2510.39,1,2151.21
SRC-SALE-006544,2025-11-21,NF-006544,1,PRD-00023,CLI-0269,3870.26,696.65,166.42,43.73,2963.46,2,2565.98
SRC-SALE-006545,2025-12-22,NF-006545,1,PRD-00036,CLI-0286,3886.92,699.65,136.04,48.20,3003.03,3,2593.35
SRC-SALE-006546,2026-01-23,NF-006546,1,PRD-00049,CLI-0303,3043.08,547.75,112.59,41.08,2341.66,4,2043.12
SRC-SALE-006547,2026-02-24,NF-006547,1,PRD-00062,CLI-0320,3055.30,549.95,119.16,44.61,2341.58,5,2064.16
SRC-SALE-006548,2026-03-25,NF-006548,1,PRD-00075,CLI-0337,3600.55,648.10,147.62,56.53,2748.30,6,2447.65
SRC-SALE-006549,2026-04-26,NF-006549,1,PRD-00088,CLI-0354,3613.98,650.52,155.40,60.71,2747.35,7,2471.96
SRC-SALE-006550,2026-05-27,NF-006550,1,PRD-00101,CLI-0371,3358.30,604.49,117.54,60.11,2576.16,8,2311.18
SRC-SALE-006551,2026-06-28,NF-006551,1,PRD-00114,CLI-0388,3369.90,606.58,124.69,64.03,2574.60,9,2333.32
SRC-SALE-006552,2026-07-01,NF-006552,1,PRD-00127,CLI-0405,3110.59,559.91,121.31,62.52,2366.85,1,2166.84
SRC-SALE-006553,2024-08-02,NF-006553,1,PRD-00140,CLI-0422,3655.00,657.90,149.86,29.24,2818.00,2,2193.00
SRC-SALE-006554,2024-09-03,NF-006554,1,PRD-00153,CLI-0439,3690.00,664.20,158.67,29.52,2837.61,3,2229.50
SRC-SALE-006555,2024-10-04,NF-006555,1,PRD-00166,CLI-0456,3725.00,670.50,130.38,29.80,2894.32,4,2266.29
SRC-SALE-006556,2024-11-05,NF-006556,1,PRD-00179,CLI-0473,4436.80,798.62,164.16,35.49,3438.53,5,2717.98
SRC-SALE-006557,2024-12-06,NF-006557,1,PRD-00192,CLI-0490,4478.10,806.06,174.65,35.82,3461.57,6,2762.09
SRC-SALE-006558,2025-01-07,NF-006558,1,PRD-00205,CLI-0507,3523.60,634.25,144.47,28.19,2716.69,7,2188.16
SRC-SALE-006559,2025-02-08,NF-006559,1,PRD-00218,CLI-0524,3555.80,640.04,152.90,28.45,2734.41,8,2223.09
SRC-SALE-006560,2025-03-09,NF-006560,1,PRD-00231,CLI-0541,4212.00,758.16,147.42,33.70,3272.72,9,2651.03
SRC-SALE-006561,2025-04-10,NF-006561,1,PRD-00244,CLI-0558,4249.80,764.96,157.24,34.00,3293.60,1,2692.67
SRC-SALE-006562,2025-05-11,NF-006562,1,PRD-00257,CLI-0575,3970.00,714.60,154.83,31.76,3068.81,2,2532.07
SRC-SALE-006563,2025-06-12,NF-006563,1,PRD-00270,CLI-0592,4005.00,720.90,164.21,32.04,3087.85,3,2571.21
SRC-SALE-006564,2025-07-13,NF-006564,1,PRD-00283,CLI-0609,3716.80,669.02,159.82,29.73,2858.23,4,2401.80
SRC-SALE-006565,2025-08-14,NF-006565,1,PRD-00296,CLI-0006,4075.00,733.50,142.63,32.60,3166.27,5,2650.38
SRC-SALE-006566,2025-09-15,NF-006566,1,PRD-00309,CLI-0023,4085.34,735.36,151.16,37.18,3161.64,6,2674.26
SRC-SALE-006567,2025-10-16,NF-006567,1,PRD-00322,CLI-0040,4095.26,737.15,159.72,41.77,3156.62,7,2697.96
SRC-SALE-006568,2025-11-17,NF-006568,1,PRD-00335,CLI-0057,4843.62,871.85,198.59,54.73,3718.45,8,3211.32
SRC-SALE-006569,2025-12-18,NF-006569,1,PRD-00348,CLI-0074,4854.33,873.78,208.74,60.19,3711.62,9,3238.81
SRC-SALE-006570,2026-01-19,NF-006570,1,PRD-00361,CLI-0091,3792.70,682.69,132.74,51.20,2926.07,1,2546.42
SRC-SALE-006571,2026-02-20,NF-006571,1,PRD-00374,CLI-0108,3800.28,684.05,140.61,55.48,2920.14,2,2567.47
SRC-SALE-006572,2026-03-21,NF-006572,1,PRD-00387,CLI-0125,4469.64,804.54,174.32,70.17,3420.61,3,3038.46
SRC-SALE-006573,2026-04-22,NF-006573,1,PRD-00400,CLI-0142,4477.64,805.98,183.58,75.22,3412.86,4,3062.71
SRC-SALE-006574,2026-05-23,NF-006574,1,PRD-00413,CLI-0159,4152.94,747.53,178.58,74.34,3152.49,5,2858.05
SRC-SALE-006575,2026-06-24,NF-006575,1,PRD-00426,CLI-0176,4159.50,748.71,145.58,79.03,3186.18,6,2880.04
SRC-SALE-006576,2026-07-25,NF-006576,1,PRD-00439,CLI-0193,3832.39,689.83,141.80,77.03,2923.73,7,2669.64
SRC-SALE-006577,2024-08-26,NF-006577,1,PRD-00452,CLI-0210,4495.00,809.10,175.31,35.96,3474.63,8,2697.00
SRC-SALE-006578,2024-09-27,NF-006578,1,PRD-00465,CLI-0227,4530.00,815.40,185.73,36.24,3492.63,9,2737.03
SRC-SALE-006579,2024-10-28,NF-006579,1,PRD-00478,CLI-0244,4565.00,821.70,196.30,36.52,3510.48,1,2777.35
SRC-SALE-006580,2024-11-01,NF-006580,1,PRD-00491,CLI-0261,2537.00,456.66,88.80,20.30,1971.24,2,1554.17
SRC-SALE-006581,2024-12-02,NF-006581,1,PRD-00504,CLI-0278,2578.30,464.09,95.40,20.63,1998.18,3,1590.30
SRC-SALE-006582,2025-01-03,NF-006582,1,PRD-00517,CLI-0295,2042.40,367.63,79.65,16.34,1578.78,4,1268.33
SRC-SALE-006583,2025-02-04,NF-006583,1,PRD-00530,CLI-0312,2074.60,373.43,85.06,16.60,1599.51,5,1297.04
SRC-SALE-006584,2025-03-05,NF-006584,1,PRD-00543,CLI-0329,2473.20,445.18,106.35,19.79,1901.88,6,1556.63
SRC-SALE-006585,2025-04-06,NF-006585,1,PRD-00556,CLI-0346,2511.00,451.98,87.89,20.09,1951.04,7,1590.97
SRC-SALE-006586,2025-05-07,NF-006586,1,PRD-00569,CLI-0363,2360.00,424.80,87.32,18.88,1829.00,8,1505.21
SRC-SALE-006587,2025-06-08,NF-006587,1,PRD-00582,CLI-0380,2395.00,431.10,93.41,19.16,1851.33,9,1537.59
SRC-SALE-006588,2025-07-09,NF-006588,1,PRD-00595,CLI-0397,2235.60,402.41,91.66,17.88,1723.65,1,1444.64
SRC-SALE-006589,2025-08-10,NF-006589,1,PRD-00608,CLI-0414,2465.00,443.70,106.00,19.72,1895.58,2,1603.24
SRC-SALE-006590,2025-09-11,NF-006590,1,PRD-00621,CLI-0431,2485.00,447.30,86.98,22.61,1928.11,3,1626.68
SRC-SALE-006591,2025-10-12,NF-006591,1,PRD-00634,CLI-0448,2504.58,450.82,92.67,25.55,1935.54,4,1650.02
SRC-SALE-006592,2025-11-13,NF-006592,1,PRD-00647,CLI-0465,2978.01,536.04,116.14,33.65,2292.18,5,1974.42
SRC-SALE-006593,2025-12-14,NF-006593,1,PRD-00660,CLI-0482,3000.13,540.02,123.01,37.20,2299.90,6,2001.69
SRC-SALE-006594,2026-01-15,NF-006594,1,PRD-00673,CLI-0499,2355.94,424.07,101.31,31.81,1798.75,7,1581.78
SRC-SALE-006595,2026-02-16,NF-006595,1,PRD-00686,CLI-0516,2372.40,427.03,83.03,34.64,1827.70,8,1602.79
SRC-SALE-006596,2026-03-17,NF-006596,1,PRD-00699,CLI-0533,2803.87,504.70,103.74,44.02,2151.41,9,1906.07
SRC-SALE-006597,2026-04-18,NF-006597,1,PRD-00712,CLI-0550,2822.30,508.01,110.07,47.41,2156.81,1,1930.45
SRC-SALE-006598,2026-05-19,NF-006598,1,PRD-00725,CLI-0567,2629.88,473.38,107.83,47.07,2001.60,2,1809.88
SRC-SALE-006599,2026-06-20,NF-006599,1,PRD-00738,CLI-0584,2646.10,476.30,113.78,50.28,2005.74,3,1832.16
SRC-SALE-006600,2026-07-21,NF-006600,1,PRD-00751,CLI-0001,2448.95,440.81,85.71,49.22,1873.21,4,1705.94
SRC-SALE-006601,2024-08-22,NF-006601,1,PRD-00764,CLI-0002,2885.00,519.30,106.75,23.08,2235.87,5,1731.00
SRC-SALE-006602,2024-09-23,NF-006602,1,PRD-00777,CLI-0003,2920.00,525.60,113.88,23.36,2257.16,6,1764.26
SRC-SALE-006603,2024-10-24,NF-006603,1,PRD-00790,CLI-0004,2955.00,531.90,121.16,23.64,2278.30,7,1797.82
SRC-SALE-006604,2024-11-25,NF-006604,1,PRD-00803,CLI-0005,3528.20,635.08,151.71,28.23,2713.18,8,2161.38
SRC-SALE-006605,2024-12-26,NF-006605,1,PRD-00816,CLI-0006,3569.50,642.51,124.93,28.56,2773.50,9,2201.67
SRC-SALE-006606,2025-01-27,NF-006606,1,PRD-00829,CLI-0007,2815.20,506.74,104.16,22.52,2181.78,1,1748.24
SRC-SALE-006607,2025-02-28,NF-006607,1,PRD-00842,CLI-0008,2847.40,512.53,111.05,22.78,2201.04,2,1780.19
SRC-SALE-006608,2025-03-01,NF-006608,1,PRD-00855,CLI-0009,3380.40,608.47,138.60,27.04,2606.29,3,2127.62
SRC-SALE-006609,2025-04-02,NF-006609,1,PRD-00868,CLI-0010,3418.20,615.28,146.98,27.35,2628.59,4,2165.77
SRC-SALE-006610,2025-05-03,NF-006610,1,PRD-00881,CLI-0011,3200.00,576.00,112.00,25.60,2486.40,5,2040.96
SRC-SALE-006611,2025-06-04,NF-006611,1,PRD-00894,CLI-0012,3235.00,582.30,119.70,25.88,2507.12,6,2076.87
SRC-SALE-006612,2025-07-05,NF-006612,1,PRD-00907,CLI-0013,3008.40,541.51,117.33,24.07,2325.49,7,1944.03
SRC-SALE-006613,2025-08-06,NF-006613,1,PRD-00920,CLI-0014,3305.00,594.90,135.51,26.44,2548.15,8,2149.57
SRC-SALE-006614,2025-09-07,NF-006614,1,PRD-00933,CLI-0015,3319.96,597.59,142.76,30.21,2549.40,9,2173.25
SRC-SALE-006615,2025-10-08,NF-006615,1,PRD-00946,CLI-0001,3334.50,600.21,116.71,34.01,2583.57,1,2196.77
SRC-SALE-006616,2025-11-09,NF-006616,1,PRD-00959,CLI-0002,3951.37,711.25,146.20,44.65,3049.27,2,2619.76
SRC-SALE-006617,2025-12-10,NF-006617,1,PRD-00972,CLI-0003,3967.54,714.16,154.73,49.20,3049.45,3,2647.14
SRC-SALE-006618,2026-01-11,NF-006618,1,PRD-00985,CLI-0004,3105.55,559.00,127.33,41.92,2377.30,4,2085.07
SRC-SALE-006619,2026-02-12,NF-006619,1,PRD-00998,CLI-0005,3117.38,561.13,134.05,45.51,2376.69,5,2106.10
SRC-SALE-006620,2026-03-13,NF-006620,1,PRD-01011,CLI-0006,3672.97,661.13,128.55,57.67,2825.62,6,2496.89
SRC-SALE-006621,2026-04-14,NF-006621,1,PRD-01024,CLI-0007,3685.95,663.47,136.38,61.92,2824.18,7,2521.19
SRC-SALE-006622,2026-05-15,NF-006622,1,PRD-01037,CLI-0008,3424.52,616.41,133.56,61.30,2613.25,8,2356.75
SRC-SALE-006623,2026-06-16,NF-006623,1,PRD-01050,CLI-0009,3435.70,618.43,140.86,65.28,2611.13,9,2378.88
SRC-SALE-006624,2026-07-17,NF-006624,1,PRD-01063,CLI-0010,3170.74,570.73,136.34,63.73,2399.94,1,2208.74
SRC-SALE-006625,2024-08-18,NF-006625,1,PRD-01076,CLI-0011,3725.00,670.50,130.38,29.80,2894.32,2,2235.00
SRC-SALE-006626,2024-09-19,NF-006626,1,PRD-01089,CLI-0012,3760.00,676.80,139.12,30.08,2914.00,3,2271.79
SRC-SALE-006627,2024-10-20,NF-006627,1,PRD-01102,CLI-0013,3795.00,683.10,148.01,30.36,2933.53,4,2308.88
SRC-SALE-006628,2024-11-21,NF-006628,1,PRD-01115,CLI-0014,4519.40,813.49,185.30,36.16,3484.45,5,2768.58
SRC-SALE-006629,2024-12-22,NF-006629,1,PRD-01128,CLI-0015,4560.70,820.93,196.11,36.49,3507.17,6,2813.04
SRC-SALE-006630,2025-01-23,NF-006630,1,PRD-01141,CLI-0001,3588.00,645.84,125.58,28.70,2787.88,7,2228.15
SRC-SALE-006631,2025-02-24,NF-006631,1,PRD-01154,CLI-0002,3620.20,651.64,133.95,28.96,2805.65,8,2263.35
SRC-SALE-006632,2025-03-25,NF-006632,1,PRD-01167,CLI-0003,4287.60,771.77,167.22,34.30,3314.31,9,2698.62
SRC-SALE-006633,2025-04-26,NF-006633,1,PRD-01180,CLI-0004,4325.40,778.57,177.34,34.60,3334.89,1,2740.57
SRC-SALE-006634,2025-05-27,NF-006634,1,PRD-01193,CLI-0005,4040.00,727.20,173.72,32.32,3106.76,2,2576.71
SRC-SALE-006635,2025-06-28,NF-006635,1,PRD-01206,CLI-0576,4075.00,733.50,142.63,32.60,3166.27,3,2616.15
SRC-SALE-006636,2025-07-01,NF-006636,1,PRD-01219,CLI-0593,3781.20,680.62,139.90,30.25,2930.43,4,2443.41
SRC-SALE-006637,2025-08-02,NF-006637,1,PRD-01232,CLI-0610,4145.00,746.10,161.66,33.16,3204.08,5,2695.91
SRC-SALE-006638,2025-09-03,NF-006638,1,PRD-01245,CLI-0007,4154.92,747.89,170.35,37.81,3198.87,6,2719.81
SRC-SALE-006639,2025-10-04,NF-006639,1,PRD-01258,CLI-0024,4164.42,749.60,179.07,42.48,3193.27,7,2743.52
SRC-SALE-006640,2025-11-05,NF-006640,1,PRD-01271,CLI-0041,4924.73,886.45,172.37,55.65,3810.26,8,3265.10
SRC-SALE-006641,2025-12-06,NF-006641,1,PRD-01284,CLI-0058,4934.95,888.29,182.59,61.19,3802.88,9,3292.60
SRC-SALE-006642,2026-01-07,NF-006642,1,PRD-01297,CLI-0075,3855.17,693.93,150.35,52.04,2958.85,1,2588.36
SRC-SALE-006643,2026-02-08,NF-006643,1,PRD-01310,CLI-0092,3862.36,695.22,158.36,56.39,2952.39,2,2609.41
SRC-SALE-006644,2026-03-09,NF-006644,1,PRD-01323,CLI-0109,4542.07,817.57,195.31,71.31,3457.88,3,3087.70
SRC-SALE-006645,2026-04-10,NF-006645,1,PRD-01336,CLI-0126,4549.61,818.93,159.24,76.43,3495.01,4,3111.93
SRC-SALE-006646,2026-05-11,NF-006646,1,PRD-01349,CLI-0143,4219.16,759.45,156.11,75.52,3228.08,5,2903.63
SRC-SALE-006647,2026-06-12,NF-006647,1,PRD-00012,CLI-0160,4225.30,760.55,164.79,80.28,3219.68,6,2925.60
SRC-SALE-006648,2026-07-13,NF-006648,1,PRD-00025,CLI-0177,3892.54,700.66,159.59,78.24,2954.05,7,2711.54
SRC-SALE-006649,2024-08-14,NF-006649,1,PRD-00038,CLI-0194,4565.00,821.70,196.30,36.52,3510.48,8,2739.00
SRC-SALE-006650,2024-09-15,NF-006650,1,PRD-00051,CLI-0211,2150.00,387.00,75.25,17.20,1670.55,9,1299.03
SRC-SALE-006651,2024-10-16,NF-006651,1,PRD-00064,CLI-0228,2185.00,393.30,80.85,17.48,1693.37,1,1329.35
SRC-SALE-006652,2024-11-17,NF-006652,1,PRD-00077,CLI-0245,2619.60,471.53,102.16,20.96,2024.95,2,1604.77
SRC-SALE-006653,2024-12-18,NF-006653,1,PRD-00090,CLI-0262,2660.90,478.96,109.10,21.29,2051.55,3,1641.24
SRC-SALE-006654,2025-01-19,NF-006654,1,PRD-00103,CLI-0279,2106.80,379.22,90.59,16.85,1620.14,4,1308.32
SRC-SALE-006655,2025-02-20,NF-006655,1,PRD-00116,CLI-0296,2139.00,385.02,74.87,17.11,1662.00,5,1337.30
SRC-SALE-006656,2025-03-21,NF-006656,1,PRD-00129,CLI-0313,2548.80,458.78,94.31,20.39,1975.32,6,1604.21
SRC-SALE-006657,2025-04-22,NF-006657,1,PRD-00142,CLI-0330,2586.60,465.59,100.88,20.69,1999.44,7,1638.87
SRC-SALE-006658,2025-05-23,NF-006658,1,PRD-00155,CLI-0347,2430.00,437.40,99.63,19.44,1873.53,8,1549.85
SRC-SALE-006659,2025-06-24,NF-006659,1,PRD-00168,CLI-0364,2465.00,443.70,106.00,19.72,1895.58,9,1582.53
SRC-SALE-006660,2025-07-25,NF-006660,1,PRD-00181,CLI-0381,2300.00,414.00,80.50,18.40,1787.10,1,1486.26
SRC-SALE-006661,2025-08-26,NF-006661,1,PRD-00194,CLI-0398,2535.00,456.30,93.80,20.28,1964.62,2,1648.76
SRC-SALE-006662,2025-09-27,NF-006662,1,PRD-00207,CLI-0415,2554.58,459.82,99.63,23.25,1971.88,3,1672.23
SRC-SALE-006663,2025-10-28,NF-006663,1,PRD-00220,CLI-0432,2573.74,463.27,105.52,26.25,1978.70,4,1695.58
SRC-SALE-006664,2025-11-01,NF-006664,1,PRD-00233,CLI-0449,3059.13,550.64,131.54,34.57,2342.38,5,2028.20
SRC-SALE-006665,2025-12-02,NF-006665,1,PRD-00246,CLI-0466,3080.74,554.53,107.83,38.20,2380.18,6,2055.47
SRC-SALE-006666,2026-01-03,NF-006666,1,PRD-00259,CLI-0483,2418.40,435.31,89.48,32.65,1860.96,7,1623.71
SRC-SALE-006667,2026-02-04,NF-006667,1,PRD-00272,CLI-0500,2434.49,438.21,94.95,35.54,1865.79,8,1644.74
SRC-SALE-006668,2026-03-05,NF-006668,1,PRD-00285,CLI-0517,2876.30,517.73,117.93,45.16,2195.48,9,1955.31
SRC-SALE-006669,2026-04-06,NF-006669,1,PRD-00298,CLI-0534,2894.27,520.97,124.45,48.62,2200.23,1,1979.68
SRC-SALE-006670,2026-05-07,NF-006670,1,PRD-00311,CLI-0551,2696.10,485.30,94.36,48.26,2068.18,2,1855.46
SRC-SALE-006671,2026-06-08,NF-006671,1,PRD-00324,CLI-0568,2711.90,488.14,100.34,51.53,2071.89,3,1877.72
SRC-SALE-006672,2026-07-09,NF-006672,1,PRD-00337,CLI-0585,2509.10,451.64,97.85,50.43,1909.18,4,1747.84
SRC-SALE-006673,2024-08-10,NF-006673,1,PRD-00350,CLI-0602,2955.00,531.90,121.16,23.64,2278.30,5,1773.00
SRC-SALE-006674,2024-09-11,NF-006674,1,PRD-00363,CLI-0619,2990.00,538.20,128.57,23.92,2299.31,6,1806.56
SRC-SALE-006675,2024-10-12,NF-006675,1,PRD-00376,CLI-0016,3025.00,544.50,105.88,24.20,2350.42,7,1840.41
SRC-SALE-006676,2024-11-13,NF-006676,1,PRD-00389,CLI-0033,3610.80,649.94,133.60,28.89,2798.37,8,2211.98
SRC-SALE-006677,2024-12-14,NF-006677,1,PRD-00402,CLI-0050,3652.10,657.38,142.43,29.22,2823.07,9,2252.62
SRC-SALE-006678,2025-01-15,NF-006678,1,PRD-00415,CLI-0067,2879.60,518.33,118.06,23.04,2220.17,1,1788.23
SRC-SALE-006679,2025-02-16,NF-006679,1,PRD-00428,CLI-0084,2911.80,524.12,125.21,23.29,2239.18,2,1820.46
SRC-SALE-006680,2025-03-17,NF-006680,1,PRD-00441,CLI-0101,3456.00,622.08,120.96,27.65,2685.31,3,2175.21
SRC-SALE-006681,2025-04-18,NF-006681,1,PRD-00454,CLI-0118,3493.80,628.88,129.27,27.95,2707.70,4,2213.67
SRC-SALE-006682,2025-05-19,NF-006682,1,PRD-00467,CLI-0135,3270.00,588.60,127.53,26.16,2527.71,5,2085.61
SRC-SALE-006683,2025-06-20,NF-006683,1,PRD-00480,CLI-0152,3305.00,594.90,135.51,26.44,2548.15,6,2121.81
SRC-SALE-006684,2025-07-21,NF-006684,1,PRD-00493,CLI-0169,3072.80,553.10,132.13,24.58,2362.99,7,1985.64
SRC-SALE-006685,2025-08-22,NF-006685,1,PRD-00506,CLI-0186,3375.00,607.50,118.13,27.00,2622.37,8,2195.10
SRC-SALE-006686,2025-09-23,NF-006686,1,PRD-00519,CLI-0203,3389.54,610.12,125.41,30.84,2623.17,9,2218.79
SRC-SALE-006687,2025-10-24,NF-006687,1,PRD-00532,CLI-0220,3403.66,612.66,132.74,34.72,2623.54,1,2242.33
SRC-SALE-006688,2025-11-25,NF-006688,1,PRD-00545,CLI-0237,4032.48,725.85,165.33,45.57,3095.73,2,2673.53
SRC-SALE-006689,2025-12-26,NF-006689,1,PRD-00558,CLI-0254,4048.16,728.67,174.07,50.20,3095.22,3,2700.93
SRC-SALE-006690,2026-01-27,NF-006690,1,PRD-00571,CLI-0271,3168.02,570.24,110.88,42.77,2444.13,4,2127.01
SRC-SALE-006691,2026-02-28,NF-006691,1,PRD-00584,CLI-0288,3179.46,572.30,117.64,46.42,2443.10,5,2148.04
SRC-SALE-006692,2026-03-01,NF-006692,1,PRD-00597,CLI-0305,3745.40,674.17,146.07,58.80,2866.36,6,2546.12
SRC-SALE-006693,2026-04-02,NF-006693,1,PRD-00610,CLI-0322,3757.92,676.43,154.07,63.13,2864.29,7,2570.42
SRC-SALE-006694,2026-05-03,NF-006694,1,PRD-00623,CLI-0339,3490.74,628.33,150.10,62.48,2649.83,8,2402.33
SRC-SALE-006695,2026-06-04,NF-006695,1,PRD-00636,CLI-0356,3501.50,630.27,122.55,66.53,2682.15,9,2424.44
SRC-SALE-006696,2026-07-05,NF-006696,1,PRD-00649,CLI-0373,3230.89,581.56,119.54,64.94,2464.85,1,2250.64
SRC-SALE-006697,2024-08-06,NF-006697,1,PRD-00662,CLI-0390,3795.00,683.10,148.01,30.36,2933.53,2,2277.00
SRC-SALE-006698,2024-09-07,NF-006698,1,PRD-00675,CLI-0407,3830.00,689.40,157.03,30.64,2952.93,3,2314.09
SRC-SALE-006699,2024-10-08,NF-006699,1,PRD-00688,CLI-0424,3865.00,695.70,166.20,30.92,2972.18,4,2351.47
SRC-SALE-006700,2024-11-09,NF-006700,1,PRD-00701,CLI-0011,4602.00,828.36,161.07,36.82,3575.75,5,2819.19
SRC-SALE-006701,2024-12-10,NF-006701,1,PRD-00714,CLI-0012,4643.30,835.79,171.80,37.15,3598.56,6,2863.99
SRC-SALE-006702,2025-01-11,NF-006702,1,PRD-00727,CLI-0013,3652.40,657.43,142.44,29.22,2823.31,7,2268.14
SRC-SALE-006703,2025-02-12,NF-006703,1,PRD-00740,CLI-0014,3684.60,663.23,151.07,29.48,2840.82,8,2303.61
SRC-SALE-006704,2025-03-13,NF-006704,1,PRD-00753,CLI-0015,4363.20,785.38,187.62,34.91,3355.29,9,2746.20
SRC-SALE-006705,2025-04-14,NF-006705,1,PRD-00766,CLI-0001,4401.00,792.18,154.04,35.21,3419.57,1,2788.47
SRC-SALE-006706,2025-05-15,NF-006706,1,PRD-00779,CLI-0002,4110.00,739.80,152.07,32.88,3185.25,2,2621.36
SRC-SALE-006707,2025-06-16,NF-006707,1,PRD-00792,CLI-0003,4145.00,746.10,161.66,33.16,3204.08,3,2661.09
