receipt_id,receivable_id,customer_external_id,received_date,amount_received,payment_method
RC-0010963,AR-0011484,CLI-0012,2026-08-21,2574.60,Transferencia
RC-0010964,AR-0011488,CLI-0014,2024-09-15,2818.00,PIX
RC-0010965,AR-0011489,CLI-0015,2024-10-18,2837.61,Transferencia
RC-0010966,AR-0011490,CLI-0496,2024-11-16,2894.32,Boleto
RC-0010967,AR-0011491,CLI-0513,2024-12-18,1719.26,PIX
RC-0010968,AR-0011492,CLI-0513,2025-01-02,1719.26,PIX
RC-0010969,AR-0011493,CLI-0530,2025-01-18,3461.57,Transferencia
RC-0010970,AR-0011494,CLI-0547,2025-02-19,2716.69,Boleto
RC-0010971,AR-0011495,CLI-0564,2025-03-23,2734.41,PIX
RC-0010972,AR-0011496,CLI-0581,2025-04-21,1090.91,Transferencia
RC-0010973,AR-0011497,CLI-0581,2025-05-06,1090.91,Transferencia
RC-0010974,AR-0011498,CLI-0581,2025-05-21,1090.91,Transferencia
RC-0010975,AR-0011500,CLI-0615,2025-06-24,3068.81,PIX
RC-0010976,AR-0011501,CLI-0012,2025-07-27,3087.85,Transferencia
RC-0010977,AR-0011502,CLI-0029,2025-08-25,952.74,Boleto
RC-0010978,AR-0011503,CLI-0029,2025-09-09,952.74,Boleto
RC-0010979,AR-0011504,CLI-0029,2025-09-24,952.74,Boleto
RC-0010980,AR-0011505,CLI-0046,2025-09-26,3166.27,PIX
RC-0010981,AR-0011506,CLI-0063,2025-10-28,3161.64,Transferencia
RC-0010982,AR-0011507,CLI-0080,2025-11-28,3156.62,Boleto
RC-0010983,AR-0011508,CLI-0097,2025-12-30,1859.22,PIX
RC-0010984,AR-0011509,CLI-0097,2026-01-14,1859.22,PIX
RC-0010985,AR-0011510,CLI-0114,2026-02-10,3711.62,Transferencia
RC-0010986,AR-0011511,CLI-0131,2026-03-15,2926.07,Boleto
RC-0010987,AR-0011512,CLI-0148,2026-04-17,2920.14,PIX
RC-0010988,AR-0011513,CLI-0165,2026-05-17,1710.30,Transferencia
RC-0010989,AR-0011514,CLI-0165,2026-06-01,1710.30,Transferencia
RC-0010990,AR-0011516,CLI-0199,2026-07-12,3152.49,PIX
RC-0010991,AR-0011517,CLI-0216,2026-08-14,3186.18,Transferencia
RC-0010992,AR-0011518,CLI-0233,2026-09-15,974.58,Boleto
RC-0010993,AR-0011519,CLI-0233,2026-09-30,974.58,Boleto
RC-0010994,AR-0011520,CLI-0233,2026-10-15,974.58,Boleto
RC-0010995,AR-0011521,CLI-0250,2024-10-08,3474.63,PIX
RC-0010996,AR-0011522,CLI-0267,2024-11-09,3492.63,Transferencia
RC-0010997,AR-0011523,CLI-0284,2024-12-10,3510.48,Boleto
RC-0010998,AR-0011524,CLI-0301,2024-12-15,657.08,PIX
RC-0010999,AR-0011525,CLI-0301,2024-12-30,657.08,PIX
RC-0011000,AR-0011526,CLI-0301,2025-01-14,657.08,PIX
RC-0011001,AR-0011527,CLI-0318,2025-01-16,1998.18,Transferencia
RC-0011002,AR-0011528,CLI-0335,2025-02-15,1578.78,Boleto
RC-0011003,AR-0011529,CLI-0352,2025-03-19,1599.51,PIX
RC-0011004,AR-0011530,CLI-0369,2025-04-17,950.94,Transferencia
RC-0011005,AR-0011531,CLI-0369,2025-05-02,950.94,Transferencia
RC-0011006,AR-0011532,CLI-0386,2025-05-19,1951.04,Boleto
RC-0011007,AR-0011533,CLI-0403,2025-07-05,1829.00,PIX
RC-0011008,AR-0011534,CLI-0420,2025-07-21,1851.33,Transferencia
RC-0011009,AR-0011535,CLI-0437,2025-08-21,574.55,Boleto
RC-0011010,AR-0011536,CLI-0437,2025-09-05,574.55,Boleto
RC-0011011,AR-0011537,CLI-0437,2025-09-20,574.55,Boleto
RC-0011012,AR-0011538,CLI-0454,2025-09-23,1895.58,PIX
RC-0011013,AR-0011539,CLI-0471,2025-10-26,1928.11,Transferencia
RC-0011014,AR-0011540,CLI-0488,2025-11-24,1935.54,Boleto
RC-0011015,AR-0011541,CLI-0505,2025-12-26,1146.09,PIX
RC-0011016,AR-0011542,CLI-0505,2026-01-10,1146.09,PIX
RC-0011017,AR-0011543,CLI-0522,2026-02-03,2299.90,Transferencia
RC-0011018,AR-0011544,CLI-0539,2026-03-08,1798.75,Boleto
RC-0011019,AR-0011545,CLI-0556,2026-04-10,1827.70,PIX
RC-0011020,AR-0011546,CLI-0573,2026-05-10,1075.70,Transferencia
RC-0011021,AR-0011547,CLI-0573,2026-05-25,1075.70,Transferencia
RC-0011022,AR-0011548,CLI-0590,2026-06-12,2156.81,Boleto
RC-0011023,AR-0011549,CLI-0607,2026-07-14,2001.60,PIX
RC-0011024,AR-0011550,CLI-0004,2026-08-16,2005.74,Transferencia
RC-0011025,AR-0011551,CLI-0021,2026-09-08,468.30,Boleto
RC-0011026,AR-0011552,CLI-0021,2026-09-23,468.30,Boleto
RC-0011027,AR-0011553,CLI-0021,2026-10-08,468.30,Boleto
RC-0011028,AR-0011554,CLI-0021,2026-10-23,468.30,Boleto
RC-0011029,AR-0011555,CLI-0038,2024-10-04,2235.87,PIX
RC-0011030,AR-0011556,CLI-0055,2024-11-05,2257.16,Transferencia
RC-0011031,AR-0011557,CLI-0072,2024-12-06,2278.30,Boleto
RC-0011032,AR-0011558,CLI-0089,2025-01-07,1356.59,PIX
RC-0011033,AR-0011559,CLI-0089,2025-01-22,1356.59,PIX
RC-0011034,AR-0011560,CLI-0106,2025-02-07,2773.50,Transferencia
RC-0011035,AR-0011561,CLI-0123,2025-03-11,2181.78,Boleto
RC-0011036,AR-0011562,CLI-0140,2025-04-13,2201.04,PIX
RC-0011037,AR-0011563,CLI-0157,2025-04-15,1303.14,Transferencia
RC-0011038,AR-0011564,CLI-0157,2025-04-30,1303.14,Transferencia
RC-0011039,AR-0011565,CLI-0174,2025-05-15,2628.59,Boleto
RC-0011040,AR-0011566,CLI-0191,2025-06-15,2486.40,PIX
RC-0011041,AR-0011567,CLI-0208,2025-07-31,2507.12,Transferencia
RC-0011042,AR-0011568,CLI-0225,2025-08-17,775.16,Boleto
RC-0011043,AR-0011569,CLI-0225,2025-09-01,775.16,Boleto
RC-0011044,AR-0011570,CLI-0225,2025-09-16,775.16,Boleto
RC-0011045,AR-0011571,CLI-0242,2025-09-18,2548.15,PIX
RC-0011046,AR-0011572,CLI-0259,2025-10-20,2549.40,Transferencia
RC-0011047,AR-0011573,CLI-0276,2025-11-20,2583.57,Boleto
RC-0011048,AR-0011574,CLI-0293,2025-12-23,1524.64,PIX
RC-0011049,AR-0011575,CLI-0293,2026-01-07,1524.64,PIX
RC-0011050,AR-0011576,CLI-0310,2026-02-05,3049.45,Transferencia
RC-0011051,AR-0011577,CLI-0327,2026-03-01,2377.30,Boleto
RC-0011052,AR-0011578,CLI-0344,2026-04-03,2376.69,PIX
RC-0011053,AR-0011579,CLI-0006,2026-05-03,941.87,Transferencia
RC-0011054,AR-0011580,CLI-0006,2026-05-18,941.87,Transferencia
RC-0011055,AR-0011581,CLI-0006,2026-06-02,941.87,Transferencia
RC-0011056,AR-0011582,CLI-0007,2026-06-05,2824.18,Boleto
RC-0011057,AR-0011583,CLI-0008,2026-07-07,2613.25,PIX
RC-0011058,AR-0011584,CLI-0009,2026-08-09,2611.13,Transferencia
RC-0011059,AR-0011585,CLI-0010,2026-09-10,799.98,Boleto
RC-0011060,AR-0011586,CLI-0010,2026-09-25,799.98,Boleto
RC-0011061,AR-0011587,CLI-0010,2026-10-10,799.98,Boleto
RC-0011062,AR-0011588,CLI-0011,2024-10-01,2894.32,PIX
RC-0011063,AR-0011589,CLI-0012,2024-11-03,2914.00,Transferencia
RC-0011064,AR-0011590,CLI-0013,2024-12-14,2933.53,Boleto
RC-0011065,AR-0011591,CLI-0014,2025-01-03,1742.22,PIX
RC-0011066,AR-0011592,CLI-0014,2025-01-18,1742.22,PIX
RC-0011067,AR-0011593,CLI-0015,2025-02-03,3507.17,Transferencia
RC-0011068,AR-0011594,CLI-0001,2025-03-07,2787.88,Boleto
RC-0011069,AR-0011595,CLI-0002,2025-04-08,2805.65,PIX
RC-0011070,AR-0011596,CLI-0003,2025-05-07,1657.16,Transferencia
RC-0011071,AR-0011597,CLI-0003,2025-05-22,1657.16,Transferencia
RC-0011072,AR-0011598,CLI-0004,2025-06-08,3334.89,Boleto
RC-0011073,AR-0011599,CLI-0005,2025-07-10,3106.76,PIX
RC-0011074,AR-0011600,CLI-0006,2025-08-12,3166.27,Transferencia
RC-0011075,AR-0011601,CLI-0007,2025-08-13,976.81,Boleto
RC-0011076,AR-0011602,CLI-0007,2025-08-28,976.81,Boleto
RC-0011077,AR-0011603,CLI-0007,2025-09-12,976.81,Boleto
RC-0011078,AR-0011604,CLI-0008,2025-09-14,3204.08,PIX
RC-0011079,AR-0011605,CLI-0009,2025-10-16,3198.87,Transferencia
RC-0011080,AR-0011606,CLI-0010,2025-11-16,3193.27,Boleto
RC-0011081,AR-0011607,CLI-0011,2025-12-18,1270.09,PIX
RC-0011082,AR-0011608,CLI-0011,2026-01-02,1270.09,PIX
RC-0011083,AR-0011609,CLI-0011,2026-01-17,1270.09,PIX
RC-0011084,AR-0011610,CLI-0012,2026-01-29,3802.88,Transferencia
RC-0011085,AR-0011612,CLI-0014,2026-04-05,2952.39,PIX
RC-0011086,AR-0011613,CLI-0015,2026-05-05,1728.94,Transferencia
RC-0011087,AR-0011614,CLI-0015,2026-05-20,1728.94,Transferencia
RC-0011088,AR-0011615,CLI-0001,2026-05-29,3495.01,Boleto
RC-0011089,AR-0011616,CLI-0002,2026-06-30,3228.08,PIX
RC-0011090,AR-0011617,CLI-0003,2026-08-02,3219.68,Transferencia
RC-0011091,AR-0011618,CLI-0004,2026-09-03,984.68,Boleto
RC-0011092,AR-0011619,CLI-0004,2026-09-18,984.68,Boleto
RC-0011093,AR-0011620,CLI-0004,2026-10-03,984.68,Boleto
RC-0011094,AR-0011621,CLI-0005,2024-09-26,3510.48,PIX
RC-0011095,AR-0011622,CLI-0006,2024-10-28,1670.55,Transferencia
RC-0011096,AR-0011623,CLI-0007,2024-11-28,1693.37,Boleto
RC-0011097,AR-0011624,CLI-0008,2024-12-31,1012.48,PIX
RC-0011098,AR-0011625,CLI-0008,2025-01-15,1012.48,PIX
RC-0011099,AR-0011626,CLI-0009,2025-02-01,2051.55,Transferencia
RC-0011100,AR-0011627,CLI-0010,2025-03-03,1620.14,Boleto
RC-0011101,AR-0011628,CLI-0336,2025-04-04,1662.00,PIX
RC-0011102,AR-0011629,CLI-0353,2025-05-03,987.66,Transferencia
RC-0011103,AR-0011630,CLI-0353,2025-05-18,987.66,Transferencia
RC-0011104,AR-0011631,CLI-0370,2025-06-04,1999.44,Boleto
RC-0011105,AR-0011632,CLI-0387,2025-07-05,1873.53,PIX
RC-0011106,AR-0011633,CLI-0404,2025-08-06,1895.58,Transferencia
RC-0011107,AR-0011634,CLI-0421,2025-09-06,446.78,Boleto
RC-0011108,AR-0011635,CLI-0421,2025-09-21,446.78,Boleto
RC-0011109,AR-0011636,CLI-0421,2025-10-06,446.78,Boleto
RC-0011110,AR-0011637,CLI-0421,2025-10-21,446.78,Boleto
RC-0011111,AR-0011638,CLI-0438,2025-10-09,1964.62,PIX
RC-0011112,AR-0011640,CLI-0472,2025-12-10,1978.70,Boleto
RC-0011113,AR-0011641,CLI-0489,2025-12-14,1171.19,PIX
RC-0011114,AR-0011642,CLI-0489,2025-12-29,1171.19,PIX
RC-0011115,AR-0011643,CLI-0506,2026-01-22,2380.18,Transferencia
RC-0011116,AR-0011644,CLI-0523,2026-02-24,1860.96,Boleto
RC-0011117,AR-0011645,CLI-0540,2026-03-29,1865.79,PIX
RC-0011118,AR-0011646,CLI-0557,2026-04-28,1097.74,Transferencia
RC-0011119,AR-0011647,CLI-0557,2026-05-13,1097.74,Transferencia
RC-0011120,AR-0011648,CLI-0574,2026-05-31,2200.23,Boleto
RC-0011121,AR-0011649,CLI-0591,2026-07-02,2068.18,PIX
RC-0011122,AR-0011650,CLI-0608,2026-08-04,2071.89,Transferencia
RC-0011123,AR-0011651,CLI-0005,2026-08-27,636.39,Boleto
RC-0011124,AR-0011652,CLI-0005,2026-09-11,636.39,Boleto
RC-0011125,AR-0011653,CLI-0005,2026-09-26,636.39,Boleto
RC-0011126,AR-0011654,CLI-0022,2024-09-22,2278.30,PIX
RC-0011127,AR-0011655,CLI-0039,2024-11-07,2299.31,Transferencia
RC-0011128,AR-0011656,CLI-0056,2024-11-24,2350.42,Boleto
RC-0011129,AR-0011657,CLI-0073,2024-12-26,1399.18,PIX
RC-0011130,AR-0011658,CLI-0073,2025-01-10,1399.18,PIX
RC-0011131,AR-0011659,CLI-0090,2025-01-26,2823.07,Transferencia
RC-0011132,AR-0011660,CLI-0107,2025-02-27,2220.17,Boleto
RC-0011133,AR-0011661,CLI-0124,2025-04-01,2239.18,PIX
RC-0011134,AR-0011662,CLI-0141,2025-05-01,895.10,Transferencia
RC-0011135,AR-0011663,CLI-0141,2025-05-16,895.10,Transferencia
RC-0011136,AR-0011664,CLI-0141,2025-05-31,895.10,Transferencia
RC-0011137,AR-0011665,CLI-0158,2025-05-31,2707.70,Boleto
RC-0011138,AR-0011666,CLI-0175,2025-07-01,2527.71,PIX
RC-0011139,AR-0011667,CLI-0192,2025-08-02,2548.15,Transferencia
RC-0011140,AR-0011668,CLI-0209,2025-09-02,787.66,Boleto
RC-0011141,AR-0011669,CLI-0209,2025-09-17,787.66,Boleto
RC-0011142,AR-0011670,CLI-0209,2025-10-02,787.66,Boleto
RC-0011143,AR-0011671,CLI-0226,2025-10-04,2622.37,PIX
RC-0011144,AR-0011672,CLI-0243,2025-11-05,2623.17,Transferencia
RC-0011145,AR-0011674,CLI-0277,2026-01-08,1547.86,PIX
RC-0011146,AR-0011675,CLI-0277,2026-01-23,1547.86,PIX
RC-0011147,AR-0011676,CLI-0294,2026-02-21,3095.22,Transferencia
RC-0011148,AR-0011677,CLI-0311,2026-03-17,2444.13,Boleto
RC-0011149,AR-0011678,CLI-0328,2026-04-19,2443.10,PIX
RC-0011150,AR-0011679,CLI-0345,2026-04-21,1433.18,Transferencia
RC-0011151,AR-0011680,CLI-0345,2026-05-06,1433.18,Transferencia
RC-0011152,AR-0011681,CLI-0362,2026-05-24,2864.29,Boleto
RC-0011153,AR-0011682,CLI-0379,2026-06-25,2649.83,PIX
RC-0011154,AR-0011683,CLI-0396,2026-07-28,2682.15,Transferencia
RC-0011155,AR-0011684,CLI-0413,2026-08-29,821.62,Boleto
RC-0011156,AR-0011685,CLI-0413,2026-09-13,821.62,Boleto
RC-0011157,AR-0011686,CLI-0413,2026-09-28,821.62,Boleto
RC-0011158,AR-0011687,CLI-0430,2024-09-19,2933.53,PIX
RC-0011159,AR-0011688,CLI-0447,2024-10-22,2952.93,Transferencia
RC-0011160,AR-0011689,CLI-0464,2024-11-20,2972.18,Boleto
RC-0011161,AR-0011690,CLI-0481,2025-01-04,1191.92,PIX
RC-0011162,AR-0011691,CLI-0481,2025-01-19,1191.92,PIX
RC-0011163,AR-0011692,CLI-0481,2025-02-03,1191.92,PIX
RC-0011164,AR-0011693,CLI-0498,2025-01-22,3598.56,Transferencia
RC-0011165,AR-0011694,CLI-0515,2025-02-23,2823.31,Boleto
RC-0011166,AR-0011695,CLI-0532,2025-03-27,2840.82,PIX
RC-0011167,AR-0011696,CLI-0549,2025-04-25,1677.64,Transferencia
RC-0011168,AR-0011697,CLI-0549,2025-05-10,1677.64,Transferencia
RC-0011169,AR-0011698,CLI-0566,2025-05-27,3419.57,Boleto
RC-0011170,AR-0011699,CLI-0583,2025-06-28,3185.25,PIX
RC-0011171,AR-0011700,CLI-0600,2025-07-31,3204.08,Transferencia
RC-0011172,AR-0011701,CLI-0617,2025-08-29,988.32,Boleto
RC-0011173,AR-0011702,CLI-0617,2025-09-13,988.32,Boleto
RC-0011174,AR-0011703,CLI-0617,2025-09-28,988.32,Boleto
RC-0011175,AR-0011704,CLI-0014,2025-09-30,3241.33,PIX
RC-0011176,AR-0011705,CLI-0031,2025-11-01,3277.79,Transferencia
RC-0011177,AR-0011706,CLI-0048,2025-12-02,3271.72,Boleto
RC-0011178,AR-0011707,CLI-0065,2026-01-19,1926.50,PIX
RC-0011179,AR-0011708,CLI-0065,2026-02-03,1926.50,PIX
RC-0011180,AR-0011709,CLI-0082,2026-02-14,3844.94,Transferencia
RC-0011181,AR-0011710,CLI-0099,2026-03-19,2991.11,Boleto
RC-0011182,AR-0011711,CLI-0116,2026-04-21,3023.38,PIX
RC-0011183,AR-0011712,CLI-0133,2026-05-21,1770.34,Transferencia
RC-0011184,AR-0011713,CLI-0133,2026-06-05,1770.34,Transferencia
RC-0011185,AR-0011714,CLI-0150,2026-06-14,3531.82,Boleto
RC-0011186,AR-0011715,CLI-0167,2026-07-16,3261.60,PIX
RC-0011187,AR-0011716,CLI-0184,2026-08-18,3252.65,Transferencia
RC-0011188,AR-0011717,CLI-0001,2026-08-22,353.28,Boleto
RC-0011189,AR-0011718,CLI-0001,2026-09-06,353.28,Boleto
RC-0011190,AR-0011719,CLI-0001,2026-09-21,353.28,Boleto
RC-0011191,AR-0011720,CLI-0001,2026-10-06,353.28,Boleto
RC-0011192,AR-0011721,CLI-0002,2024-09-14,1693.37,PIX
RC-0011193,AR-0011722,CLI-0003,2024-10-16,1716.06,Transferencia
RC-0011194,AR-0011723,CLI-0004,2024-11-16,1738.60,Boleto
RC-0011195,AR-0011724,CLI-0005,2024-12-19,1039.00,PIX
RC-0011196,AR-0011725,CLI-0005,2025-01-03,1039.00,PIX
RC-0011197,AR-0011726,CLI-0006,2025-01-20,2131.70,Transferencia
RC-0011198,AR-0011727,CLI-0007,2025-02-19,1682.68,Boleto
RC-0011199,AR-0011728,CLI-0008,2025-03-23,1703.23,PIX
RC-0011200,AR-0011729,CLI-0009,2025-04-21,1011.70,Transferencia
RC-0011201,AR-0011730,CLI-0009,2025-05-06,1011.70,Transferencia
RC-0011202,AR-0011731,CLI-0010,2025-05-23,2047.23,Boleto
RC-0011203,AR-0011732,CLI-0011,2025-06-23,1942.50,PIX
RC-0011204,AR-0011733,CLI-0012,2025-07-25,1964.62,Transferencia
RC-0011205,AR-0011737,CLI-0014,2025-09-27,2008.45,PIX
RC-0011206,AR-0011738,CLI-0015,2025-10-30,2015.09,Transferencia
RC-0011207,AR-0011739,CLI-0001,2025-11-28,2047.72,Boleto
RC-0011208,AR-0011740,CLI-0002,2025-12-30,1211.66,PIX
RC-0011209,AR-0011741,CLI-0002,2026-01-14,1211.66,PIX
RC-0011210,AR-0011742,CLI-0003,2026-02-07,2429.83,Transferencia
RC-0011211,AR-0011743,CLI-0004,2026-03-12,1899.10,Boleto
RC-0011212,AR-0011744,CLI-0005,2026-04-14,1903.39,PIX
RC-0011213,AR-0011745,CLI-0006,2026-05-14,756.15,Transferencia
RC-0011214,AR-0011746,CLI-0006,2026-05-29,756.15,Transferencia
RC-0011215,AR-0011747,CLI-0006,2026-06-13,756.15,Transferencia
RC-0011216,AR-0011748,CLI-0007,2026-06-16,2272.74,Boleto
RC-0011217,AR-0011749,CLI-0008,2026-07-18,2107.92,PIX
RC-0011218,AR-0011750,CLI-0009,2026-08-20,2111.04,Transferencia
RC-0011219,AR-0011751,CLI-0010,2026-09-12,648.22,Boleto
RC-0011220,AR-0011752,CLI-0010,2026-09-27,648.22,Boleto
RC-0011221,AR-0011753,CLI-0010,2026-10-12,648.22,Boleto
RC-0011222,AR-0011754,CLI-0011,2024-10-08,2350.42,PIX
RC-0011223,AR-0011755,CLI-0012,2024-11-09,2371.50,Transferencia
RC-0011224,AR-0011756,CLI-0013,2024-12-25,2392.43,Boleto
RC-0011225,AR-0011757,CLI-0014,2024-12-14,1423.80,PIX
RC-0011226,AR-0011758,CLI-0014,2024-12-29,1423.80,PIX
RC-0011227,AR-0011759,CLI-0015,2025-01-14,2871.98,Transferencia
RC-0011228,AR-0011760,CLI-0001,2025-02-15,2287.49,Boleto
RC-0011229,AR-0011761,CLI-0002,2025-03-20,2306.55,PIX
RC-0011230,AR-0011762,CLI-0003,2025-04-19,1364.96,Transferencia
RC-0011231,AR-0011763,CLI-0003,2025-05-04,1364.96,Transferencia
RC-0011232,AR-0011764,CLI-0004,2025-05-19,2752.00,Boleto
RC-0011233,AR-0011765,CLI-0005,2025-06-19,2568.46,PIX
RC-0011234,AR-0011766,CLI-0176,2025-07-21,2622.37,Transferencia
RC-0011235,AR-0011767,CLI-0193,2025-08-21,810.44,Boleto
RC-0011236,AR-0011768,CLI-0193,2025-09-05,810.44,Boleto
RC-0011237,AR-0011769,CLI-0193,2025-09-20,810.44,Boleto
RC-0011238,AR-0011770,CLI-0210,2025-09-22,2662.98,PIX
RC-0011239,AR-0011771,CLI-0227,2025-10-24,2663.18,Transferencia
RC-0011240,AR-0011772,CLI-0244,2025-11-24,2662.96,Boleto
RC-0011241,AR-0011773,CLI-0261,2025-12-27,1060.90,PIX
RC-0011242,AR-0011774,CLI-0261,2026-01-11,1060.90,PIX
RC-0011243,AR-0011775,CLI-0261,2026-01-26,1060.90,PIX
RC-0011244,AR-0011776,CLI-0278,2026-02-09,3181.63,Transferencia
RC-0011245,AR-0011777,CLI-0295,2026-03-05,2479.40,Boleto
RC-0011246,AR-0011779,CLI-0329,2026-05-07,1453.25,Transferencia
RC-0011247,AR-0011780,CLI-0329,2026-05-22,1453.25,Transferencia
RC-0011248,AR-0011781,CLI-0346,2026-06-09,2942.13,Boleto
RC-0011249,AR-0011782,CLI-0363,2026-07-11,2721.43,PIX
RC-0011250,AR-0011783,CLI-0380,2026-08-13,2718.29,Transferencia
RC-0011251,AR-0011784,CLI-0397,2026-09-14,832.52,Boleto
RC-0011252,AR-0011785,CLI-0397,2026-09-29,832.52,Boleto
RC-0011253,AR-0011786,CLI-0397,2026-10-14,832.52,Boleto
RC-0011254,AR-0011787,CLI-0414,2024-10-05,2972.18,PIX
RC-0011255,AR-0011788,CLI-0431,2024-11-07,3030.30,Transferencia
RC-0011256,AR-0011789,CLI-0448,2024-12-06,3049.62,Boleto
RC-0011257,AR-0011790,CLI-0465,2025-01-07,1810.60,PIX
RC-0011258,AR-0011791,CLI-0465,2025-01-22,1810.60,PIX
RC-0011259,AR-0011792,CLI-0482,2025-02-07,3643.67,Transferencia
RC-0011260,AR-0011793,CLI-0499,2025-03-11,2858.23,Boleto
RC-0011261,AR-0011794,CLI-0516,2025-04-12,2912.97,PIX
RC-0011262,AR-0011797,CLI-0550,2025-05-15,3460.41,Boleto
RC-0011263,AR-0011798,CLI-0567,2025-06-16,3222.78,PIX
RC-0011264,AR-0011799,CLI-0584,2025-07-19,3241.33,Transferencia
RC-0011265,AR-0011800,CLI-0601,2025-08-17,759.52,Boleto
RC-0011266,AR-0011801,CLI-0601,2025-09-01,759.52,Boleto
RC-0011267,AR-0011802,CLI-0601,2025-09-16,759.52,Boleto
RC-0011268,AR-0011803,CLI-0601,2025-10-01,759.52,Boleto
RC-0011269,AR-0011804,CLI-0618,2025-09-18,3320.87,PIX
RC-0011270,AR-0011805,CLI-0015,2025-10-20,3314.60,Transferencia
RC-0011271,AR-0011806,CLI-0032,2025-11-20,3307.95,Boleto
RC-0011272,AR-0011807,CLI-0049,2025-12-22,1947.54,PIX
RC-0011273,AR-0011808,CLI-0049,2026-01-06,1947.54,PIX
RC-0011274,AR-0011809,CLI-0066,2026-02-02,3937.31,Transferencia
RC-0011275,AR-0011810,CLI-0083,2026-03-07,3062.69,Boleto
RC-0011276,AR-0011811,CLI-0100,2026-04-09,3055.28,PIX
RC-0011277,AR-0011814,CLI-0134,2026-06-02,3568.04,Boleto
RC-0011278,AR-0011815,CLI-0151,2026-07-04,1560.20,PIX
RC-0011279,AR-0011816,CLI-0168,2026-08-06,1569.19,Transferencia
RC-0011280,AR-0011817,CLI-0185,2026-09-07,483.83,Boleto
RC-0011281,AR-0011818,CLI-0185,2026-09-22,483.83,Boleto
RC-0011282,AR-0011819,CLI-0185,2026-10-07,483.83,Boleto
RC-0011283,AR-0011820,CLI-0202,2024-09-30,1738.60,PIX
RC-0011284,AR-0011821,CLI-0219,2024-11-01,1761.01,Transferencia
RC-0011285,AR-0011822,CLI-0236,2024-12-02,1806.52,Boleto
RC-0011286,AR-0011823,CLI-0253,2025-01-04,1079.11,PIX
RC-0011287,AR-0011824,CLI-0253,2025-01-19,1079.11,PIX
RC-0011288,AR-0011825,CLI-0270,2025-02-05,2184.57,Transferencia
RC-0011289,AR-0011826,CLI-0287,2025-03-07,1723.65,Boleto
RC-0011290,AR-0011827,CLI-0304,2025-04-08,1743.94,PIX
RC-0011291,AR-0011828,CLI-0321,2025-05-07,699.30,Transferencia
RC-0011292,AR-0011829,CLI-0321,2025-05-22,699.30,Transferencia
RC-0011293,AR-0011830,CLI-0321,2025-06-06,699.30,Transferencia
RC-0011294,AR-0011831,CLI-0338,2025-06-23,2121.80,Boleto
RC-0011295,AR-0011832,CLI-0355,2025-07-09,1986.61,PIX
RC-0011296,AR-0011833,CLI-0372,2025-08-10,2008.45,Transferencia
RC-0011297,AR-0011834,CLI-0389,2025-08-13,622.58,Boleto
RC-0011298,AR-0011835,CLI-0389,2025-08-28,622.58,Boleto
RC-0011299,AR-0011836,CLI-0389,2025-09-12,622.58,Boleto
RC-0011300,AR-0011837,CLI-0406,2025-09-15,2078.47,PIX
RC-0011301,AR-0011838,CLI-0423,2025-10-18,2084.69,Transferencia
RC-0011302,AR-0011839,CLI-0440,2025-11-16,2090.46,Boleto
RC-0011303,AR-0011840,CLI-0457,2025-12-18,1236.52,PIX
RC-0011304,AR-0011841,CLI-0457,2026-01-02,1236.52,PIX
RC-0011305,AR-0011842,CLI-0474,2026-01-26,2478.81,Transferencia
RC-0011306,AR-0011843,CLI-0491,2026-02-28,1962.18,Boleto
RC-0011307,AR-0011844,CLI-0508,2026-04-02,1966.06,PIX
RC-0011308,AR-0011845,CLI-0525,2026-05-02,1156.04,Transferencia
RC-0011309,AR-0011846,CLI-0525,2026-05-17,1156.04,Transferencia
RC-0011310,AR-0011847,CLI-0542,2026-06-04,2315.72,Boleto
RC-0011311,AR-0011849,CLI-0576,2026-08-08,2178.12,Transferencia
RC-0011312,AR-0011850,CLI-0593,2026-08-31,668.66,Boleto
RC-0011313,AR-0011851,CLI-0593,2026-09-15,668.66,Boleto
RC-0011314,AR-0011852,CLI-0593,2026-09-30,668.66,Boleto
RC-0011315,AR-0011853,CLI-0610,2024-09-26,2392.43,PIX
RC-0011316,AR-0011854,CLI-0007,2024-10-28,2413.23,Transferencia
RC-0011317,AR-0011855,CLI-0024,2024-11-28,2433.88,Boleto
RC-0011318,AR-0011856,CLI-0011,2024-12-30,977.98,PIX
RC-0011319,AR-0011857,CLI-0011,2025-01-14,977.98,PIX
RC-0011320,AR-0011858,CLI-0011,2025-01-29,977.98,PIX
RC-0011321,AR-0011859,CLI-0012,2025-01-30,2958.41,Transferencia
RC-0011322,AR-0011861,CLI-0014,2025-04-05,2344.31,PIX
RC-0011323,AR-0011862,CLI-0015,2025-05-05,1386.96,Transferencia
RC-0011324,AR-0011863,CLI-0015,2025-05-20,1386.96,Transferencia
RC-0011325,AR-0011864,CLI-0001,2025-06-04,2832.16,Boleto
RC-0011326,AR-0011865,CLI-0002,2025-07-05,2642.75,PIX
RC-0011327,AR-0011866,CLI-0003,2025-08-06,2662.98,Transferencia
RC-0011328,AR-0011867,CLI-0004,2025-09-06,822.81,Boleto
RC-0011329,AR-0011868,CLI-0004,2025-09-21,822.81,Boleto
RC-0011330,AR-0011869,CLI-0004,2025-10-06,822.81,Boleto
RC-0011331,AR-0011870,CLI-0005,2025-10-08,2703.03,PIX
RC-0011332,AR-0011871,CLI-0006,2025-11-09,2737.92,Transferencia
