source_record_id,sku,name,category,unit_of_measure,status,default_cost,default_price,tax_profile_ref,external_id
SRC-PROD-00378,SKU-NDB-00378,Bombas Hidraulicas Modelo 0378,Bombas Hidraulicas,MT,active,24.20,30.98,ICMS18,PRD-00378
SRC-PROD-00379,SKU-NDB-00379,Ferramentas Modelo 0379,Ferramentas,RL,active,25.10,34.64,ICMS18,PRD-00379
SRC-PROD-00380,SKU-NDB-00380,Fixacao Modelo 0380,Fixacao,UN,active,26.00,35.88,ICMS18,PRD-00380
SRC-PROD-00381,SKU-NDB-00381,Painel Eletrico Modelo 0381,Painel Eletrico,CX,active,26.90,37.12,ICMS18,PRD-00381
SRC-PROD-00382,SKU-NDB-00382,Valvulas Modelo 0382,Valvulas,MT,active,27.80,38.36,ICMS18,PRD-00382
SRC-PROD-00383,SKU-NDB-00383,Acessorios Hidraulicos Modelo 0383,Acessorios Hidraulicos,RL,active,28.70,39.61,ICMS18,PRD-00383
SRC-PROD-00384,SKU-NDB-00384,Cabos e Fios Modelo 0384,Cabos e Fios,UN,active,29.60,40.85,ICMS18,PRD-00384
SRC-PROD-00385,SKU-NDB-00385,Disjuntores Modelo 0385,Disjuntores,CX,active,30.50,39.04,ICMS18,PRD-00385
SRC-PROD-00386,SKU-NDB-00386,Tomadas e Interruptores Modelo 0386,Tomadas e Interruptores,MT,active,31.40,43.33,ICMS18,PRD-00386
SRC-PROD-00387,SKU-NDB-00387,Iluminacao LED Modelo 0387,Iluminacao LED,RL,active,32.30,44.57,ICMS18,PRD-00387
SRC-PROD-00388,SKU-NDB-00388,Conexoes PVC Modelo 0388,Conexoes PVC,UN,active,33.20,45.82,ICMS18,PRD-00388
SRC-PROD-00389,SKU-NDB-00389,Tubos e Eletrodutos Modelo 0389,Tubos e Eletrodutos,CX,active,34.10,47.06,ICMS18,PRD-00389
SRC-PROD-00390,SKU-NDB-00390,Bombas Hidraulicas Modelo 0390,Bombas Hidraulicas,MT,active,35.00,48.30,ICMS18,PRD-00390
SRC-PROD-00391,SKU-NDB-00391,Ferramentas Modelo 0391,Ferramentas,RL,active,35.90,49.54,ICMS18,PRD-00391
SRC-PROD-00392,SKU-NDB-00392,Fixacao Modelo 0392,Fixacao,UN,active,36.80,47.10,ICMS18,PRD-00392
SRC-PROD-00393,SKU-NDB-00393,Painel Eletrico Modelo 0393,Painel Eletrico,CX,active,37.70,52.03,ICMS18,PRD-00393
SRC-PROD-00394,SKU-NDB-00394,Valvulas Modelo 0394,Valvulas,MT,active,38.60,53.27,ICMS18,PRD-00394
SRC-PROD-00395,SKU-NDB-00395,Acessorios Hidraulicos Modelo 0395,Acessorios Hidraulicos,RL,active,39.50,54.51,ICMS18,PRD-00395
SRC-PROD-00396,SKU-NDB-00396,Cabos e Fios Modelo 0396,Cabos e Fios,UN,active,40.40,55.75,ICMS18,PRD-00396
SRC-PROD-00397,SKU-NDB-00397,Disjuntores Modelo 0397,Disjuntores,CX,active,41.30,56.99,ICMS18,PRD-00397
SRC-PROD-00398,SKU-NDB-00398,Tomadas e Interruptores Modelo 0398,Tomadas e Interruptores,MT,active,42.20,58.24,ICMS18,PRD-00398
SRC-PROD-00399,SKU-NDB-00399,Iluminacao LED Modelo 0399,Iluminacao LED,RL,active,43.10,55.17,ICMS18,PRD-00399
SRC-PROD-00400,SKU-NDB-00400,Conexoes PVC Modelo 0400,Conexoes PVC,UN,active,44.00,60.72,ICMS18,PRD-00400
SRC-PROD-00401,SKU-NDB-00401,Tubos e Eletrodutos Modelo 0401,Tubos e Eletrodutos,CX,active,44.90,61.96,ICMS18,PRD-00401
SRC-PROD-00402,SKU-NDB-00402,Bombas Hidraulicas Modelo 0402,Bombas Hidraulicas,MT,active,45.80,63.20,ICMS18,PRD-00402
SRC-PROD-00403,SKU-NDB-00403,Ferramentas Modelo 0403,Ferramentas,RL,active,46.70,64.45,ICMS18,PRD-00403
SRC-PROD-00404,SKU-NDB-00404,Fixacao Modelo 0404,Fixacao,UN,active,47.60,65.69,ICMS18,PRD-00404
SRC-PROD-00405,SKU-NDB-00405,Painel Eletrico Modelo 0405,Painel Eletrico,CX,active,48.50,66.93,ICMS18,PRD-00405
SRC-PROD-00406,SKU-NDB-00406,Valvulas Modelo 0406,Valvulas,MT,active,49.40,63.23,ICMS18,PRD-00406
SRC-PROD-00407,SKU-NDB-00407,Acessorios Hidraulicos Modelo 0407,Acessorios Hidraulicos,RL,active,50.30,69.41,ICMS18,PRD-00407
SRC-PROD-00408,SKU-NDB-00408,Cabos e Fios Modelo 0408,Cabos e Fios,UN,active,51.20,70.66,ICMS18,PRD-00408
SRC-PROD-00409,SKU-NDB-00409,Disjuntores Modelo 0409,Disjuntores,CX,active,52.10,71.90,ICMS18,PRD-00409
SRC-PROD-00410,SKU-NDB-00410,Tomadas e Interruptores Modelo 0410,Tomadas e Interruptores,MT,inactive,53.00,73.14,ICMS18,PRD-00410
SRC-PROD-00411,SKU-NDB-00411,Iluminacao LED Modelo 0411,Iluminacao LED,RL,active,53.90,74.38,ICMS18,PRD-00411
SRC-PROD-00412,SKU-NDB-00412,Conexoes PVC Modelo 0412,Conexoes PVC,UN,active,54.80,75.62,ICMS18,PRD-00412
SRC-PROD-00413,SKU-NDB-00413,Tubos e Eletrodutos Modelo 0413,Tubos e Eletrodutos,CX,active,55.70,71.30,ICMS18,PRD-00413
SRC-PROD-00414,SKU-NDB-00414,Bombas Hidraulicas Modelo 0414,Bombas Hidraulicas,MT,active,56.60,78.11,ICMS18,PRD-00414
SRC-PROD-00415,SKU-NDB-00415,Ferramentas Modelo 0415,Ferramentas,RL,active,57.50,79.35,ICMS18,PRD-00415
SRC-PROD-00416,SKU-NDB-00416,Fixacao Modelo 0416,Fixacao,UN,active,58.40,80.59,ICMS18,PRD-00416
SRC-PROD-00417,SKU-NDB-00417,Painel Eletrico Modelo 0417,Painel Eletrico,CX,active,59.30,81.83,ICMS18,PRD-00417
SRC-PROD-00418,SKU-NDB-00418,Valvulas Modelo 0418,Valvulas,MT,active,60.20,83.08,ICMS18,PRD-00418
SRC-PROD-00419,SKU-NDB-00419,Acessorios Hidraulicos Modelo 0419,Acessorios Hidraulicos,RL,active,61.10,84.32,ICMS18,PRD-00419
SRC-PROD-00420,SKU-NDB-00420,Cabos e Fios Modelo 0420,Cabos e Fios,UN,active,62.00,79.36,ICMS18,PRD-00420
SRC-PROD-00421,SKU-NDB-00421,Disjuntores Modelo 0421,Disjuntores,CX,active,62.90,86.80,ICMS18,PRD-00421
SRC-PROD-00422,SKU-NDB-00422,Tomadas e Interruptores Modelo 0422,Tomadas e Interruptores,MT,active,63.80,88.04,ICMS18,PRD-00422
SRC-PROD-00423,SKU-NDB-00423,Iluminacao LED Modelo 0423,Iluminacao LED,RL,active,64.70,89.29,ICMS18,PRD-00423
SRC-PROD-00424,SKU-NDB-00424,Conexoes PVC Modelo 0424,Conexoes PVC,UN,active,65.60,90.53,ICMS18,PRD-00424
SRC-PROD-00425,SKU-NDB-00425,Tubos e Eletrodutos Modelo 0425,Tubos e Eletrodutos,CX,active,66.50,91.77,ICMS18,PRD-00425
SRC-PROD-00426,SKU-NDB-00426,Bombas Hidraulicas Modelo 0426,Bombas Hidraulicas,MT,active,67.40,93.01,ICMS18,PRD-00426
SRC-PROD-00427,SKU-NDB-00427,Ferramentas Modelo 0427,Ferramentas,RL,active,68.30,87.42,ICMS18,PRD-00427
SRC-PROD-00428,SKU-NDB-00428,Fixacao Modelo 0428,Fixacao,UN,active,69.20,95.50,ICMS18,PRD-00428
SRC-PROD-00429,SKU-NDB-00429,Painel Eletrico Modelo 0429,Painel Eletrico,CX,active,70.10,96.74,ICMS18,PRD-00429
SRC-PROD-00430,SKU-NDB-00430,Valvulas Modelo 0430,Valvulas,MT,active,71.00,97.98,ICMS18,PRD-00430
SRC-PROD-00431,SKU-NDB-00431,Acessorios Hidraulicos Modelo 0431,Acessorios Hidraulicos,RL,active,71.90,99.22,ICMS18,PRD-00431
SRC-PROD-00432,SKU-NDB-00432,Cabos e Fios Modelo 0432,Cabos e Fios,UN,active,72.80,100.46,ICMS18,PRD-00432
SRC-PROD-00433,SKU-NDB-00433,Disjuntores Modelo 0433,Disjuntores,CX,active,73.70,101.71,ICMS18,PRD-00433
SRC-PROD-00434,SKU-NDB-00434,Tomadas e Interruptores Modelo 0434,Tomadas e Interruptores,MT,active,74.60,95.49,ICMS18,PRD-00434
SRC-PROD-00435,SKU-NDB-00435,Iluminacao LED Modelo 0435,Iluminacao LED,RL,active,75.50,104.19,ICMS18,PRD-00435
SRC-PROD-00436,SKU-NDB-00436,Conexoes PVC Modelo 0436,Conexoes PVC,UN,active,76.40,105.43,ICMS18,PRD-00436
SRC-PROD-00437,SKU-NDB-00437,Tubos e Eletrodutos Modelo 0437,Tubos e Eletrodutos,CX,active,77.30,106.67,ICMS18,PRD-00437
SRC-PROD-00438,SKU-NDB-00438,Bombas Hidraulicas Modelo 0438,Bombas Hidraulicas,MT,active,78.20,107.92,ICMS18,PRD-00438
SRC-PROD-00439,SKU-NDB-00439,Ferramentas Modelo 0439,Ferramentas,RL,active,79.10,109.16,ICMS18,PRD-00439
SRC-PROD-00440,SKU-NDB-00440,Fixacao Modelo 0440,Fixacao,UN,active,80.00,110.40,ICMS18,PRD-00440
SRC-PROD-00441,SKU-NDB-00441,Painel Eletrico Modelo 0441,Painel Eletrico,CX,active,80.90,103.55,ICMS18,PRD-00441
SRC-PROD-00442,SKU-NDB-00442,Valvulas Modelo 0442,Valvulas,MT,active,81.80,112.88,ICMS18,PRD-00442
SRC-PROD-00443,SKU-NDB-00443,Acessorios Hidraulicos Modelo 0443,Acessorios Hidraulicos,RL,active,82.70,114.13,ICMS18,PRD-00443
SRC-PROD-00444,SKU-NDB-00444,Cabos e Fios Modelo 0444,Cabos e Fios,UN,active,83.60,115.37,ICMS18,PRD-00444
SRC-PROD-00445,SKU-NDB-00445,Disjuntores Modelo 0445,Disjuntores,CX,active,84.50,116.61,ICMS18,PRD-00445
SRC-PROD-00446,SKU-NDB-00446,Tomadas e Interruptores Modelo 0446,Tomadas e Interruptores,MT,active,85.40,117.85,ICMS18,PRD-00446
SRC-PROD-00447,SKU-NDB-00447,Iluminacao LED Modelo 0447,Iluminacao LED,RL,active,86.30,119.09,ICMS18,PRD-00447
SRC-PROD-00448,SKU-NDB-00448,Conexoes PVC Modelo 0448,Conexoes PVC,UN,active,87.20,111.62,ICMS18,PRD-00448
SRC-PROD-00449,SKU-NDB-00449,Tubos e Eletrodutos Modelo 0449,Tubos e Eletrodutos,CX,active,88.10,121.58,ICMS18,PRD-00449
SRC-PROD-00450,SKU-NDB-00450,Bombas Hidraulicas Modelo 0450,Bombas Hidraulicas,MT,active,89.00,122.82,ICMS18,PRD-00450
SRC-PROD-00451,SKU-NDB-00451,Ferramentas Modelo 0451,Ferramentas,RL,inactive,89.90,124.06,ICMS18,PRD-00451
SRC-PROD-00452,SKU-NDB-00452,Fixacao Modelo 0452,Fixacao,UN,active,90.80,125.30,ICMS18,PRD-00452
SRC-PROD-00453,SKU-NDB-00453,Painel Eletrico Modelo 0453,Painel Eletrico,CX,active,91.70,126.55,ICMS18,PRD-00453
SRC-PROD-00454,SKU-NDB-00454,Valvulas Modelo 0454,Valvulas,MT,active,92.60,127.79,ICMS18,PRD-00454
SRC-PROD-00455,SKU-NDB-00455,Acessorios Hidraulicos Modelo 0455,Acessorios Hidraulicos,RL,active,93.50,119.68,ICMS18,PRD-00455
SRC-PROD-00456,SKU-NDB-00456,Cabos e Fios Modelo 0456,Cabos e Fios,UN,active,94.40,130.27,ICMS18,PRD-00456
SRC-PROD-00457,SKU-NDB-00457,Disjuntores Modelo 0457,Disjuntores,CX,active,95.30,131.51,ICMS18,PRD-00457
SRC-PROD-00458,SKU-NDB-00458,Tomadas e Interruptores Modelo 0458,Tomadas e Interruptores,MT,active,96.20,132.76,ICMS18,PRD-00458
SRC-PROD-00459,SKU-NDB-00459,Iluminacao LED Modelo 0459,Iluminacao LED,RL,active,97.10,134.00,ICMS18,PRD-00459
SRC-PROD-00460,SKU-NDB-00460,Conexoes PVC Modelo 0460,Conexoes PVC,UN,active,98.00,135.24,ICMS18,PRD-00460
SRC-PROD-00461,SKU-NDB-00461,Tubos e Eletrodutos Modelo 0461,Tubos e Eletrodutos,CX,active,98.90,136.48,ICMS18,PRD-00461
SRC-PROD-00462,SKU-NDB-00462,Bombas Hidraulicas Modelo 0462,Bombas Hidraulicas,MT,active,99.80,127.74,ICMS18,PRD-00462
SRC-PROD-00463,SKU-NDB-00463,Ferramentas Modelo 0463,Ferramentas,RL,active,100.70,138.97,ICMS18,PRD-00463
SRC-PROD-00464,SKU-NDB-00464,Fixacao Modelo 0464,Fixacao,UN,active,101.60,140.21,ICMS18,PRD-00464
SRC-PROD-00465,SKU-NDB-00465,Painel Eletrico Modelo 0465,Painel Eletrico,CX,active,102.50,141.45,ICMS18,PRD-00465
SRC-PROD-00466,SKU-NDB-00466,Valvulas Modelo 0466,Valvulas,MT,active,103.40,142.69,ICMS18,PRD-00466
SRC-PROD-00467,SKU-NDB-00467,Acessorios Hidraulicos Modelo 0467,Acessorios Hidraulicos,RL,active,104.30,143.93,ICMS18,PRD-00467
SRC-PROD-00468,SKU-NDB-00468,Cabos e Fios Modelo 0468,Cabos e Fios,UN,active,105.20,145.18,ICMS18,PRD-00468
SRC-PROD-00469,SKU-NDB-00469,Disjuntores Modelo 0469,Disjuntores,CX,active,106.10,135.81,ICMS18,PRD-00469
SRC-PROD-00470,SKU-NDB-00470,Tomadas e Interruptores Modelo 0470,Tomadas e Interruptores,MT,active,107.00,147.66,ICMS18,PRD-00470
SRC-PROD-00471,SKU-NDB-00471,Iluminacao LED Modelo 0471,Iluminacao LED,RL,active,107.90,148.90,ICMS18,PRD-00471
SRC-PROD-00472,SKU-NDB-00472,Conexoes PVC Modelo 0472,Conexoes PVC,UN,active,108.80,150.14,ICMS18,PRD-00472
SRC-PROD-00473,SKU-NDB-00473,Tubos e Eletrodutos Modelo 0473,Tubos e Eletrodutos,CX,active,109.70,151.39,ICMS18,PRD-00473
SRC-PROD-00474,SKU-NDB-00474,Bombas Hidraulicas Modelo 0474,Bombas Hidraulicas,MT,active,110.60,152.63,ICMS18,PRD-00474
SRC-PROD-00475,SKU-NDB-00475,Ferramentas Modelo 0475,Ferramentas,RL,active,111.50,153.87,ICMS18,PRD-00475
SRC-PROD-00476,SKU-NDB-00476,Fixacao Modelo 0476,Fixacao,UN,active,112.40,143.87,ICMS18,PRD-00476
SRC-PROD-00477,SKU-NDB-00477,Painel Eletrico Modelo 0477,Painel Eletrico,CX,active,113.30,156.35,ICMS18,PRD-00477
SRC-PROD-00478,SKU-NDB-00478,Valvulas Modelo 0478,Valvulas,MT,active,114.20,157.60,ICMS18,PRD-00478
SRC-PROD-00479,SKU-NDB-00479,Acessorios Hidraulicos Modelo 0479,Acessorios Hidraulicos,RL,active,115.10,158.84,ICMS18,PRD-00479
SRC-PROD-00480,SKU-NDB-00480,Cabos e Fios Modelo 0480,Cabos e Fios,UN,active,8.00,11.04,ICMS18,PRD-00480
SRC-PROD-00481,SKU-NDB-00481,Disjuntores Modelo 0481,Disjuntores,CX,active,8.90,12.28,ICMS18,PRD-00481
SRC-PROD-00482,SKU-NDB-00482,Tomadas e Interruptores Modelo 0482,Tomadas e Interruptores,MT,active,9.80,13.52,ICMS18,PRD-00482
SRC-PROD-00483,SKU-NDB-00483,Iluminacao LED Modelo 0483,Iluminacao LED,RL,active,10.70,13.70,ICMS18,PRD-00483
SRC-PROD-00484,SKU-NDB-00484,Conexoes PVC Modelo 0484,Conexoes PVC,UN,active,11.60,16.01,ICMS18,PRD-00484
SRC-PROD-00485,SKU-NDB-00485,Tubos e Eletrodutos Modelo 0485,Tubos e Eletrodutos,CX,active,12.50,17.25,ICMS18,PRD-00485
SRC-PROD-00486,SKU-NDB-00486,Bombas Hidraulicas Modelo 0486,Bombas Hidraulicas,MT,active,13.40,18.49,ICMS18,PRD-00486
SRC-PROD-00487,SKU-NDB-00487,Ferramentas Modelo 0487,Ferramentas,RL,active,14.30,19.73,ICMS18,PRD-00487
SRC-PROD-00488,SKU-NDB-00488,Fixacao Modelo 0488,Fixacao,UN,active,15.20,20.98,ICMS18,PRD-00488
SRC-PROD-00489,SKU-NDB-00489,Painel Eletrico Modelo 0489,Painel Eletrico,CX,active,16.10,22.22,ICMS18,PRD-00489
SRC-PROD-00490,SKU-NDB-00490,Valvulas Modelo 0490,Valvulas,MT,active,17.00,21.76,ICMS18,PRD-00490
SRC-PROD-00491,SKU-NDB-00491,Acessorios Hidraulicos Modelo 0491,Acessorios Hidraulicos,RL,active,17.90,24.70,ICMS18,PRD-00491
SRC-PROD-00492,SKU-NDB-00492,Cabos e Fios Modelo 0492,Cabos e Fios,UN,inactive,18.80,25.94,ICMS18,PRD-00492
SRC-PROD-00493,SKU-NDB-00493,Disjuntores Modelo 0493,Disjuntores,CX,active,19.70,27.19,ICMS18,PRD-00493
SRC-PROD-00494,SKU-NDB-00494,Tomadas e Interruptores Modelo 0494,Tomadas e Interruptores,MT,active,20.60,28.43,ICMS18,PRD-00494
SRC-PROD-00495,SKU-NDB-00495,Iluminacao LED Modelo 0495,Iluminacao LED,RL,active,21.50,29.67,ICMS18,PRD-00495
SRC-PROD-00496,SKU-NDB-00496,Conexoes PVC Modelo 0496,Conexoes PVC,UN,active,22.40,30.91,ICMS18,PRD-00496
SRC-PROD-00497,SKU-NDB-00497,Tubos e Eletrodutos Modelo 0497,Tubos e Eletrodutos,CX,active,23.30,29.82,ICMS18,PRD-00497
SRC-PROD-00498,SKU-NDB-00498,Bombas Hidraulicas Modelo 0498,Bombas Hidraulicas,MT,active,24.20,33.40,ICMS18,PRD-00498
SRC-PROD-00499,SKU-NDB-00499,Ferramentas Modelo 0499,Ferramentas,RL,active,25.10,34.64,ICMS18,PRD-00499
SRC-PROD-00500,SKU-NDB-00500,Fixacao Modelo 0500,Fixacao,UN,active,26.00,35.88,ICMS18,PRD-00500
SRC-PROD-00501,SKU-NDB-00501,Painel Eletrico Modelo 0501,Painel Eletrico,CX,active,26.90,37.12,ICMS18,PRD-00501
SRC-PROD-00502,SKU-NDB-00502,Valvulas Modelo 0502,Valvulas,MT,active,27.80,38.36,ICMS18,PRD-00502
SRC-PROD-00503,SKU-NDB-00503,Acessorios Hidraulicos Modelo 0503,Acessorios Hidraulicos,RL,active,28.70,39.61,ICMS18,PRD-00503
SRC-PROD-00504,SKU-NDB-00504,Cabos e Fios Modelo 0504,Cabos e Fios,UN,active,29.60,37.89,ICMS18,PRD-00504
SRC-PROD-00505,SKU-NDB-00505,Disjuntores Modelo 0505,Disjuntores,CX,active,30.50,42.09,ICMS18,PRD-00505
SRC-PROD-00506,SKU-NDB-00506,Tomadas e Interruptores Modelo 0506,Tomadas e Interruptores,MT,active,31.40,43.33,ICMS18,PRD-00506
SRC-PROD-00507,SKU-NDB-00507,Iluminacao LED Modelo 0507,Iluminacao LED,RL,active,32.30,44.57,ICMS18,PRD-00507
SRC-PROD-00508,SKU-NDB-00508,Conexoes PVC Modelo 0508,Conexoes PVC,UN,active,33.20,45.82,ICMS18,PRD-00508
SRC-PROD-00509,SKU-NDB-00509,Tubos e Eletrodutos Modelo 0509,Tubos e Eletrodutos,CX,active,34.10,47.06,ICMS18,PRD-00509
SRC-PROD-00510,SKU-NDB-00510,Bombas Hidraulicas Modelo 0510,Bombas Hidraulicas,MT,active,35.00,48.30,ICMS18,PRD-00510
SRC-PROD-00511,SKU-NDB-00511,Ferramentas Modelo 0511,Ferramentas,RL,active,35.90,45.95,ICMS18,PRD-00511
SRC-PROD-00512,SKU-NDB-00512,Fixacao Modelo 0512,Fixacao,UN,active,36.80,50.78,ICMS18,PRD-00512
SRC-PROD-00513,SKU-NDB-00513,Painel Eletrico Modelo 0513,Painel Eletrico,CX,active,37.70,52.03,ICMS18,PRD-00513
SRC-PROD-00514,SKU-NDB-00514,Valvulas Modelo 0514,Valvulas,MT,active,38.60,53.27,ICMS18,PRD-00514
SRC-PROD-00515,SKU-NDB-00515,Acessorios Hidraulicos Modelo 0515,Acessorios Hidraulicos,RL,active,39.50,54.51,ICMS18,PRD-00515
SRC-PROD-00516,SKU-NDB-00516,Cabos e Fios Modelo 0516,Cabos e Fios,UN,active,40.40,55.75,ICMS18,PRD-00516
SRC-PROD-00517,SKU-NDB-00517,Disjuntores Modelo 0517,Disjuntores,CX,active,41.30,56.99,ICMS18,PRD-00517
SRC-PROD-00518,SKU-NDB-00518,Tomadas e Interruptores Modelo 0518,Tomadas e Interruptores,MT,active,42.20,54.02,ICMS18,PRD-00518
SRC-PROD-00519,SKU-NDB-00519,Iluminacao LED Modelo 0519,Iluminacao LED,RL,active,43.10,59.48,ICMS18,PRD-00519
SRC-PROD-00520,SKU-NDB-00520,Conexoes PVC Modelo 0520,Conexoes PVC,UN,active,44.00,60.72,ICMS18,PRD-00520
SRC-PROD-00521,SKU-NDB-00521,Tubos e Eletrodutos Modelo 0521,Tubos e Eletrodutos,CX,active,44.90,61.96,ICMS18,PRD-00521
SRC-PROD-00522,SKU-NDB-00522,Bombas Hidraulicas Modelo 0522,Bombas Hidraulicas,MT,active,45.80,63.20,ICMS18,PRD-00522
SRC-PROD-00523,SKU-NDB-00523,Ferramentas Modelo 0523,Ferramentas,RL,active,46.70,64.45,ICMS18,PRD-00523
SRC-PROD-00524,SKU-NDB-00524,Fixacao Modelo 0524,Fixacao,UN,active,47.60,65.69,ICMS18,PRD-00524
SRC-PROD-00525,SKU-NDB-00525,Painel Eletrico Modelo 0525,Painel Eletrico,CX,active,48.50,62.08,ICMS18,PRD-00525
SRC-PROD-00526,SKU-NDB-00526,Valvulas Modelo 0526,Valvulas,MT,active,49.40,68.17,ICMS18,PRD-00526
SRC-PROD-00527,SKU-NDB-00527,Acessorios Hidraulicos Modelo 0527,Acessorios Hidraulicos,RL,active,50.30,69.41,ICMS18,PRD-00527
SRC-PROD-00528,SKU-NDB-00528,Cabos e Fios Modelo 0528,Cabos e Fios,UN,active,51.20,70.66,ICMS18,PRD-00528
SRC-PROD-00529,SKU-NDB-00529,Disjuntores Modelo 0529,Disjuntores,CX,active,52.10,71.90,ICMS18,PRD-00529
SRC-PROD-00530,SKU-NDB-00530,Tomadas e Interruptores Modelo 0530,Tomadas e Interruptores,MT,active,53.00,73.14,ICMS18,PRD-00530
SRC-PROD-00531,SKU-NDB-00531,Iluminacao LED Modelo 0531,Iluminacao LED,RL,active,53.90,74.38,ICMS18,PRD-00531
SRC-PROD-00532,SKU-NDB-00532,Conexoes PVC Modelo 0532,Conexoes PVC,UN,active,54.80,70.14,ICMS18,PRD-00532
SRC-PROD-00533,SKU-NDB-00533,Tubos e Eletrodutos Modelo 0533,Tubos e Eletrodutos,CX,inactive,55.70,76.87,ICMS18,PRD-00533
SRC-PROD-00534,SKU-NDB-00534,Bombas Hidraulicas Modelo 0534,Bombas Hidraulicas,MT,active,56.60,78.11,ICMS18,PRD-00534
SRC-PROD-00535,SKU-NDB-00535,Ferramentas Modelo 0535,Ferramentas,RL,active,57.50,79.35,ICMS18,PRD-00535
SRC-PROD-00536,SKU-NDB-00536,Fixacao Modelo 0536,Fixacao,UN,active,58.40,80.59,ICMS18,PRD-00536
SRC-PROD-00537,SKU-NDB-00537,Painel Eletrico Modelo 0537,Painel Eletrico,CX,active,59.30,81.83,ICMS18,PRD-00537
SRC-PROD-00538,SKU-NDB-00538,Valvulas Modelo 0538,Valvulas,MT,active,60.20,83.08,ICMS18,PRD-00538
SRC-PROD-00539,SKU-NDB-00539,Acessorios Hidraulicos Modelo 0539,Acessorios Hidraulicos,RL,active,61.10,78.21,ICMS18,PRD-00539
SRC-PROD-00540,SKU-NDB-00540,Cabos e Fios Modelo 0540,Cabos e Fios,UN,active,62.00,85.56,ICMS18,PRD-00540
SRC-PROD-00541,SKU-NDB-00541,Disjuntores Modelo 0541,Disjuntores,CX,active,62.90,86.80,ICMS18,PRD-00541
SRC-PROD-00542,SKU-NDB-00542,Tomadas e Interruptores Modelo 0542,Tomadas e Interruptores,MT,active,63.80,88.04,ICMS18,PRD-00542
SRC-PROD-00543,SKU-NDB-00543,Iluminacao LED Modelo 0543,Iluminacao LED,RL,active,64.70,89.29,ICMS18,PRD-00543
SRC-PROD-00544,SKU-NDB-00544,Conexoes PVC Modelo 0544,Conexoes PVC,UN,active,65.60,90.53,ICMS18,PRD-00544
SRC-PROD-00545,SKU-NDB-00545,Tubos e Eletrodutos Modelo 0545,Tubos e Eletrodutos,CX,active,66.50,91.77,ICMS18,PRD-00545
SRC-PROD-00546,SKU-NDB-00546,Bombas Hidraulicas Modelo 0546,Bombas Hidraulicas,MT,active,67.40,86.27,ICMS18,PRD-00546
SRC-PROD-00547,SKU-NDB-00547,Ferramentas Modelo 0547,Ferramentas,RL,active,68.30,94.25,ICMS18,PRD-00547
SRC-PROD-00548,SKU-NDB-00548,Fixacao Modelo 0548,Fixacao,UN,active,69.20,95.50,ICMS18,PRD-00548
SRC-PROD-00549,SKU-NDB-00549,Painel Eletrico Modelo 0549,Painel Eletrico,CX,active,70.10,96.74,ICMS18,PRD-00549
SRC-PROD-00550,SKU-NDB-00550,Valvulas Modelo 0550,Valvulas,MT,active,71.00,97.98,ICMS18,PRD-00550
SRC-PROD-00551,SKU-NDB-00551,Acessorios Hidraulicos Modelo 0551,Acessorios Hidraulicos,RL,active,71.90,99.22,ICMS18,PRD-00551
SRC-PROD-00552,SKU-NDB-00552,Cabos e Fios Modelo 0552,Cabos e Fios,UN,active,72.80,100.46,ICMS18,PRD-00552
SRC-PROD-00553,SKU-NDB-00553,Disjuntores Modelo 0553,Disjuntores,CX,active,73.70,94.34,ICMS18,PRD-00553
SRC-PROD-00554,SKU-NDB-00554,Tomadas e Interruptores Modelo 0554,Tomadas e Interruptores,MT,active,74.60,102.95,ICMS18,PRD-00554
SRC-PROD-00555,SKU-NDB-00555,Iluminacao LED Modelo 0555,Iluminacao LED,RL,active,75.50,104.19,ICMS18,PRD-00555
SRC-PROD-00556,SKU-NDB-00556,Conexoes PVC Modelo 0556,Conexoes PVC,UN,active,76.40,105.43,ICMS18,PRD-00556
SRC-PROD-00557,SKU-NDB-00557,Tubos e Eletrodutos Modelo 0557,Tubos e Eletrodutos,CX,active,77.30,106.67,ICMS18,PRD-00557
SRC-PROD-00558,SKU-NDB-00558,Bombas Hidraulicas Modelo 0558,Bombas Hidraulicas,MT,active,78.20,107.92,ICMS18,PRD-00558
SRC-PROD-00559,SKU-NDB-00559,Ferramentas Modelo 0559,Ferramentas,RL,active,79.10,109.16,ICMS18,PRD-00559
SRC-PROD-00560,SKU-NDB-00560,Fixacao Modelo 0560,Fixacao,UN,active,80.00,102.40,ICMS18,PRD-00560
SRC-PROD-00561,SKU-NDB-00561,Painel Eletrico Modelo 0561,Painel Eletrico,CX,active,80.90,111.64,ICMS18,PRD-00561
SRC-PROD-00562,SKU-NDB-00562,Valvulas Modelo 0562,Valvulas,MT,active,81.80,112.88,ICMS18,PRD-00562
SRC-PROD-00563,SKU-NDB-00563,Acessorios Hidraulicos Modelo 0563,Acessorios Hidraulicos,RL,active,82.70,114.13,ICMS18,PRD-00563
SRC-PROD-00564,SKU-NDB-00564,Cabos e Fios Modelo 0564,Cabos e Fios,UN,active,83.60,115.37,ICMS18,PRD-00564
SRC-PROD-00565,SKU-NDB-00565,Disjuntores Modelo 0565,Disjuntores,CX,active,84.50,116.61,ICMS18,PRD-00565
SRC-PROD-00566,SKU-NDB-00566,Tomadas e Interruptores Modelo 0566,Tomadas e Interruptores,MT,active,85.40,117.85,ICMS18,PRD-00566
