purchase_id,supplier_id,purchase_date,expected_delivery_date,actual_delivery_date,status,gross_amount,delay_days
PO-006454,SUP-056,2026-05-15,2026-06-04,2026-06-05,entregue,5241.98,1
PO-006455,SUP-061,2026-06-16,2026-07-07,2026-07-09,entregue,5327.28,2
PO-006456,SUP-066,2026-07-17,2026-08-08,2026-08-08,aberto,5413.25,0
PO-006457,SUP-071,2024-08-18,2024-09-10,2024-09-11,entregue,4614.00,1
PO-006458,SUP-076,2024-09-19,2024-10-13,2024-10-15,entregue,4693.25,2
PO-006459,SUP-081,2024-10-20,2024-11-14,2024-11-14,entregue,4773.17,0
PO-006460,SUP-001,2024-11-21,2024-12-17,2024-12-18,entregue,4853.76,1
PO-006461,SUP-006,2024-12-22,2025-01-18,2025-01-20,entregue,4935.02,2
PO-006462,SUP-011,2025-01-23,2025-02-02,2025-02-11,entregue,5016.96,9
PO-006463,SUP-016,2025-02-24,2025-03-07,2025-03-08,entregue,5099.57,1
PO-006464,SUP-021,2025-03-25,2025-04-06,2025-04-08,entregue,5182.85,2
PO-006465,SUP-026,2025-04-26,2025-05-09,2025-05-09,entregue,5266.80,0
PO-006466,SUP-031,2025-05-27,2025-06-10,2025-06-11,entregue,5351.42,1
PO-006467,SUP-036,2025-06-28,2025-07-13,2025-07-15,entregue,5436.72,2
PO-006468,SUP-041,2025-07-01,2025-07-17,2025-07-17,entregue,5522.69,0
PO-006469,SUP-046,2025-08-02,2025-08-19,2025-08-20,entregue,5609.33,1
PO-006470,SUP-051,2025-09-03,2025-09-21,2025-09-23,entregue,5696.64,2
PO-006471,SUP-056,2025-10-04,2025-10-23,2025-10-23,entregue,5784.62,0
PO-006472,SUP-061,2025-11-05,2025-11-25,2025-11-26,entregue,5873.28,1
PO-006473,SUP-066,2025-12-06,2025-12-27,2025-12-29,entregue,5962.61,2
PO-006474,SUP-071,2026-01-07,2026-01-29,2026-01-29,entregue,6052.61,0
PO-006475,SUP-076,2026-02-08,2026-03-03,2026-03-04,entregue,6143.28,1
PO-006476,SUP-081,2026-03-09,2026-04-02,2026-04-04,entregue,6234.62,2
PO-006477,SUP-001,2026-04-10,2026-05-05,2026-05-05,entregue,6326.64,0
PO-006478,SUP-006,2026-05-11,2026-06-06,2026-06-07,entregue,6419.33,1
PO-006479,SUP-011,2026-06-12,2026-07-09,2026-07-21,aberto,6512.69,12
PO-006480,SUP-016,2026-07-13,2026-07-23,2026-07-23,aberto,2131.20,0
PO-006481,SUP-021,2024-08-14,2024-08-25,2024-08-26,entregue,1842.00,1
PO-006482,SUP-026,2024-09-15,2024-09-27,2024-09-29,entregue,1899.07,2
PO-006483,SUP-031,2024-10-16,2024-10-29,2024-10-29,entregue,1956.82,0
PO-006484,SUP-036,2024-11-17,2024-12-01,2024-12-02,entregue,2015.23,1
PO-006485,SUP-041,2024-12-18,2025-01-02,2025-01-04,entregue,2074.32,2
PO-006486,SUP-046,2025-01-19,2025-02-04,2025-02-04,entregue,2134.08,0
PO-006487,SUP-051,2025-02-20,2025-03-09,2025-03-10,entregue,2194.51,1
PO-006488,SUP-056,2025-03-21,2025-04-08,2025-04-10,entregue,2255.62,2
PO-006489,SUP-061,2025-04-22,2025-05-11,2025-05-11,entregue,2317.39,0
PO-006490,SUP-066,2025-05-23,2025-06-12,2025-06-13,entregue,2379.84,1
PO-006491,SUP-071,2025-06-24,2025-07-15,2025-07-17,entregue,2442.96,2
PO-006492,SUP-076,2025-07-25,2025-08-16,2025-08-16,entregue,2506.75,0
PO-006493,SUP-081,2025-08-26,2025-09-18,2025-09-19,entregue,2571.22,1
PO-006494,SUP-001,2025-09-27,2025-10-21,2025-10-23,entregue,2636.35,2
PO-006495,SUP-006,2025-10-28,2025-11-22,2025-11-22,entregue,2702.16,0
PO-006496,SUP-011,2025-11-01,2025-11-27,2025-12-05,entregue,2768.64,8
PO-006497,SUP-016,2025-12-02,2025-12-29,2025-12-31,entregue,2835.79,2
PO-006498,SUP-021,2026-01-03,2026-01-13,2026-01-13,entregue,2903.62,0
PO-006499,SUP-026,2026-02-04,2026-02-15,2026-02-16,entregue,2972.11,1
PO-006500,SUP-031,2026-03-05,2026-03-17,2026-03-19,entregue,3041.28,2
PO-006501,SUP-036,2026-04-06,2026-04-19,2026-04-19,entregue,3111.12,0
PO-006502,SUP-041,2026-05-07,2026-05-21,2026-05-22,entregue,3181.63,1
PO-006503,SUP-046,2026-06-08,2026-06-23,2026-06-25,entregue,3252.82,2
PO-006504,SUP-051,2026-07-09,2026-07-25,2026-07-25,aberto,3324.67,0
PO-006505,SUP-056,2024-08-10,2024-08-27,2024-08-28,entregue,2850.00,1
PO-006506,SUP-061,2024-09-11,2024-09-29,2024-10-01,entregue,2915.14,2
PO-006507,SUP-066,2024-10-12,2024-10-31,2024-10-31,entregue,2980.94,0
PO-006508,SUP-071,2024-11-13,2024-12-03,2024-12-04,entregue,3047.42,1
PO-006509,SUP-076,2024-12-14,2025-01-04,2025-01-06,entregue,3114.58,2
PO-006510,SUP-081,2025-01-15,2025-02-06,2025-02-06,entregue,3182.40,0
PO-006511,SUP-001,2025-02-16,2025-03-11,2025-03-12,entregue,3250.90,1
PO-006512,SUP-006,2025-03-17,2025-04-10,2025-04-12,entregue,3320.06,2
PO-006513,SUP-011,2025-04-18,2025-05-13,2025-05-24,entregue,3389.90,11
PO-006514,SUP-016,2025-05-19,2025-06-14,2025-06-15,entregue,3460.42,1
PO-006515,SUP-021,2025-06-20,2025-07-17,2025-07-19,entregue,3531.60,2
PO-006516,SUP-026,2025-07-21,2025-07-31,2025-07-31,entregue,3603.46,0
PO-006517,SUP-031,2025-08-22,2025-09-02,2025-09-03,entregue,3675.98,1
PO-006518,SUP-036,2025-09-23,2025-10-05,2025-10-07,entregue,3749.18,2
PO-006519,SUP-041,2025-10-24,2025-11-06,2025-11-06,entregue,3823.06,0
PO-006520,SUP-046,2025-11-25,2025-12-09,2025-12-10,entregue,3897.60,1
PO-006521,SUP-051,2025-12-26,2026-01-10,2026-01-12,entregue,3972.82,2
PO-006522,SUP-056,2026-01-27,2026-02-12,2026-02-12,entregue,4048.70,0
PO-006523,SUP-061,2026-02-28,2026-03-17,2026-03-18,entregue,4125.26,1
PO-006524,SUP-066,2026-03-01,2026-03-19,2026-03-21,entregue,4202.50,2
PO-006525,SUP-071,2026-04-02,2026-04-21,2026-04-21,entregue,4280.40,0
PO-006526,SUP-076,2026-05-03,2026-05-23,2026-05-24,entregue,4358.98,1
PO-006527,SUP-081,2026-06-04,2026-06-25,2026-06-27,entregue,4438.22,2
PO-006528,SUP-001,2026-07-05,2026-07-27,2026-07-27,aberto,4518.14,0
PO-006529,SUP-006,2024-08-06,2024-08-29,2024-08-30,entregue,3858.00,1
PO-006530,SUP-011,2024-09-07,2024-10-01,2024-10-15,entregue,3931.20,14
PO-006531,SUP-016,2024-10-08,2024-11-02,2024-11-02,entregue,4005.07,0
PO-006532,SUP-021,2024-11-09,2024-12-05,2024-12-06,entregue,4079.62,1
PO-006533,SUP-026,2024-12-10,2025-01-06,2025-01-08,entregue,4154.83,2
PO-006534,SUP-031,2025-01-11,2025-01-21,2025-01-21,entregue,4230.72,0
PO-006535,SUP-036,2025-02-12,2025-02-23,2025-02-24,entregue,4307.28,1
PO-006536,SUP-041,2025-03-13,2025-03-25,2025-03-27,entregue,4384.51,2
PO-006537,SUP-046,2025-04-14,2025-04-27,2025-04-27,entregue,4462.42,0
PO-006538,SUP-051,2025-05-15,2025-05-29,2025-05-30,entregue,4540.99,1
PO-006539,SUP-056,2025-06-16,2025-07-01,2025-07-03,entregue,4620.24,2
PO-006540,SUP-061,2025-07-17,2025-08-02,2025-08-02,entregue,4700.16,0
PO-006541,SUP-066,2025-08-18,2025-09-04,2025-09-05,entregue,4780.75,1
PO-006542,SUP-071,2025-09-19,2025-10-07,2025-10-09,entregue,4862.02,2
PO-006543,SUP-076,2025-10-20,2025-11-08,2025-11-08,entregue,4943.95,0
PO-006544,SUP-081,2025-11-21,2025-12-11,2025-12-12,entregue,5026.56,1
PO-006545,SUP-001,2025-12-22,2026-01-12,2026-01-14,entregue,5109.84,2
PO-006546,SUP-006,2026-01-23,2026-02-14,2026-02-14,entregue,5193.79,0
PO-006547,SUP-011,2026-02-24,2026-03-19,2026-03-29,entregue,5278.42,10
PO-006548,SUP-016,2026-03-25,2026-04-18,2026-04-20,entregue,5363.71,2
PO-006549,SUP-021,2026-04-26,2026-05-21,2026-05-21,entregue,5449.68,0
PO-006550,SUP-026,2026-05-27,2026-06-22,2026-06-23,entregue,5536.32,1
PO-006551,SUP-031,2026-06-28,2026-07-25,2026-07-27,aberto,5623.63,2
PO-006552,SUP-036,2026-07-01,2026-07-11,2026-07-11,aberto,5711.62,0
PO-006553,SUP-041,2024-08-02,2024-08-13,2024-08-14,entregue,4866.00,1
PO-006554,SUP-046,2024-09-03,2024-09-15,2024-09-17,entregue,4947.26,2
PO-006555,SUP-051,2024-10-04,2024-10-17,2024-10-17,entregue,5029.20,0
PO-006556,SUP-056,2024-11-05,2024-11-19,2024-11-20,entregue,5111.81,1
PO-006557,SUP-061,2024-12-06,2024-12-21,2024-12-23,entregue,5195.09,2
PO-006558,SUP-066,2025-01-07,2025-01-23,2025-01-23,entregue,5279.04,0
PO-006559,SUP-071,2025-02-08,2025-02-25,2025-02-26,entregue,5363.66,1
PO-006560,SUP-076,2025-03-09,2025-03-27,2025-03-29,entregue,5448.96,2
PO-006561,SUP-081,2025-04-10,2025-04-29,2025-04-29,entregue,5534.93,0
PO-006562,SUP-001,2025-05-11,2025-05-31,2025-06-01,entregue,5621.57,1
PO-006563,SUP-006,2025-06-12,2025-07-03,2025-07-05,entregue,5708.88,2
PO-006564,SUP-011,2025-07-13,2025-08-04,2025-08-17,entregue,5796.86,13
PO-006565,SUP-016,2025-08-14,2025-09-06,2025-09-07,entregue,5885.52,1
PO-006566,SUP-021,2025-09-15,2025-10-09,2025-10-11,entregue,5974.85,2
PO-006567,SUP-026,2025-10-16,2025-11-10,2025-11-10,entregue,6064.85,0
PO-006568,SUP-031,2025-11-17,2025-12-13,2025-12-14,entregue,6155.52,1
PO-006569,SUP-036,2025-12-18,2026-01-14,2026-01-16,entregue,6246.86,2
PO-006570,SUP-041,2026-01-19,2026-01-29,2026-01-29,entregue,2044.80,0
PO-006571,SUP-046,2026-02-20,2026-03-03,2026-03-04,entregue,2107.25,1
PO-006572,SUP-051,2026-03-21,2026-04-02,2026-04-04,entregue,2170.37,2
PO-006573,SUP-056,2026-04-22,2026-05-05,2026-05-05,entregue,2234.16,0
PO-006574,SUP-061,2026-05-23,2026-06-06,2026-06-07,entregue,2298.62,1
PO-006575,SUP-066,2026-06-24,2026-07-09,2026-07-11,aberto,2363.76,2
PO-006576,SUP-071,2026-07-25,2026-08-10,2026-08-10,aberto,2429.57,0
PO-006577,SUP-076,2024-08-26,2024-09-12,2024-09-13,entregue,2094.00,1
PO-006578,SUP-081,2024-09-27,2024-10-15,2024-10-17,entregue,2153.09,2
PO-006579,SUP-001,2024-10-28,2024-11-16,2024-11-16,entregue,2212.85,0
PO-006580,SUP-006,2024-11-01,2024-11-21,2024-11-22,entregue,2273.28,1
PO-006581,SUP-011,2024-12-02,2024-12-23,2025-01-01,entregue,2334.38,9
PO-006582,SUP-016,2025-01-03,2025-01-25,2025-01-25,entregue,2396.16,0
PO-006583,SUP-021,2025-02-04,2025-02-27,2025-02-28,entregue,2458.61,1
PO-006584,SUP-026,2025-03-05,2025-03-29,2025-03-31,entregue,2521.73,2
PO-006585,SUP-031,2025-04-06,2025-05-01,2025-05-01,entregue,2585.52,0
PO-006586,SUP-036,2025-05-07,2025-06-02,2025-06-03,entregue,2649.98,1
PO-006587,SUP-041,2025-06-08,2025-07-05,2025-07-07,entregue,2715.12,2
PO-006588,SUP-046,2025-07-09,2025-07-19,2025-07-19,entregue,2780.93,0
PO-006589,SUP-051,2025-08-10,2025-08-21,2025-08-22,entregue,2847.41,1
PO-006590,SUP-056,2025-09-11,2025-09-23,2025-09-25,entregue,2914.56,2
PO-006591,SUP-061,2025-10-12,2025-10-25,2025-10-25,entregue,2982.38,0
PO-006592,SUP-066,2025-11-13,2025-11-27,2025-11-28,entregue,3050.88,1
PO-006593,SUP-071,2025-12-14,2025-12-29,2025-12-31,entregue,3120.05,2
PO-006594,SUP-076,2026-01-15,2026-01-31,2026-01-31,entregue,3189.89,0
PO-006595,SUP-081,2026-02-16,2026-03-05,2026-03-06,entregue,3260.40,1
PO-006596,SUP-001,2026-03-17,2026-04-04,2026-04-06,entregue,3331.58,2
PO-006597,SUP-006,2026-04-18,2026-05-07,2026-05-07,entregue,3403.44,0
PO-006598,SUP-011,2026-05-19,2026-06-08,2026-06-20,entregue,3475.97,12
PO-006599,SUP-016,2026-06-20,2026-07-11,2026-07-13,aberto,3549.17,2
PO-006600,SUP-021,2026-07-21,2026-08-12,2026-08-12,aberto,3623.04,0
PO-006601,SUP-026,2024-08-22,2024-09-14,2024-09-15,entregue,3102.00,1
PO-006602,SUP-031,2024-09-23,2024-10-17,2024-10-19,entregue,3169.15,2
PO-006603,SUP-036,2024-10-24,2024-11-18,2024-11-18,entregue,3236.98,0
PO-006604,SUP-041,2024-11-25,2024-12-21,2024-12-22,entregue,3305.47,1
PO-006605,SUP-046,2024-12-26,2025-01-22,2025-01-24,entregue,3374.64,2
PO-006606,SUP-051,2025-01-27,2025-02-06,2025-02-06,entregue,3444.48,0
PO-006607,SUP-056,2025-02-28,2025-03-11,2025-03-12,entregue,3514.99,1
PO-006608,SUP-061,2025-03-01,2025-03-13,2025-03-15,entregue,3586.18,2
PO-006609,SUP-066,2025-04-02,2025-04-15,2025-04-15,entregue,3658.03,0
PO-006610,SUP-071,2025-05-03,2025-05-17,2025-05-18,entregue,3730.56,1
PO-006611,SUP-076,2025-06-04,2025-06-19,2025-06-21,entregue,3803.76,2
PO-006612,SUP-081,2025-07-05,2025-07-21,2025-07-21,entregue,3877.63,0
PO-006613,SUP-001,2025-08-06,2025-08-23,2025-08-24,entregue,3952.18,1
PO-006614,SUP-006,2025-09-07,2025-09-25,2025-09-27,entregue,4027.39,2
PO-006615,SUP-011,2025-10-08,2025-10-27,2025-11-04,entregue,4103.28,8
PO-006616,SUP-016,2025-11-09,2025-11-29,2025-11-30,entregue,4179.84,1
PO-006617,SUP-021,2025-12-10,2025-12-31,2026-01-02,entregue,4257.07,2
PO-006618,SUP-026,2026-01-11,2026-02-02,2026-02-02,entregue,4334.98,0
PO-006619,SUP-031,2026-02-12,2026-03-07,2026-03-08,entregue,4413.55,1
PO-006620,SUP-036,2026-03-13,2026-04-06,2026-04-08,entregue,4492.80,2
PO-006621,SUP-041,2026-04-14,2026-05-09,2026-05-09,entregue,4572.72,0
PO-006622,SUP-046,2026-05-15,2026-06-10,2026-06-11,entregue,4653.31,1
PO-006623,SUP-051,2026-06-16,2026-07-13,2026-07-15,aberto,4734.58,2
PO-006624,SUP-056,2026-07-17,2026-07-27,2026-07-27,aberto,4816.51,0
PO-006625,SUP-061,2024-08-18,2024-08-29,2024-08-30,entregue,4110.00,1
PO-006626,SUP-066,2024-09-19,2024-10-01,2024-10-03,entregue,4185.22,2
PO-006627,SUP-071,2024-10-20,2024-11-02,2024-11-02,entregue,4261.10,0
PO-006628,SUP-076,2024-11-21,2024-12-05,2024-12-06,entregue,4337.66,1
PO-006629,SUP-081,2024-12-22,2025-01-06,2025-01-08,entregue,4414.90,2
PO-006630,SUP-001,2025-01-23,2025-02-08,2025-02-08,entregue,4492.80,0
PO-006631,SUP-006,2025-02-24,2025-03-13,2025-03-14,entregue,4571.38,1
PO-006632,SUP-011,2025-03-25,2025-04-12,2025-04-23,entregue,4650.62,11
PO-006633,SUP-016,2025-04-26,2025-05-15,2025-05-15,entregue,4730.54,0
PO-006634,SUP-021,2025-05-27,2025-06-16,2025-06-17,entregue,4811.14,1
PO-006635,SUP-026,2025-06-28,2025-07-19,2025-07-21,entregue,4892.40,2
PO-006636,SUP-031,2025-07-01,2025-07-23,2025-07-23,entregue,4974.34,0
PO-006637,SUP-036,2025-08-02,2025-08-25,2025-08-26,entregue,5056.94,1
PO-006638,SUP-041,2025-09-03,2025-09-27,2025-09-29,entregue,5140.22,2
PO-006639,SUP-046,2025-10-04,2025-10-29,2025-10-29,entregue,5224.18,0
PO-006640,SUP-051,2025-11-05,2025-12-01,2025-12-02,entregue,5308.80,1
PO-006641,SUP-056,2025-12-06,2026-01-02,2026-01-04,entregue,5394.10,2
PO-006642,SUP-061,2026-01-07,2026-01-17,2026-01-17,entregue,5480.06,0
PO-006643,SUP-066,2026-02-08,2026-02-19,2026-02-20,entregue,5566.70,1
PO-006644,SUP-071,2026-03-09,2026-03-21,2026-03-23,entregue,5654.02,2
PO-006645,SUP-076,2026-04-10,2026-04-23,2026-04-23,entregue,5742.00,0
PO-006646,SUP-081,2026-05-11,2026-05-25,2026-05-26,entregue,5830.66,1
PO-006647,SUP-001,2026-06-12,2026-06-27,2026-06-29,entregue,5919.98,2
PO-006648,SUP-006,2026-07-13,2026-07-29,2026-07-29,aberto,6009.98,0
PO-006649,SUP-011,2024-08-14,2024-08-31,2024-09-14,entregue,5118.00,14
PO-006650,SUP-016,2024-09-15,2024-10-03,2024-10-05,entregue,5201.28,2
PO-006651,SUP-021,2024-10-16,2024-11-04,2024-11-04,entregue,5285.23,0
PO-006652,SUP-026,2024-11-17,2024-12-07,2024-12-08,entregue,5369.86,1
PO-006653,SUP-031,2024-12-18,2025-01-08,2025-01-10,entregue,5455.15,2
PO-006654,SUP-036,2025-01-19,2025-02-10,2025-02-10,entregue,5541.12,0
PO-006655,SUP-041,2025-02-20,2025-03-15,2025-03-16,entregue,5627.76,1
PO-006656,SUP-046,2025-03-21,2025-04-14,2025-04-16,entregue,5715.07,2
PO-006657,SUP-051,2025-04-22,2025-05-17,2025-05-17,entregue,5803.06,0
PO-006658,SUP-056,2025-05-23,2025-06-18,2025-06-19,entregue,5891.71,1
PO-006659,SUP-061,2025-06-24,2025-07-21,2025-07-23,entregue,5981.04,2
PO-006660,SUP-066,2025-07-25,2025-08-04,2025-08-04,entregue,1958.40,0
PO-006661,SUP-071,2025-08-26,2025-09-06,2025-09-07,entregue,2018.83,1
PO-006662,SUP-076,2025-09-27,2025-10-09,2025-10-11,entregue,2079.94,2
PO-006663,SUP-081,2025-10-28,2025-11-10,2025-11-10,entregue,2141.71,0
PO-006664,SUP-001,2025-11-01,2025-11-15,2025-11-16,entregue,2204.16,1
PO-006665,SUP-006,2025-12-02,2025-12-17,2025-12-19,entregue,2267.28,2
PO-006666,SUP-011,2026-01-03,2026-01-19,2026-01-29,entregue,2331.07,10
PO-006667,SUP-016,2026-02-04,2026-02-21,2026-02-22,entregue,2395.54,1
PO-006668,SUP-021,2026-03-05,2026-03-23,2026-03-25,entregue,2460.67,2
PO-006669,SUP-026,2026-04-06,2026-04-25,2026-04-25,entregue,2526.48,0
PO-006670,SUP-031,2026-05-07,2026-05-27,2026-05-28,entregue,2592.96,1
PO-006671,SUP-036,2026-06-08,2026-06-29,2026-07-01,entregue,2660.11,2
PO-006672,SUP-041,2026-07-09,2026-07-31,2026-07-31,aberto,2727.94,0
PO-006673,SUP-046,2024-08-10,2024-09-02,2024-09-03,entregue,2346.00,1
PO-006674,SUP-051,2024-09-11,2024-10-05,2024-10-07,entregue,2407.10,2
PO-006675,SUP-056,2024-10-12,2024-11-06,2024-11-06,entregue,2468.88,0
PO-006676,SUP-061,2024-11-13,2024-12-09,2024-12-10,entregue,2531.33,1
PO-006677,SUP-066,2024-12-14,2025-01-10,2025-01-12,entregue,2594.45,2
PO-006678,SUP-071,2025-01-15,2025-01-25,2025-01-25,entregue,2658.24,0
PO-006679,SUP-076,2025-02-16,2025-02-27,2025-02-28,entregue,2722.70,1
PO-006680,SUP-081,2025-03-17,2025-03-29,2025-03-31,entregue,2787.84,2
PO-006681,SUP-001,2025-04-18,2025-05-01,2025-05-01,entregue,2853.65,0
PO-006682,SUP-006,2025-05-19,2025-06-02,2025-06-03,entregue,2920.13,1
PO-006683,SUP-011,2025-06-20,2025-07-05,2025-07-18,entregue,2987.28,13
PO-006684,SUP-016,2025-07-21,2025-08-06,2025-08-06,entregue,3055.10,0
PO-006685,SUP-021,2025-08-22,2025-09-08,2025-09-09,entregue,3123.60,1
PO-006686,SUP-026,2025-09-23,2025-10-11,2025-10-13,entregue,3192.77,2
PO-006687,SUP-031,2025-10-24,2025-11-12,2025-11-12,entregue,3262.61,0
PO-006688,SUP-036,2025-11-25,2025-12-15,2025-12-16,entregue,3333.12,1
PO-006689,SUP-041,2025-12-26,2026-01-16,2026-01-18,entregue,3404.30,2
PO-006690,SUP-046,2026-01-27,2026-02-18,2026-02-18,entregue,3476.16,0
PO-006691,SUP-051,2026-02-28,2026-03-23,2026-03-24,entregue,3548.69,1
PO-006692,SUP-056,2026-03-01,2026-03-25,2026-03-27,entregue,3621.89,2
PO-006693,SUP-061,2026-04-02,2026-04-27,2026-04-27,entregue,3695.76,0
PO-006694,SUP-066,2026-05-03,2026-05-29,2026-05-30,entregue,3770.30,1
PO-006695,SUP-071,2026-06-04,2026-07-01,2026-07-03,entregue,3845.52,2
PO-006696,SUP-076,2026-07-05,2026-07-15,2026-07-15,aberto,3921.41,0
PO-006697,SUP-081,2024-08-06,2024-08-17,2024-08-18,entregue,3354.00,1
PO-006698,SUP-001,2024-09-07,2024-09-19,2024-09-21,entregue,3423.17,2
PO-006699,SUP-006,2024-10-08,2024-10-21,2024-10-21,entregue,3493.01,0
PO-006700,SUP-011,2024-11-09,2024-11-23,2024-12-02,entregue,3563.52,9
PO-006701,SUP-016,2024-12-10,2024-12-25,2024-12-27,entregue,3634.70,2
PO-006702,SUP-021,2025-01-11,2025-01-27,2025-01-27,entregue,3706.56,0
PO-006703,SUP-026,2025-02-12,2025-03-01,2025-03-02,entregue,3779.09,1
PO-006704,SUP-031,2025-03-13,2025-03-31,2025-04-02,entregue,3852.29,2
PO-006705,SUP-036,2025-04-14,2025-05-03,2025-05-03,entregue,3926.16,0
PO-006706,SUP-041,2025-05-15,2025-06-04,2025-06-05,entregue,4000.70,1
PO-006707,SUP-046,2025-06-16,2025-07-07,2025-07-09,entregue,4075.92,2
PO-006708,SUP-051,2025-07-17,2025-08-08,2025-08-08,entregue,4151.81,0
PO-006709,SUP-056,2025-08-18,2025-09-10,2025-09-11,entregue,4228.37,1
PO-006710,SUP-061,2025-09-19,2025-10-13,2025-10-15,entregue,4305.60,2
PO-006711,SUP-066,2025-10-20,2025-11-14,2025-11-14,entregue,4383.50,0
PO-006712,SUP-071,2025-11-21,2025-12-17,2025-12-18,entregue,4462.08,1
PO-006713,SUP-076,2025-12-22,2026-01-18,2026-01-20,entregue,4541.33,2
PO-006714,SUP-081,2026-01-23,2026-02-02,2026-02-02,entregue,4621.25,0
PO-006715,SUP-001,2026-02-24,2026-03-07,2026-03-08,entregue,4701.84,1
PO-006716,SUP-006,2026-03-25,2026-04-06,2026-04-08,entregue,4783.10,2
PO-006717,SUP-011,2026-04-26,2026-05-09,2026-05-21,entregue,4865.04,12
PO-006718,SUP-016,2026-05-27,2026-06-10,2026-06-11,entregue,4947.65,1
PO-006719,SUP-021,2026-06-28,2026-07-13,2026-07-15,aberto,5030.93,2
PO-006720,SUP-026,2026-07-01,2026-07-17,2026-07-17,aberto,5114.88,0
PO-006721,SUP-031,2024-08-02,2024-08-19,2024-08-20,entregue,4362.00,1
PO-006722,SUP-036,2024-09-03,2024-09-21,2024-09-23,entregue,4439.23,2
PO-006723,SUP-041,2024-10-04,2024-10-23,2024-10-23,entregue,4517.14,0
PO-006724,SUP-046,2024-11-05,2024-11-25,2024-11-26,entregue,4595.71,1
PO-006725,SUP-051,2024-12-06,2024-12-27,2024-12-29,entregue,4674.96,2
PO-006726,SUP-056,2025-01-07,2025-01-29,2025-01-29,entregue,4754.88,0
PO-006727,SUP-061,2025-02-08,2025-03-03,2025-03-04,entregue,4835.47,1
PO-006728,SUP-066,2025-03-09,2025-04-02,2025-04-04,entregue,4916.74,2
PO-006729,SUP-071,2025-04-10,2025-05-05,2025-05-05,entregue,4998.67,0
PO-006730,SUP-076,2025-05-11,2025-06-06,2025-06-07,entregue,5081.28,1
PO-006731,SUP-081,2025-06-12,2025-07-09,2025-07-11,entregue,5164.56,2
PO-006732,SUP-001,2025-07-13,2025-07-23,2025-07-23,entregue,5248.51,0
PO-006733,SUP-006,2025-08-14,2025-08-25,2025-08-26,entregue,5333.14,1
PO-006734,SUP-011,2025-09-15,2025-09-27,2025-10-05,entregue,5418.43,8
PO-006735,SUP-016,2025-10-16,2025-10-29,2025-10-29,entregue,5504.40,0
PO-006736,SUP-021,2025-11-17,2025-12-01,2025-12-02,entregue,5591.04,1
PO-006737,SUP-026,2025-12-18,2026-01-02,2026-01-04,entregue,5678.35,2
PO-006738,SUP-031,2026-01-19,2026-02-04,2026-02-04,entregue,5766.34,0
PO-006739,SUP-036,2026-02-20,2026-03-09,2026-03-10,entregue,5854.99,1
PO-006740,SUP-041,2026-03-21,2026-04-08,2026-04-10,entregue,5944.32,2
PO-006741,SUP-046,2026-04-22,2026-05-11,2026-05-11,entregue,6034.32,0
PO-006742,SUP-051,2026-05-23,2026-06-12,2026-06-13,entregue,6124.99,1
PO-006743,SUP-056,2026-06-24,2026-07-15,2026-07-17,aberto,6216.34,2
PO-006744,SUP-061,2026-07-25,2026-08-16,2026-08-16,aberto,6308.35,0
PO-006745,SUP-066,2024-08-26,2024-09-18,2024-09-19,entregue,5370.00,1
PO-006746,SUP-071,2024-09-27,2024-10-21,2024-10-23,entregue,5455.30,2
PO-006747,SUP-076,2024-10-28,2024-11-22,2024-11-22,entregue,5541.26,0
PO-006748,SUP-081,2024-11-01,2024-11-27,2024-11-28,entregue,5627.90,1
PO-006749,SUP-001,2024-12-02,2024-12-29,2024-12-31,entregue,5715.22,2
PO-006750,SUP-006,2025-01-03,2025-01-13,2025-01-13,entregue,1872.00,0
PO-006751,SUP-011,2025-02-04,2025-02-15,2025-02-26,entregue,1930.42,11
PO-006752,SUP-016,2025-03-05,2025-03-17,2025-03-19,entregue,1989.50,2
PO-006753,SUP-021,2025-04-06,2025-04-19,2025-04-19,entregue,2049.26,0
PO-006754,SUP-026,2025-05-07,2025-05-21,2025-05-22,entregue,2109.70,1
PO-006755,SUP-031,2025-06-08,2025-06-23,2025-06-25,entregue,2170.80,2
PO-006756,SUP-036,2025-07-09,2025-07-25,2025-07-25,entregue,2232.58,0
PO-006757,SUP-041,2025-08-10,2025-08-27,2025-08-28,entregue,2295.02,1
PO-006758,SUP-046,2025-09-11,2025-09-29,2025-10-01,entregue,2358.14,2
PO-006759,SUP-051,2025-10-12,2025-10-31,2025-10-31,entregue,2421.94,0
PO-006760,SUP-056,2025-11-13,2025-12-03,2025-12-04,entregue,2486.40,1
PO-006761,SUP-061,2025-12-14,2026-01-04,2026-01-06,entregue,2551.54,2
PO-006762,SUP-066,2026-01-15,2026-02-06,2026-02-06,entregue,2617.34,0
PO-006763,SUP-071,2026-02-16,2026-03-11,2026-03-12,entregue,2683.82,1
PO-006764,SUP-076,2026-03-17,2026-04-10,2026-04-12,entregue,2750.98,2
PO-006765,SUP-081,2026-04-18,2026-05-13,2026-05-13,entregue,2818.80,0
PO-006766,SUP-001,2026-05-19,2026-06-14,2026-06-15,entregue,2887.30,1
PO-006767,SUP-006,2026-06-20,2026-07-17,2026-07-19,aberto,2956.46,2
PO-006768,SUP-011,2026-07-21,2026-07-31,2026-08-14,aberto,3026.30,14
PO-006769,SUP-016,2024-08-22,2024-09-02,2024-09-03,entregue,2598.00,1
PO-006770,SUP-021,2024-09-23,2024-10-05,2024-10-07,entregue,2661.12,2
