order_id,company_id,customer_external_id,order_date,status,gross_amount,net_amount,sales_channel
O-009588,cmp_nova_distribuidora,CLI-0557,2025-07-13,faturado,4167.60,3213.22,Balcao
O-009589,cmp_nova_distribuidora,CLI-0574,2025-08-14,faturado,4565.00,3510.48,Televendas
O-009590,cmp_nova_distribuidora,CLI-0591,2025-09-15,faturado,2137.10,1658.17,Representante
O-009591,cmp_nova_distribuidora,CLI-0608,2025-10-16,faturado,2158.78,1668.31,E-commerce B2B
O-009592,cmp_nova_distribuidora,CLI-0005,2025-11-17,faturado,2572.45,1980.01,Balcao
O-009593,cmp_nova_distribuidora,CLI-0022,2025-12-18,faturado,2597.04,1990.89,Televendas
O-009594,cmp_nova_distribuidora,CLI-0039,2026-01-19,faturado,2043.60,1560.29,Representante
O-009595,cmp_nova_distribuidora,CLI-0056,2026-02-20,faturado,2062.00,1588.56,E-commerce B2B
O-009596,cmp_nova_distribuidora,CLI-0073,2026-03-21,faturado,2441.75,1873.55,Balcao
O-009597,cmp_nova_distribuidora,CLI-0090,2026-04-22,faturado,2462.44,1881.79,Televendas
O-009598,cmp_nova_distribuidora,CLI-0107,2026-05-23,faturado,2298.78,1749.60,Representante
O-009599,cmp_nova_distribuidora,CLI-0124,2026-06-24,faturado,2317.10,1756.36,E-commerce B2B
O-009600,cmp_nova_distribuidora,CLI-0001,2026-07-25,faturado,2148.20,1643.15,Balcao
O-009601,cmp_nova_distribuidora,CLI-0002,2024-08-26,faturado,2535.00,1964.62,Televendas
O-009602,cmp_nova_distribuidora,CLI-0003,2024-09-27,faturado,2570.00,1986.61,Representante
O-009603,cmp_nova_distribuidora,CLI-0004,2024-10-28,faturado,2605.00,2008.45,E-commerce B2B
O-009604,cmp_nova_distribuidora,CLI-0005,2024-11-01,faturado,3115.20,2395.59,Balcao
O-009605,cmp_nova_distribuidora,CLI-0006,2024-12-02,faturado,3156.50,2452.60,Televendas
O-009606,cmp_nova_distribuidora,CLI-0007,2025-01-03,faturado,2493.20,1932.22,Representante
O-009607,cmp_nova_distribuidora,CLI-0008,2025-02-04,faturado,2525.40,1952.14,E-commerce B2B
O-009608,cmp_nova_distribuidora,CLI-0009,2025-03-05,faturado,3002.40,2314.85,Balcao
O-009609,cmp_nova_distribuidora,CLI-0010,2025-04-06,faturado,3040.20,2337.91,Televendas
O-009610,cmp_nova_distribuidora,CLI-0011,2025-05-07,faturado,2850.00,2214.45,Representante
O-009611,cmp_nova_distribuidora,CLI-0012,2025-06-08,faturado,2885.00,2235.87,E-commerce B2B
O-009612,cmp_nova_distribuidora,CLI-0013,2025-07-09,faturado,2686.40,2076.59,Balcao
O-009613,cmp_nova_distribuidora,CLI-0014,2025-08-10,faturado,2955.00,2278.30,Televendas
O-009614,cmp_nova_distribuidora,CLI-0015,2025-09-11,faturado,2972.06,2282.24,Representante
O-009615,cmp_nova_distribuidora,CLI-0001,2025-10-12,faturado,2988.70,2315.65,E-commerce B2B
O-009616,cmp_nova_distribuidora,CLI-0002,2025-11-13,faturado,3545.81,2736.30,Balcao
O-009617,cmp_nova_distribuidora,CLI-0003,2025-12-14,faturado,3564.45,2739.64,Televendas
O-009618,cmp_nova_distribuidora,CLI-0004,2026-01-15,faturado,2793.21,2138.20,Representante
O-009619,cmp_nova_distribuidora,CLI-0005,2026-02-16,faturado,2806.98,2140.04,E-commerce B2B
O-009620,cmp_nova_distribuidora,CLI-0006,2026-03-17,faturado,3310.85,2547.04,Balcao
O-009621,cmp_nova_distribuidora,CLI-0007,2026-04-18,faturado,3326.10,2548.45,Televendas
O-009622,cmp_nova_distribuidora,CLI-0008,2026-05-19,faturado,3093.42,2360.59,Representante
O-009623,cmp_nova_distribuidora,CLI-0009,2026-06-20,faturado,3106.70,2361.09,E-commerce B2B
O-009624,cmp_nova_distribuidora,CLI-0010,2026-07-21,faturado,2870.00,2172.30,Balcao
O-009625,cmp_nova_distribuidora,CLI-0011,2024-08-22,faturado,3375.00,2622.37,Televendas
O-009626,cmp_nova_distribuidora,CLI-0012,2024-09-23,faturado,3410.00,2642.75,Representante
O-009627,cmp_nova_distribuidora,CLI-0013,2024-10-24,faturado,3445.00,2662.98,E-commerce B2B
O-009628,cmp_nova_distribuidora,CLI-0014,2024-11-25,faturado,4106.40,3166.04,Balcao
O-009629,cmp_nova_distribuidora,CLI-0015,2024-12-26,faturado,4147.70,3189.58,Televendas
O-009630,cmp_nova_distribuidora,CLI-0001,2025-01-27,faturado,3266.00,2537.68,Representante
O-009631,cmp_nova_distribuidora,CLI-0002,2025-02-28,faturado,3298.20,2556.10,E-commerce B2B
O-009632,cmp_nova_distribuidora,CLI-0003,2025-03-01,faturado,3909.60,3022.12,Balcao
O-009633,cmp_nova_distribuidora,CLI-0004,2025-04-02,faturado,3947.40,3043.45,Televendas
O-009634,cmp_nova_distribuidora,CLI-0005,2025-05-03,faturado,3690.00,2837.61,Representante
O-009635,cmp_nova_distribuidora,CLI-0116,2025-06-04,faturado,3725.00,2894.32,E-commerce B2B
O-009636,cmp_nova_distribuidora,CLI-0133,2025-07-05,faturado,3459.20,2680.88,Balcao
O-009637,cmp_nova_distribuidora,CLI-0150,2025-08-06,faturado,3795.00,2933.53,Televendas
O-009638,cmp_nova_distribuidora,CLI-0167,2025-09-07,faturado,3807.02,2931.03,Representante
O-009639,cmp_nova_distribuidora,CLI-0184,2025-10-08,faturado,3818.62,2928.12,E-commerce B2B
O-009640,cmp_nova_distribuidora,CLI-0201,2025-11-09,faturado,4519.16,3496.47,Balcao
O-009641,cmp_nova_distribuidora,CLI-0218,2025-12-10,faturado,4531.86,3492.25,Televendas
O-009642,cmp_nova_distribuidora,CLI-0235,2026-01-11,faturado,3542.83,2719.12,Representante
O-009643,cmp_nova_distribuidora,CLI-0252,2026-02-12,faturado,3551.95,2715.11,E-commerce B2B
O-009644,cmp_nova_distribuidora,CLI-0269,2026-03-13,faturado,4179.95,3182.19,Balcao
O-009645,cmp_nova_distribuidora,CLI-0286,2026-04-14,faturado,4189.75,3218.56,Televendas
O-009646,cmp_nova_distribuidora,CLI-0303,2026-05-15,faturado,3888.06,2974.75,Representante
O-009647,cmp_nova_distribuidora,CLI-0320,2026-06-16,faturado,3896.30,2968.98,E-commerce B2B
O-009648,cmp_nova_distribuidora,CLI-0337,2026-07-17,faturado,3591.79,2725.82,Balcao
O-009649,cmp_nova_distribuidora,CLI-0354,2024-08-18,faturado,4215.00,3241.33,Televendas
O-009650,cmp_nova_distribuidora,CLI-0371,2024-09-19,faturado,4250.00,3302.25,Representante
O-009651,cmp_nova_distribuidora,CLI-0388,2024-10-20,faturado,4285.00,3320.87,E-commerce B2B
O-009652,cmp_nova_distribuidora,CLI-0405,2024-11-21,faturado,5097.60,3940.44,Balcao
O-009653,cmp_nova_distribuidora,CLI-0422,2024-12-22,faturado,5138.90,3962.10,Televendas
O-009654,cmp_nova_distribuidora,CLI-0439,2025-01-23,faturado,4038.80,3105.84,Representante
O-009655,cmp_nova_distribuidora,CLI-0456,2025-02-24,faturado,4071.00,3163.16,E-commerce B2B
O-009656,cmp_nova_distribuidora,CLI-0473,2025-03-25,faturado,4816.80,3733.03,Balcao
O-009657,cmp_nova_distribuidora,CLI-0490,2025-04-26,faturado,4854.60,3752.60,Televendas
O-009658,cmp_nova_distribuidora,CLI-0507,2025-05-27,faturado,4530.00,3492.63,Representante
O-009659,cmp_nova_distribuidora,CLI-0524,2025-06-28,faturado,4565.00,3510.48,E-commerce B2B
O-009660,cmp_nova_distribuidora,CLI-0541,2025-07-01,faturado,1978.00,1536.91,Balcao
O-009661,cmp_nova_distribuidora,CLI-0558,2025-08-02,faturado,2185.00,1693.37,Televendas
O-009662,cmp_nova_distribuidora,CLI-0575,2025-09-03,faturado,2206.68,1703.34,Representante
O-009663,cmp_nova_distribuidora,CLI-0592,2025-10-04,faturado,2227.94,1712.84,E-commerce B2B
O-009664,cmp_nova_distribuidora,CLI-0609,2025-11-05,faturado,2653.56,2031.83,Balcao
O-009665,cmp_nova_distribuidora,CLI-0006,2025-12-06,faturado,2677.66,2068.76,Televendas
O-009666,cmp_nova_distribuidora,CLI-0023,2026-01-07,faturado,2106.06,1620.62,Representante
O-009667,cmp_nova_distribuidora,CLI-0040,2026-02-08,faturado,2124.08,1627.90,E-commerce B2B
O-009668,cmp_nova_distribuidora,CLI-0057,2026-03-09,faturado,2514.18,1919.08,Balcao
O-009669,cmp_nova_distribuidora,CLI-0074,2026-04-10,faturado,2534.41,1926.66,Televendas
O-009670,cmp_nova_distribuidora,CLI-0091,2026-05-11,faturado,2365.00,1814.19,Representante
O-009671,cmp_nova_distribuidora,CLI-0108,2026-06-12,faturado,2382.90,1820.53,E-commerce B2B
O-009672,cmp_nova_distribuidora,CLI-0125,2026-07-13,faturado,2208.35,1680.33,Balcao
O-009673,cmp_nova_distribuidora,CLI-0142,2024-08-14,faturado,2605.00,2008.45,Televendas
O-009674,cmp_nova_distribuidora,CLI-0159,2024-09-15,faturado,2640.00,2030.16,Representante
O-009675,cmp_nova_distribuidora,CLI-0176,2024-10-16,faturado,2675.00,2078.47,E-commerce B2B
O-009676,cmp_nova_distribuidora,CLI-0193,2024-11-17,faturado,3197.80,2478.30,Balcao
O-009677,cmp_nova_distribuidora,CLI-0210,2024-12-18,faturado,3239.10,2503.83,Televendas
O-009678,cmp_nova_distribuidora,CLI-0227,2025-01-19,faturado,2557.60,1971.91,Representante
O-009679,cmp_nova_distribuidora,CLI-0244,2025-02-20,faturado,2589.80,1991.56,E-commerce B2B
O-009680,cmp_nova_distribuidora,CLI-0261,2025-03-21,faturado,3078.00,2391.61,Balcao
O-009681,cmp_nova_distribuidora,CLI-0278,2025-04-22,faturado,3115.80,2414.75,Televendas
O-009682,cmp_nova_distribuidora,CLI-0295,2025-05-23,faturado,2920.00,2257.16,Representante
O-009683,cmp_nova_distribuidora,CLI-0312,2025-06-24,faturado,2955.00,2278.30,E-commerce B2B
O-009684,cmp_nova_distribuidora,CLI-0329,2025-07-25,faturado,2750.80,2115.37,Balcao
O-009685,cmp_nova_distribuidora,CLI-0346,2025-08-26,faturado,3025.00,2350.42,Televendas
O-009686,cmp_nova_distribuidora,CLI-0363,2025-09-27,faturado,3041.64,2353.92,Representante
O-009687,cmp_nova_distribuidora,CLI-0380,2025-10-28,faturado,3057.86,2357.00,E-commerce B2B
O-009688,cmp_nova_distribuidora,CLI-0397,2025-11-01,faturado,3626.92,2784.39,Balcao
O-009689,cmp_nova_distribuidora,CLI-0414,2025-12-02,faturado,3645.07,2787.02,Televendas
O-009690,cmp_nova_distribuidora,CLI-0431,2026-01-03,faturado,2855.68,2203.16,Representante
O-009691,cmp_nova_distribuidora,CLI-0448,2026-02-04,faturado,2869.06,2204.58,E-commerce B2B
O-009692,cmp_nova_distribuidora,CLI-0465,2026-03-05,faturado,3383.27,2589.21,Balcao
O-009693,cmp_nova_distribuidora,CLI-0482,2026-04-06,faturado,3398.07,2590.01,Televendas
O-009694,cmp_nova_distribuidora,CLI-0499,2026-05-07,faturado,3159.64,2398.48,Representante
O-009695,cmp_nova_distribuidora,CLI-0516,2026-06-08,faturado,3172.50,2430.13,E-commerce B2B
O-009696,cmp_nova_distribuidora,CLI-0533,2026-07-09,faturado,2930.14,2235.39,Balcao
O-009697,cmp_nova_distribuidora,CLI-0550,2024-08-10,faturado,3445.00,2662.98,Televendas
O-009698,cmp_nova_distribuidora,CLI-0567,2024-09-11,faturado,3480.00,2683.08,Representante
O-009699,cmp_nova_distribuidora,CLI-0584,2024-10-12,faturado,3515.00,2703.03,E-commerce B2B
O-009700,cmp_nova_distribuidora,CLI-0011,2024-11-13,faturado,4189.00,3254.85,Balcao
O-009701,cmp_nova_distribuidora,CLI-0012,2024-12-14,faturado,4230.30,3278.49,Televendas
O-009702,cmp_nova_distribuidora,CLI-0013,2025-01-15,faturado,3330.40,2574.40,Representante
O-009703,cmp_nova_distribuidora,CLI-0014,2025-02-16,faturado,3362.60,2592.56,E-commerce B2B
O-009704,cmp_nova_distribuidora,CLI-0015,2025-03-17,faturado,3985.20,3064.62,Balcao
O-009705,cmp_nova_distribuidora,CLI-0001,2025-04-18,faturado,4023.00,3125.87,Televendas
O-009706,cmp_nova_distribuidora,CLI-0002,2025-05-19,faturado,3760.00,2914.00,Representante
O-009707,cmp_nova_distribuidora,CLI-0003,2025-06-20,faturado,3795.00,2933.53,E-commerce B2B
O-009708,cmp_nova_distribuidora,CLI-0004,2025-07-21,faturado,3523.60,2716.69,Balcao
O-009709,cmp_nova_distribuidora,CLI-0005,2025-08-22,faturado,3865.00,2972.18,Televendas
O-009710,cmp_nova_distribuidora,CLI-0006,2025-09-23,faturado,3876.60,3007.85,Representante
O-009711,cmp_nova_distribuidora,CLI-0007,2025-10-24,faturado,3887.78,3004.47,E-commerce B2B
O-009712,cmp_nova_distribuidora,CLI-0008,2025-11-25,faturado,4600.28,3540.84,Balcao
O-009713,cmp_nova_distribuidora,CLI-0009,2025-12-26,faturado,4612.48,3535.93,Televendas
O-009714,cmp_nova_distribuidora,CLI-0010,2026-01-27,faturado,3605.30,2752.65,Representante
O-009715,cmp_nova_distribuidora,CLI-0011,2026-02-28,faturado,3614.04,2784.26,E-commerce B2B
O-009716,cmp_nova_distribuidora,CLI-0012,2026-03-01,faturado,4252.37,3262.84,Balcao
O-009717,cmp_nova_distribuidora,CLI-0013,2026-04-02,faturado,4261.72,3256.80,Televendas
O-009718,cmp_nova_distribuidora,CLI-0014,2026-05-03,faturado,3954.28,3009.60,Representante
O-009719,cmp_nova_distribuidora,CLI-0015,2026-06-04,faturado,3962.10,3003.27,E-commerce B2B
O-009720,cmp_nova_distribuidora,CLI-0001,2026-07-05,faturado,3651.94,2793.37,Balcao
O-009721,cmp_nova_distribuidora,CLI-0002,2024-08-06,faturado,4285.00,3320.87,Televendas
O-009722,cmp_nova_distribuidora,CLI-0003,2024-09-07,faturado,4320.00,3339.36,Representante
O-009723,cmp_nova_distribuidora,CLI-0004,2024-10-08,faturado,4355.00,3357.70,E-commerce B2B
O-009724,cmp_nova_distribuidora,CLI-0005,2024-11-09,faturado,5180.20,3983.57,Balcao
O-009725,cmp_nova_distribuidora,CLI-0006,2024-12-10,faturado,5221.50,4057.11,Televendas
O-009726,cmp_nova_distribuidora,CLI-0007,2025-01-11,faturado,4103.20,3179.97,Representante
O-009727,cmp_nova_distribuidora,CLI-0008,2025-02-12,faturado,4135.40,3196.67,E-commerce B2B
O-009728,cmp_nova_distribuidora,CLI-0009,2025-03-13,faturado,4892.40,3772.04,Balcao
O-009729,cmp_nova_distribuidora,CLI-0010,2025-04-14,faturado,4930.20,3791.32,Televendas
O-009730,cmp_nova_distribuidora,CLI-0011,2025-05-15,faturado,2150.00,1670.55,Representante
O-009731,cmp_nova_distribuidora,CLI-0012,2025-06-16,faturado,2185.00,1693.37,E-commerce B2B
O-009732,cmp_nova_distribuidora,CLI-0013,2025-07-17,faturado,2042.40,1578.78,Balcao
O-009733,cmp_nova_distribuidora,CLI-0014,2025-08-18,faturado,2255.00,1738.60,Televendas
O-009734,cmp_nova_distribuidora,CLI-0015,2025-09-19,faturado,2276.26,1747.94,Representante
O-009735,cmp_nova_distribuidora,CLI-0576,2025-10-20,faturado,2297.10,1779.79,E-commerce B2B
O-009736,cmp_nova_distribuidora,CLI-0593,2025-11-21,faturado,2734.67,2110.35,Balcao
O-009737,cmp_nova_distribuidora,CLI-0610,2025-12-22,faturado,2758.27,2120.01,Televendas
O-009738,cmp_nova_distribuidora,CLI-0007,2026-01-23,faturado,2168.53,1660.00,Representante
O-009739,cmp_nova_distribuidora,CLI-0024,2026-02-24,faturado,2186.16,1666.73,E-commerce B2B
O-009740,cmp_nova_distribuidora,CLI-0041,2026-03-25,faturado,2586.60,1989.87,Balcao
O-009741,cmp_nova_distribuidora,CLI-0058,2026-04-26,faturado,2606.39,1997.01,Televendas
O-009742,cmp_nova_distribuidora,CLI-0075,2026-05-27,faturado,2431.22,1855.26,Representante
O-009743,cmp_nova_distribuidora,CLI-0092,2026-06-28,faturado,2448.70,1861.00,E-commerce B2B
O-009744,cmp_nova_distribuidora,CLI-0109,2026-07-01,faturado,2268.50,1717.02,Balcao
O-009745,cmp_nova_distribuidora,CLI-0126,2024-08-02,faturado,2675.00,2078.47,Televendas
O-009746,cmp_nova_distribuidora,CLI-0143,2024-09-03,faturado,2710.00,2100.25,Representante
O-009747,cmp_nova_distribuidora,CLI-0160,2024-10-04,faturado,2745.00,2121.88,E-commerce B2B
O-009748,cmp_nova_distribuidora,CLI-0177,2024-11-05,faturado,3280.40,2529.19,Balcao
O-009749,cmp_nova_distribuidora,CLI-0194,2024-12-06,faturado,3321.70,2554.39,Televendas
O-009750,cmp_nova_distribuidora,CLI-0211,2025-01-07,faturado,2622.00,2037.29,Representante
O-009751,cmp_nova_distribuidora,CLI-0228,2025-02-08,faturado,2654.20,2057.00,E-commerce B2B
O-009752,cmp_nova_distribuidora,CLI-0245,2025-03-09,faturado,3153.60,2437.73,Balcao
O-009753,cmp_nova_distribuidora,CLI-0262,2025-04-10,faturado,3191.40,2460.57,Televendas
O-009754,cmp_nova_distribuidora,CLI-0279,2025-05-11,faturado,2990.00,2299.31,Representante
O-009755,cmp_nova_distribuidora,CLI-0296,2025-06-12,faturado,3025.00,2350.42,E-commerce B2B
O-009756,cmp_nova_distribuidora,CLI-0313,2025-07-13,faturado,2815.20,2181.78,Balcao
O-009757,cmp_nova_distribuidora,CLI-0330,2025-08-14,faturado,3095.00,2392.43,Televendas
O-009758,cmp_nova_distribuidora,CLI-0347,2025-09-15,faturado,3111.22,2395.33,Representante
O-009759,cmp_nova_distribuidora,CLI-0364,2025-10-16,faturado,3127.02,2397.80,E-commerce B2B
O-009760,cmp_nova_distribuidora,CLI-0381,2025-11-17,faturado,3708.03,2868.90,Balcao
O-009761,cmp_nova_distribuidora,CLI-0398,2025-12-18,faturado,3725.68,2871.01,Televendas
O-009762,cmp_nova_distribuidora,CLI-0415,2026-01-19,faturado,2918.15,2239.67,Representante
O-009763,cmp_nova_distribuidora,CLI-0432,2026-02-20,faturado,2931.14,2240.56,E-commerce B2B
O-009764,cmp_nova_distribuidora,CLI-0449,2026-03-21,faturado,3455.70,2630.82,Balcao
O-009765,cmp_nova_distribuidora,CLI-0466,2026-04-22,faturado,3470.04,2665.68,Televendas
O-009766,cmp_nova_distribuidora,CLI-0483,2026-05-23,faturado,3225.86,2468.11,Representante
O-009767,cmp_nova_distribuidora,CLI-0500,2026-06-24,faturado,3238.30,2467.59,E-commerce B2B
O-009768,cmp_nova_distribuidora,CLI-0517,2026-07-25,faturado,2990.29,2269.34,Balcao
O-009769,cmp_nova_distribuidora,CLI-0534,2024-08-26,faturado,3515.00,2703.03,Televendas
O-009770,cmp_nova_distribuidora,CLI-0551,2024-09-27,faturado,3550.00,2758.35,Representante
O-009771,cmp_nova_distribuidora,CLI-0568,2024-10-28,faturado,3585.00,2778.37,E-commerce B2B
O-009772,cmp_nova_distribuidora,CLI-0585,2024-11-01,faturado,4271.60,3301.95,Balcao
O-009773,cmp_nova_distribuidora,CLI-0602,2024-12-02,faturado,4312.90,3325.25,Televendas
O-009774,cmp_nova_distribuidora,CLI-0619,2025-01-03,faturado,3394.80,2610.60,Representante
O-009775,cmp_nova_distribuidora,CLI-0016,2025-02-04,faturado,3427.00,2662.77,E-commerce B2B
O-009776,cmp_nova_distribuidora,CLI-0033,2025-03-05,faturado,4060.80,3147.12,Balcao
O-009777,cmp_nova_distribuidora,CLI-0050,2025-04-06,faturado,4098.60,3168.21,Televendas
O-009778,cmp_nova_distribuidora,CLI-0067,2025-05-07,faturado,3830.00,2952.93,Representante
O-009779,cmp_nova_distribuidora,CLI-0084,2025-06-08,faturado,3865.00,2972.18,E-commerce B2B
O-009780,cmp_nova_distribuidora,CLI-0101,2025-07-09,faturado,3588.00,2787.88,Balcao
O-009781,cmp_nova_distribuidora,CLI-0118,2025-08-10,faturado,3935.00,3049.62,Televendas
O-009782,cmp_nova_distribuidora,CLI-0135,2025-09-11,faturado,3946.18,3046.06,Representante
O-009783,cmp_nova_distribuidora,CLI-0152,2025-10-12,faturado,3956.94,3042.10,E-commerce B2B
O-009784,cmp_nova_distribuidora,CLI-0169,2025-11-13,faturado,4681.39,3584.54,Balcao
O-009785,cmp_nova_distribuidora,CLI-0186,2025-12-14,faturado,4693.10,3625.89,Televendas
O-009786,cmp_nova_distribuidora,CLI-0203,2026-01-15,faturado,3667.76,2822.34,Representante
O-009787,cmp_nova_distribuidora,CLI-0220,2026-02-16,faturado,3676.12,2817.38,E-commerce B2B
O-009788,cmp_nova_distribuidora,CLI-0237,2026-03-17,faturado,4324.80,3301.12,Balcao
O-009789,cmp_nova_distribuidora,CLI-0254,2026-04-18,faturado,4333.69,3294.47,Televendas
O-009790,cmp_nova_distribuidora,CLI-0271,2026-05-19,faturado,4020.50,3084.12,Representante
O-009791,cmp_nova_distribuidora,CLI-0288,2026-06-20,faturado,4027.90,3077.32,E-commerce B2B
O-009792,cmp_nova_distribuidora,CLI-0305,2026-07-21,faturado,3712.09,2824.53,Balcao
O-009793,cmp_nova_distribuidora,CLI-0322,2024-08-22,faturado,4355.00,3357.70,Televendas
O-009794,cmp_nova_distribuidora,CLI-0339,2024-09-23,faturado,4390.00,3375.91,Representante
O-009795,cmp_nova_distribuidora,CLI-0356,2024-10-24,faturado,4425.00,3438.22,E-commerce B2B
O-009796,cmp_nova_distribuidora,CLI-0373,2024-11-25,faturado,5262.80,4078.68,Balcao
O-009797,cmp_nova_distribuidora,CLI-0390,2024-12-26,faturado,5304.10,4100.07,Televendas
O-009798,cmp_nova_distribuidora,CLI-0407,2025-01-27,faturado,4167.60,3213.22,Representante
O-009799,cmp_nova_distribuidora,CLI-0424,2025-02-28,faturado,4199.80,3229.65,E-commerce B2B
O-009800,cmp_nova_distribuidora,CLI-0006,2025-03-01,faturado,2322.00,1804.19,Balcao
O-009801,cmp_nova_distribuidora,CLI-0007,2025-04-02,faturado,2359.80,1828.85,Televendas
O-009802,cmp_nova_distribuidora,CLI-0008,2025-05-03,faturado,2220.00,1716.06,Representante
O-009803,cmp_nova_distribuidora,CLI-0009,2025-06-04,faturado,2255.00,1738.60,E-commerce B2B
O-009804,cmp_nova_distribuidora,CLI-0010,2025-07-05,faturado,2106.80,1620.14,Balcao
O-009805,cmp_nova_distribuidora,CLI-0011,2025-08-06,faturado,2325.00,1806.52,Televendas
O-009806,cmp_nova_distribuidora,CLI-0012,2025-09-07,faturado,2345.84,1815.44,Representante
O-009807,cmp_nova_distribuidora,CLI-0013,2025-10-08,faturado,2366.26,1823.91,E-commerce B2B
O-009808,cmp_nova_distribuidora,CLI-0014,2025-11-09,faturado,2815.79,2161.68,Balcao
O-009809,cmp_nova_distribuidora,CLI-0015,2025-12-10,faturado,2838.89,2170.62,Televendas
O-009810,cmp_nova_distribuidora,CLI-0001,2026-01-11,faturado,2231.00,1721.21,Representante
O-009811,cmp_nova_distribuidora,CLI-0002,2026-02-12,faturado,2248.24,1727.56,E-commerce B2B
O-009812,cmp_nova_distribuidora,CLI-0003,2026-03-13,faturado,2659.02,2034.95,Balcao
O-009813,cmp_nova_distribuidora,CLI-0004,2026-04-14,faturado,2678.36,2041.45,Televendas
O-009814,cmp_nova_distribuidora,CLI-0005,2026-05-15,faturado,2497.44,1895.81,Representante
O-009815,cmp_nova_distribuidora,CLI-0006,2026-06-16,faturado,2514.50,1926.10,E-commerce B2B
O-009816,cmp_nova_distribuidora,CLI-0007,2026-07-17,faturado,2328.65,1776.52,Balcao
O-009817,cmp_nova_distribuidora,CLI-0008,2024-08-18,faturado,2745.00,2121.88,Televendas
O-009818,cmp_nova_distribuidora,CLI-0009,2024-09-19,faturado,2780.00,2143.38,Representante
O-009819,cmp_nova_distribuidora,CLI-0010,2024-10-20,faturado,2815.00,2164.73,E-commerce B2B
O-009820,cmp_nova_distribuidora,CLI-0011,2024-11-21,faturado,3363.00,2613.05,Balcao
O-009821,cmp_nova_distribuidora,CLI-0012,2024-12-22,faturado,3404.30,2638.34,Televendas
O-009822,cmp_nova_distribuidora,CLI-0013,2025-01-23,faturado,2686.40,2076.59,Representante
O-009823,cmp_nova_distribuidora,CLI-0014,2025-02-24,faturado,2718.60,2096.04,E-commerce B2B
O-009824,cmp_nova_distribuidora,CLI-0015,2025-03-25,faturado,3229.20,2483.25,Balcao
O-009825,cmp_nova_distribuidora,CLI-0001,2025-04-26,faturado,3267.00,2538.45,Televendas
O-009826,cmp_nova_distribuidora,CLI-0002,2025-05-27,faturado,3060.00,2371.50,Representante
O-009827,cmp_nova_distribuidora,CLI-0003,2025-06-28,faturado,3095.00,2392.43,E-commerce B2B
O-009828,cmp_nova_distribuidora,CLI-0004,2025-07-01,faturado,2879.60,2220.17,Balcao
O-009829,cmp_nova_distribuidora,CLI-0005,2025-08-02,faturado,3165.00,2433.88,Televendas
O-009830,cmp_nova_distribuidora,CLI-0006,2025-09-03,faturado,3180.80,2467.98,Representante
O-009831,cmp_nova_distribuidora,CLI-0007,2025-10-04,faturado,3196.18,2470.01,E-commerce B2B
O-009832,cmp_nova_distribuidora,CLI-0008,2025-11-05,faturado,3789.15,2916.50,Balcao
O-009833,cmp_nova_distribuidora,CLI-0009,2025-12-06,faturado,3806.30,2917.91,Televendas
O-009834,cmp_nova_distribuidora,CLI-0010,2026-01-07,faturado,2980.62,2275.70,Representante
O-009835,cmp_nova_distribuidora,CLI-0416,2026-02-08,faturado,2993.22,2305.98,E-commerce B2B
O-009836,cmp_nova_distribuidora,CLI-0433,2026-03-09,faturado,3528.12,2707.13,Balcao
O-009837,cmp_nova_distribuidora,CLI-0450,2026-04-10,faturado,3542.01,2706.80,Televendas
O-009838,cmp_nova_distribuidora,CLI-0467,2026-05-11,faturado,3292.08,2505.60,Representante
O-009839,cmp_nova_distribuidora,CLI-0484,2026-06-12,faturado,3304.10,2504.50,E-commerce B2B
O-009840,cmp_nova_distribuidora,CLI-0501,2026-07-13,faturado,3050.44,2333.28,Balcao
O-009841,cmp_nova_distribuidora,CLI-0518,2024-08-14,faturado,3585.00,2778.37,Televendas
O-009842,cmp_nova_distribuidora,CLI-0535,2024-09-15,faturado,3620.00,2798.26,Representante
O-009843,cmp_nova_distribuidora,CLI-0552,2024-10-16,faturado,3655.00,2818.00,E-commerce B2B
O-009844,cmp_nova_distribuidora,CLI-0569,2024-11-17,faturado,4354.20,3348.38,Balcao
O-009845,cmp_nova_distribuidora,CLI-0586,2024-12-18,faturado,4395.50,3415.31,Televendas
O-009846,cmp_nova_distribuidora,CLI-0603,2025-01-19,faturado,3459.20,2680.88,Representante
O-009847,cmp_nova_distribuidora,CLI-0620,2025-02-20,faturado,3491.40,2698.86,E-commerce B2B
O-009848,cmp_nova_distribuidora,CLI-0017,2025-03-21,faturado,4136.40,3189.17,Balcao
O-009849,cmp_nova_distribuidora,CLI-0034,2025-04-22,faturado,4174.20,3209.96,Televendas
O-009850,cmp_nova_distribuidora,CLI-0051,2025-05-23,faturado,3900.00,3030.30,Representante
O-009851,cmp_nova_distribuidora,CLI-0068,2025-06-24,faturado,3935.00,3049.62,E-commerce B2B
O-009852,cmp_nova_distribuidora,CLI-0085,2025-07-25,faturado,3652.40,2823.31,Balcao
O-009853,cmp_nova_distribuidora,CLI-0102,2025-08-26,faturado,4005.00,3087.85,Televendas
O-009854,cmp_nova_distribuidora,CLI-0119,2025-09-27,faturado,4015.76,3083.70,Representante
O-009855,cmp_nova_distribuidora,CLI-0136,2025-10-28,faturado,4026.10,3119.42,E-commerce B2B
O-009856,cmp_nova_distribuidora,CLI-0153,2025-11-01,faturado,4762.50,3675.22,Balcao
